dependent_schema,dependent_view,source_schema,source_object
information_schema,foreign_tables,information_schema,_pg_foreign_tables
information_schema,foreign_tables,information_schema,_pg_foreign_tables
information_schema,foreign_tables,information_schema,_pg_foreign_tables
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_column_grants,information_schema,enabled_roles
information_schema,role_column_grants,information_schema,column_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_routine_grants,information_schema,enabled_roles
information_schema,role_routine_grants,information_schema,routine_privileges
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_table_grants,information_schema,enabled_roles
information_schema,role_table_grants,information_schema,table_privileges
information_schema,role_udt_grants,information_schema,udt_privileges
information_schema,role_udt_grants,information_schema,udt_privileges
information_schema,role_udt_grants,information_schema,udt_privileges
information_schema,role_udt_grants,information_schema,udt_privileges
information_schema,role_udt_grants,information_schema,udt_privileges
information_schema,role_udt_grants,information_schema,enabled_roles
information_schema,role_udt_grants,information_schema,udt_privileges
information_schema,role_udt_grants,information_schema,udt_privileges
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,role_usage_grants,information_schema,enabled_roles
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,role_usage_grants,information_schema,usage_privileges
information_schema,user_mapping_options,information_schema,_pg_user_mappings
information_schema,user_mapping_options,information_schema,_pg_user_mappings
information_schema,user_mapping_options,information_schema,_pg_user_mappings
information_schema,user_mapping_options,information_schema,_pg_user_mappings
information_schema,user_mapping_options,information_schema,_pg_user_mappings
information_schema,user_mapping_options,information_schema,_pg_user_mappings
information_schema,user_mappings,information_schema,_pg_user_mappings
information_schema,user_mappings,information_schema,_pg_user_mappings
information_schema,user_mappings,information_schema,_pg_user_mappings
pg_catalog,pg_settings,pg_catalog,pg_settings
pg_catalog,pg_settings,pg_catalog,pg_settings
pg_catalog,pg_settings,pg_catalog,pg_settings
pg_catalog,pg_settings,pg_catalog,pg_settings
pg_catalog,pg_stat_replication_slots,pg_catalog,pg_replication_slots
pg_catalog,pg_stat_replication_slots,pg_catalog,pg_replication_slots
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_sys_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_indexes,pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_user_tables,pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_sys_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_stat_xact_user_tables,pg_catalog,pg_stat_xact_all_tables
pg_catalog,pg_statio_sys_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_sys_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_sys_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_sys_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_sys_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_sys_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_sys_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_sys_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_sys_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_sys_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_sys_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_sys_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_sys_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_user_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_user_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_user_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_user_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_user_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_user_indexes,pg_catalog,pg_statio_all_indexes
pg_catalog,pg_statio_user_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_user_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_user_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_user_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_user_sequences,pg_catalog,pg_statio_all_sequences
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_statio_user_tables,pg_catalog,pg_statio_all_tables
pg_catalog,pg_user,pg_catalog,pg_shadow
pg_catalog,pg_user,pg_catalog,pg_shadow
pg_catalog,pg_user,pg_catalog,pg_shadow
pg_catalog,pg_user,pg_catalog,pg_shadow
pg_catalog,pg_user,pg_catalog,pg_shadow
pg_catalog,pg_user,pg_catalog,pg_shadow
pg_catalog,pg_user,pg_catalog,pg_shadow
pg_catalog,pg_user,pg_catalog,pg_shadow
public,view_application_action_event_page_annual_summary,public,application_action_event
public,view_application_action_event_page_annual_summary,public,application_action_event
public,view_application_action_event_page_daily_summary,public,application_action_event
public,view_application_action_event_page_daily_summary,public,application_action_event
public,view_application_action_event_page_element_annual_summary,public,application_action_event
public,view_application_action_event_page_element_annual_summary,public,application_action_event
public,view_application_action_event_page_element_annual_summary,public,application_action_event
public,view_application_action_event_page_element_daily_summary,public,application_action_event
public,view_application_action_event_page_element_daily_summary,public,application_action_event
public,view_application_action_event_page_element_daily_summary,public,application_action_event
public,view_application_action_event_page_element_hourly_summary,public,application_action_event
public,view_application_action_event_page_element_hourly_summary,public,application_action_event
public,view_application_action_event_page_element_hourly_summary,public,application_action_event
public,view_application_action_event_page_element_weekly_summary,public,application_action_event
public,view_application_action_event_page_element_weekly_summary,public,application_action_event
public,view_application_action_event_page_element_weekly_summary,public,application_action_event
public,view_application_action_event_page_hourly_summary,public,application_action_event
public,view_application_action_event_page_hourly_summary,public,application_action_event
public,view_application_action_event_page_modes_annual_summary,public,application_action_event
public,view_application_action_event_page_modes_annual_summary,public,application_action_event
public,view_application_action_event_page_modes_annual_summary,public,application_action_event
public,view_application_action_event_page_modes_daily_summary,public,application_action_event
public,view_application_action_event_page_modes_daily_summary,public,application_action_event
public,view_application_action_event_page_modes_daily_summary,public,application_action_event
public,view_application_action_event_page_modes_hourly_summary,public,application_action_event
public,view_application_action_event_page_modes_hourly_summary,public,application_action_event
public,view_application_action_event_page_modes_hourly_summary,public,application_action_event
public,view_application_action_event_page_modes_weekly_summary,public,application_action_event
public,view_application_action_event_page_modes_weekly_summary,public,application_action_event
public,view_application_action_event_page_modes_weekly_summary,public,application_action_event
public,view_application_action_event_page_weekly_summary,public,application_action_event
public,view_application_action_event_page_weekly_summary,public,application_action_event
public,view_audit_author_summary,public,jv_commit
public,view_audit_author_summary,public,jv_commit
public,view_audit_author_summary,public,jv_commit
public,view_audit_data_summary,pg_catalog,pg_stat_user_tables
public,view_audit_data_summary,pg_catalog,pg_stat_user_tables
public,view_committee_productivity,public,view_riksdagen_committee
public,view_committee_productivity,public,assignment_data
public,view_committee_productivity,public,assignment_data
public,view_committee_productivity,public,assignment_data
public,view_committee_productivity,public,assignment_data
public,view_committee_productivity,public,assignment_data
public,view_committee_productivity,public,committee_document_data
public,view_committee_productivity,public,committee_document_data
public,view_committee_productivity,public,committee_document_data
public,view_committee_productivity,public,committee_document_data
public,view_committee_productivity,public,committee_document_data
public,view_committee_productivity,public,view_riksdagen_committee_decisions
public,view_committee_productivity,public,view_riksdagen_committee_decisions
public,view_committee_productivity,public,view_riksdagen_committee_decisions
public,view_committee_productivity,public,view_riksdagen_committee_ballot_decision_summary
public,view_committee_productivity,public,view_riksdagen_committee_ballot_decision_summary
public,view_committee_productivity,public,view_riksdagen_committee_ballot_decision_summary
public,view_committee_productivity,public,view_riksdagen_committee_ballot_decision_summary
public,view_committee_productivity,public,view_riksdagen_committee_ballot_decision_summary
public,view_committee_productivity,public,view_riksdagen_committee
public,view_committee_productivity_matrix,public,view_riksdagen_committee
public,view_committee_productivity_matrix,public,view_riksdagen_committee
public,view_committee_productivity_matrix,public,view_riksdagen_politician_document
public,view_committee_productivity_matrix,public,view_riksdagen_politician_document
public,view_committee_productivity_matrix,public,view_riksdagen_politician_document
public,view_committee_productivity_matrix,public,view_riksdagen_politician_document
public,view_committee_productivity_matrix,public,view_riksdagen_politician_document
public,view_document_data_committee_report_url,public,document_data
public,view_document_data_committee_report_url,public,document_data
public,view_ministry_effectiveness_trends,public,view_riksdagen_politician_document
public,view_ministry_effectiveness_trends,public,view_riksdagen_politician_document
public,view_ministry_effectiveness_trends,public,view_riksdagen_politician_document
public,view_ministry_effectiveness_trends,public,view_riksdagen_politician_document
public,view_ministry_effectiveness_trends,public,view_riksdagen_politician_document
public,view_ministry_effectiveness_trends,public,assignment_data
public,view_ministry_effectiveness_trends,public,assignment_data
public,view_ministry_effectiveness_trends,public,assignment_data
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document
public,view_ministry_productivity_matrix,public,assignment_data
public,view_ministry_productivity_matrix,public,assignment_data
public,view_ministry_productivity_matrix,public,assignment_data
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document
public,view_ministry_risk_evolution,public,assignment_data
public,view_ministry_risk_evolution,public,assignment_data
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document
public,view_ministry_risk_evolution,public,assignment_data
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document
public,view_party_effectiveness_trends,public,rule_violation
public,view_party_effectiveness_trends,public,rule_violation
public,view_party_effectiveness_trends,public,rule_violation
public,view_party_effectiveness_trends,public,rule_violation
public,view_party_effectiveness_trends,public,rule_violation
public,view_party_effectiveness_trends,public,person_data
public,view_party_effectiveness_trends,public,person_data
public,view_party_performance_metrics,public,sweden_political_party
public,view_party_performance_metrics,public,sweden_political_party
public,view_party_performance_metrics,public,person_data
public,view_party_performance_metrics,public,person_data
public,view_party_performance_metrics,public,person_data
public,view_party_performance_metrics,public,assignment_data
public,view_party_performance_metrics,public,assignment_data
public,view_party_performance_metrics,public,assignment_data
public,view_party_performance_metrics,public,assignment_data
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_party_performance_metrics,public,view_riksdagen_politician_document
public,view_party_performance_metrics,public,view_riksdagen_politician_document
public,view_party_performance_metrics,public,view_riksdagen_politician_document
public,view_party_performance_metrics,public,view_riksdagen_politician_document
public,view_party_performance_metrics,public,rule_violation
public,view_party_performance_metrics,public,rule_violation
public,view_party_performance_metrics,public,rule_violation
public,view_party_performance_metrics,public,rule_violation
public,view_party_performance_metrics,public,rule_violation
public,view_party_performance_metrics,public,sweden_political_party
public,view_politician_behavioral_trends,public,rule_violation
public,view_politician_behavioral_trends,public,rule_violation
public,view_politician_behavioral_trends,public,rule_violation
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily
public,view_politician_behavioral_trends,public,rule_violation
public,view_politician_behavioral_trends,public,rule_violation
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual
public,view_politician_risk_summary,public,view_riksdagen_politician_document
public,view_politician_risk_summary,public,view_riksdagen_politician_document
public,view_politician_risk_summary,public,view_riksdagen_politician_document
public,view_politician_risk_summary,public,rule_violation
public,view_politician_risk_summary,public,rule_violation
public,view_politician_risk_summary,public,rule_violation
public,view_politician_risk_summary,public,rule_violation
public,view_politician_risk_summary,public,rule_violation
public,view_politician_risk_summary,public,rule_violation
public,view_politician_risk_summary,public,person_data
public,view_politician_risk_summary,public,person_data
public,view_politician_risk_summary,public,person_data
public,view_politician_risk_summary,public,person_data
public,view_politician_risk_summary,public,person_data
public,view_riksdagen_coalition_alignment_matrix,public,vote_data
public,view_riksdagen_coalition_alignment_matrix,public,vote_data
public,view_riksdagen_coalition_alignment_matrix,public,vote_data
public,view_riksdagen_coalition_alignment_matrix,public,vote_data
public,view_riksdagen_committee,public,view_riksdagen_politician_document
public,view_riksdagen_committee,public,view_riksdagen_politician_document
public,view_riksdagen_committee,public,view_riksdagen_politician_document
public,view_riksdagen_committee,public,assignment_data
public,view_riksdagen_committee,public,assignment_data
public,view_riksdagen_committee,public,assignment_data
public,view_riksdagen_committee,public,assignment_data
public,view_riksdagen_committee,public,assignment_data
