hjid,language_name,model_object_id,model_object_version,created_date,last_modified_date,language_enabled,auto_translation_enabled,language_code,translation_status
69,Chechen,,0,2026-02-05 17:20:01.832,,f,,ce,
97,Croatian,,0,2026-02-05 17:20:01.835,,f,,hr,
134,Malay,,0,2026-02-05 17:20:01.838,,f,,ms,
102,Indonesian,,0,2026-02-05 17:20:01.835,,f,,id,
170,Sundanese,,0,2026-02-05 17:20:01.84,,f,,su,
127,Latvian,,0,2026-02-05 17:20:01.837,,f,,lv,
95,Hebrew,,0,2026-02-05 17:20:01.834,,f,,he,
163,Slovak,,0,2026-02-05 17:20:01.84,,f,,sk,
70,Czech,,0,2026-02-05 17:20:01.832,,f,,cs,
79,Esperanto,,0,2026-02-05 17:20:01.833,,f,,eo,
142,Norwegian,,0,2026-02-05 17:20:01.838,,f,,no,
159,Sindhi,,0,2026-02-05 17:20:01.839,,f,,sd,
183,Uyghur,,0,2026-02-05 17:20:01.841,,f,,ug,
94,Hausa,,0,2026-02-05 17:20:01.834,,f,,ha,
136,Burmese,,0,2026-02-05 17:20:01.838,,f,,my,
112,Kazakh,,0,2026-02-05 17:20:01.836,,f,,kk,
75,Dzongkha,,0,2026-02-05 17:20:01.833,,f,,dz,
56,Akan,,0,2026-02-05 17:20:01.831,,f,,ak,
109,Javanese,,0,2026-02-05 17:20:01.836,,f,,jv,
121,Luxembourgish,,0,2026-02-05 17:20:01.837,,f,,lb,
81,Estonian,,0,2026-02-05 17:20:01.833,,f,,et,
141,Norwegian Nynorsk,,0,2026-02-05 17:20:01.838,,f,,nn,
133,Marathi,,0,2026-02-05 17:20:01.837,,f,,mr,
87,French,,0,2026-02-05 17:20:01.834,,f,,fr,
143,Occitan,,0,2026-02-05 17:20:01.838,,f,,oc,
107,Italian,,0,2026-02-05 17:20:01.835,,f,,it,
77,Greek,,0,2026-02-05 17:20:01.833,,f,,el,
176,Thai,,0,2026-02-05 17:20:01.841,,f,,th,
151,Quechua,,0,2026-02-05 17:20:01.839,,f,,qu,
131,Malayalam,,0,2026-02-05 17:20:01.837,,f,,ml,
92,Gujarati,,0,2026-02-05 17:20:01.834,,f,,gu,
123,Lingala,,0,2026-02-05 17:20:01.837,,f,,ln,
99,Hungarian,,0,2026-02-05 17:20:01.835,,f,,hu,
55,Afrikaans,,0,2026-02-05 17:20:01.824,,f,,af,
62,Bulgarian,,0,2026-02-05 17:20:01.831,,f,,bg,
91,Galician,,0,2026-02-05 17:20:01.834,,f,,gl,
137,Norwegian Bokmål,,0,2026-02-05 17:20:01.838,,f,,nb,
145,Odia,,0,2026-02-05 17:20:01.838,,f,,or,
120,Kyrgyz,,0,2026-02-05 17:20:01.836,,f,,ky,
147,Punjabi,,0,2026-02-05 17:20:01.839,,f,,pa,
164,Slovenian,,0,2026-02-05 17:20:01.84,,f,,sl,
155,Russian,,0,2026-02-05 17:20:01.839,,f,,ru,
