object_type,object_name,status,row_count,error_message,extraction_time
table,databasechangeloglock,success,1,,2026-02-07 16:15:00.37036
table,government_body_data,success,6520,,2026-02-07 16:15:00.382769
table,jv_commit,success,6712,,2026-02-07 16:15:00.386698
table,jv_commit_property,success,6712,,2026-02-07 16:15:00.388891
table,jv_global_id,success,6714,,2026-02-07 16:15:00.391548
table,jv_snapshot,success,6714,,2026-02-07 16:15:00.396883
table,language_data,success,140,,2026-02-07 16:15:00.398038
view,view_application_action_event_page_annual_summary,empty,0,,2026-02-07 16:15:00.561228
view,view_application_action_event_page_daily_summary,empty,0,,2026-02-07 16:15:00.550309
view,view_application_action_event_page_element_annual_summary,empty,0,,2026-02-07 16:15:00.56188
view,view_application_action_event_page_element_daily_summary,empty,0,,2026-02-07 16:15:00.550917
view,view_application_action_event_page_element_hourly_summary,empty,0,,2026-02-07 16:15:00.612671
view,view_application_action_event_page_element_weekly_summary,empty,0,,2026-02-07 16:15:00.555707
view,view_application_action_event_page_hourly_summary,empty,0,,2026-02-07 16:15:00.61324
view,view_application_action_event_page_modes_annual_summary,empty,0,,2026-02-07 16:15:00.562505
view,view_application_action_event_page_modes_daily_summary,empty,0,,2026-02-07 16:15:00.551543
view,view_application_action_event_page_modes_hourly_summary,empty,0,,2026-02-07 16:15:00.61378
view,view_application_action_event_page_modes_weekly_summary,empty,0,,2026-02-07 16:15:00.556275
view,view_application_action_event_page_weekly_summary,empty,0,,2026-02-07 16:15:00.556819
view,view_committee_productivity,empty,0,,2026-02-07 16:15:00.619258
view,view_committee_productivity_matrix,empty,0,,2026-02-07 16:15:00.620488
view,view_decision_temporal_trends,empty,0,,2026-02-07 16:15:00.566559
view,view_document_data_committee_report_url,empty,0,,2026-02-07 16:15:00.620893
view,view_election_cycle_decision_intelligence,empty,0,,2026-02-07 16:15:00.646611
view,view_election_cycle_network_analysis,empty,0,,2026-02-07 16:15:00.648348
view,view_ministry_decision_impact,empty,0,,2026-02-07 16:15:00.653088
view,view_ministry_effectiveness_trends,empty,0,,2026-02-07 16:15:00.576971
view,view_ministry_productivity_matrix,empty,0,,2026-02-07 16:15:00.653985
view,view_ministry_risk_evolution,empty,0,,2026-02-07 16:15:00.578261
view,view_party_effectiveness_trends,empty,0,,2026-02-07 16:15:00.5795
view,view_politician_behavioral_trends,empty,0,,2026-02-07 16:15:00.580532
view,view_politician_risk_summary,empty,0,,2026-02-07 16:15:00.657079
view,view_riksdagen_committee,empty,0,,2026-02-07 16:15:00.657831
view,view_riksdagen_committee_ballot_decision_party_summary,empty,0,,2026-02-07 16:15:00.658537
view,view_riksdagen_committee_ballot_decision_politician_summary,empty,0,,2026-02-07 16:15:00.659217
view,view_riksdagen_committee_ballot_decision_summary,empty,0,,2026-02-07 16:15:00.659646
view,view_riksdagen_committee_decision_type_org_summary,empty,0,,2026-02-07 16:15:00.660099
view,view_riksdagen_committee_decision_type_summary,empty,0,,2026-02-07 16:15:00.660572
view,view_riksdagen_committee_decisions,empty,0,,2026-02-07 16:15:00.660969
view,view_riksdagen_committee_parliament_member_proposal,empty,0,,2026-02-07 16:15:00.661697
view,view_riksdagen_committee_role_member,empty,0,,2026-02-07 16:15:00.662389
view,view_riksdagen_committee_roles,empty,0,,2026-02-07 16:15:00.662805
view,view_riksdagen_crisis_resilience_indicators,empty,0,,2026-02-07 16:15:00.663793
view,view_riksdagen_document_type_daily_summary,empty,0,,2026-02-07 16:15:00.55194
view,view_riksdagen_election_proximity_trends,empty,0,,2026-02-07 16:15:00.586795
view,view_riksdagen_election_year_anomalies,empty,0,,2026-02-07 16:15:00.665212
view,view_riksdagen_election_year_behavioral_patterns,empty,0,,2026-02-07 16:15:00.666117
view,view_riksdagen_goverment,empty,0,,2026-02-07 16:15:00.668673
view,view_riksdagen_goverment_proposals,empty,0,,2026-02-07 16:15:00.669082
view,view_riksdagen_goverment_role_member,empty,0,,2026-02-07 16:15:00.669727
view,view_riksdagen_goverment_roles,empty,0,,2026-02-07 16:15:00.670134
view,view_riksdagen_member_proposals,empty,0,,2026-02-07 16:15:00.670531
view,view_riksdagen_org_document_daily_summary,empty,0,,2026-02-07 16:15:00.55235
view,view_riksdagen_party,empty,0,,2026-02-07 16:15:00.671121
view,view_riksdagen_party_ballot_support_annual_summary,empty,0,,2026-02-07 16:15:00.563158
view,view_riksdagen_party_coalation_against_annual_summary,empty,0,,2026-02-07 16:15:00.563689
view,view_riksdagen_party_coalition_evolution,empty,0,,2026-02-07 16:15:00.588404
view,view_riksdagen_party_decision_flow,empty,0,,2026-02-07 16:15:00.671922
view,view_riksdagen_party_defector_analysis,empty,0,,2026-02-07 16:15:00.672795
view,view_riksdagen_party_document_daily_summary,empty,0,,2026-02-07 16:15:00.552852
view,view_riksdagen_party_electoral_trends,empty,0,,2026-02-07 16:15:00.591051
view,view_riksdagen_party_longitudinal_performance,empty,0,,2026-02-07 16:15:00.675575
view,view_riksdagen_party_member,empty,0,,2026-02-07 16:15:00.676148
view,view_riksdagen_party_momentum_analysis,empty,0,,2026-02-07 16:15:00.591866
view,view_riksdagen_party_role_member,empty,0,,2026-02-07 16:15:00.676818
view,view_riksdagen_party_signatures_document_summary,empty,0,,2026-02-07 16:15:00.677252
view,view_riksdagen_party_summary,empty,0,,2026-02-07 16:15:00.679218
view,view_riksdagen_party_switcher_outcomes,empty,0,,2026-02-07 16:15:00.680212
view,view_riksdagen_party_transition_history,empty,0,,2026-02-07 16:15:00.680902
view,view_riksdagen_person_signed_document_summary,empty,0,,2026-02-07 16:15:00.681372
view,view_riksdagen_politician,empty,0,,2026-02-07 16:15:00.682577
view,view_riksdagen_politician_ballot_summary,empty,0,,2026-02-07 16:15:00.683355
view,view_riksdagen_politician_career_path_10level,empty,0,,2026-02-07 16:15:00.688596
view,view_riksdagen_politician_career_trajectory,empty,0,,2026-02-07 16:15:00.689766
view,view_riksdagen_politician_decision_pattern,empty,0,,2026-02-07 16:15:00.690867
view,view_riksdagen_politician_document,empty,0,,2026-02-07 16:15:00.691325
view,view_riksdagen_politician_document_daily_summary,empty,0,,2026-02-07 16:15:00.553375
view,view_riksdagen_politician_document_summary,empty,0,,2026-02-07 16:15:00.69171
view,view_riksdagen_politician_experience_summary,empty,0,,2026-02-07 16:15:00.694156
view,view_riksdagen_politician_influence_metrics,empty,0,,2026-02-07 16:15:00.695003
view,view_riksdagen_politician_longevity_analysis,empty,0,,2026-02-07 16:15:00.696091
view,view_riksdagen_politician_role_evolution,empty,0,,2026-02-07 16:15:00.593015
view,view_riksdagen_pre_election_quarterly_activity,empty,0,,2026-02-07 16:15:00.699962
view,view_riksdagen_q4_election_year_comparison,empty,0,,2026-02-07 16:15:00.701411
view,view_riksdagen_seasonal_activity_patterns,empty,0,,2026-02-07 16:15:00.702546
view,view_riksdagen_seasonal_anomaly_detection,empty,0,,2026-02-07 16:15:00.703438
view,view_riksdagen_seasonal_quarterly_activity,empty,0,,2026-02-07 16:15:00.704103
view,view_riksdagen_vote_data_ballot_party_summary,empty,0,,2026-02-07 16:15:00.704551
view,view_riksdagen_vote_data_ballot_party_summary_annual,empty,0,,2026-02-07 16:15:00.564245
view,view_riksdagen_vote_data_ballot_party_summary_daily,empty,0,,2026-02-07 16:15:00.554106
view,view_riksdagen_vote_data_ballot_party_summary_monthly,empty,0,,2026-02-07 16:15:00.559454
view,view_riksdagen_vote_data_ballot_party_summary_weekly,empty,0,,2026-02-07 16:15:00.557496
view,view_riksdagen_vote_data_ballot_politician_summary,empty,0,,2026-02-07 16:15:00.705266
view,view_riksdagen_vote_data_ballot_politician_summary_annual,empty,0,,2026-02-07 16:15:00.564812
view,view_riksdagen_vote_data_ballot_politician_summary_daily,empty,0,,2026-02-07 16:15:00.554645
view,view_riksdagen_vote_data_ballot_politician_summary_monthly,empty,0,,2026-02-07 16:15:00.560228
view,view_riksdagen_vote_data_ballot_politician_summary_weekly,empty,0,,2026-02-07 16:15:00.558348
view,view_riksdagen_vote_data_ballot_summary,empty,0,,2026-02-07 16:15:00.705679
view,view_riksdagen_vote_data_ballot_summary_annual,empty,0,,2026-02-07 16:15:00.565478
view,view_riksdagen_vote_data_ballot_summary_daily,empty,0,,2026-02-07 16:15:00.555087
view,view_riksdagen_vote_data_ballot_summary_monthly,empty,0,,2026-02-07 16:15:00.560672
view,view_riksdagen_vote_data_ballot_summary_weekly,empty,0,,2026-02-07 16:15:00.558792
view,view_riksdagen_voting_anomaly_detection,empty,0,,2026-02-07 16:15:00.706686
view,view_risk_score_evolution,empty,0,,2026-02-07 16:15:00.594943
view,view_worldbank_indicator_data_country_summary,empty,0,,2026-02-07 16:15:00.707242
view,pg_stat_statements,success,1929,,2026-02-07 16:15:00.61142
view,pg_stat_statements_info,success,1,,2026-02-07 16:15:00.612012
view,view_audit_author_summary,success,4,,2026-02-07 16:15:00.616
view,view_audit_data_summary,success,125,,2026-02-07 16:15:00.617542
view,view_election_cycle_anomaly_pattern,success,37,,2026-02-07 16:15:00.625433
view,view_election_cycle_comparative_analysis,success,1110,,2026-02-07 16:15:00.644002
view,view_election_cycle_predictive_intelligence,success,37,,2026-02-07 16:15:00.652276
view,view_election_cycle_temporal_trends,success,74,,2026-02-07 16:15:00.575566
view,view_party_performance_metrics,success,40,,2026-02-07 16:15:00.655902
view,view_riksdagen_election_year_vs_midterm,success,3,,2026-02-07 16:15:00.668007
