id,year,name,consecutive_number,government_body_id,m_code,ministry,org_number,head_count,annual_work_head_count,vat,comment
6314,2026,Arbetsdomstolen,1072,AD,AD,Arbetsmarknadsdepartementet,202100-2122,20,16,Rätt till kompensation,""
5032,2020,Boverket,1183,BOV,BOV,Finansdepartementet,202100-3989,292,269,Rätt till kompensation,""
4519,2017,Rymdstyrelsen,1132,RS,RS,Utbildningsdepartementet,202100-2585,19,17,Rätt till kompensation,""
1593,2005,Kammarkollegiet,1003,KAMK,KAMK,Finansdepartementet,202100-0829,178,164,Rätt till kompensation,""
5418,2021,Statistiska centralbyrån,1039,SCB,SCB,Finansdepartementet,202100-0837,1184,1042,Rätt till kompensation,""
1435,2004,Riksutställningar,1147,RU,RU,Utbildnings- och kulturdepartementet,202100-4995,0,0,Rätt till kompensation,""
1517,2004,Örebro universitet,1159,ORU,ORU,Utbildnings- och kulturdepartementet,202100-2924,0,0,Ja,""
1155,2003,Nämnden för offentlig upphandling,1210,NOU,NOU,Finansdepartementet,202100-4482,0,0,Rätt till kompensation,""
4791,2018,Totalförsvarets forskningsinstitut,1265,FOI,FOI,Försvarsdepartementet,202100-5182,848,791,Rätt till kompensation,""
5706,2023,Gymnastik- och idrottshögskolan,1198,GIH,GIH,Utbildningsdepartementet,202100-4334,168,156,Rätt till kompensation,""
5769,2023,Länsstyrelsen i Västerbottens län,1024,LVBOTT,LVBOTT,Finansdepartementet,202100-2460,309,284,Rätt till kompensation,""
5908,2024,Finanspolitiska rådet,1339,FPR,FPR,Finansdepartementet,202100-5687,5,5,Rätt till kompensation,""
2002,2006,Säkerhetspolisen,1233,SAPO,SAPO,Justitiedepartementet,210000-9999,0,0,Rätt till kompensation,""
5075,2020,Inspektionen för strategiska produkter,1238,ISP,ISP,Utrikesdepartementet,202100-4912,39,36,Rätt till kompensation,""
3119,2011,Länsstyrelsen i Östergötlands län,1021,LOGTL,LOGTL,Socialdepartementet,202100-2270,242,204,Rätt till kompensation,""
776,2002,Barnombudsmannen,1207,BO,BO,Socialdepartementet,202100-3690,0,0,Rätt till kompensation,""
3051,2011,Högskolan Dalarna,1151,HDAL,HDAL,Utbildningsdepartementet,202100-2908,600,580,Rätt till kompensation,""
2017,2006,Verket för innovationssystem,1270,VINOVA,VINOVA,Näringsdepartementet,202100-5216,160,138,Rätt till kompensation,""
1041,2003,Ekobrottsmyndigheten,1245,EBM,EBM,Justitiedepartementet,202100-4979,0,0,Rätt till kompensation,""
4247,2016,Länsstyrelsen i Södermanlands län,1016,LSODER,LSODER,Finansdepartementet,202100-2262,168,138,Rätt till kompensation,""
2170,2007,Ombudsmannen mot diskriminering på grund av sexuell läggning,1256,HOMO,HOMO,Integrations- och jämställdhetsdepartementet,202100-5083,8,8,Rätt till kompensation,""
5696,2023,"Forskningsrådet för hälsa, arbetsliv och välfärd",1268,FORTE,FORTE,Socialdepartementet,202100-5240,39,33,Rätt till kompensation,""
4250,2016,Länsstyrelsen i Västerbottens län,1024,LVBOTT,LVBOTT,Finansdepartementet,202100-2460,246,220,Rätt till kompensation,""
4884,2019,Kungliga hov- och slottsstaten,1002,KSLOTT,KSLOTT,Finansdepartementet,202100-3484,216,219,Rätt till kompensation,""
4323,2016,Statens kulturråd,1139,KUR,KUR,Kulturdepartementet,202100-1280,79,65,Rätt till kompensation,""
3744,2014,Högskolan i Borås,1152,HBOR,HBOR,Utbildningsdepartementet,202100-3138,679,581,Rätt till kompensation,""
3999,2015,Kustbevakningen,1184,KBV,KBV,Justitiedepartementet,202100-3997,774,728,Rätt till kompensation,""
864,2002,Lunds universitet,1030,LU,LU,Utbildningsdepartementet,202100-3211,0,0,Ja,""
6292,2025,Södertörns högskola,1234,SH,SH,Utbildningsdepartementet,202100-4896,1122,845,Rätt till kompensation,""
858,2002,Livrustkammaren/Skoklosters slott/ Hallwylska museet,1009,LSH,LSH,Kulturdepartementet,202100-3732,0,0,Ja,""
1342,2004,Kommerskollegium,1027,KOMK,KOMK,Utrikesdepartementet,202100-2007,0,0,Rätt till kompensation,""
2332,2008,Högskolan Väst,1186,HTU,HTU,Utbildningsdepartementet,202100-4052,501,438,Ja,""
697,2001,Statens historiska museer,1008,SHMM,SHMM,Kulturdepartementet,202100-4953,0,0,Ja,Medelhavsmuseet överg 990101 till Statens museer för världskultur M-kod 150037
3576,2013,Länsstyrelsen i Västmanlands län,1019,LVASTM,LVASTM,Socialdepartementet,202100-2411,170,145,Rätt till kompensation,""
2468,2008,Statens jordbruksverk,1195,SJV,SJV,Landsbygdsdepartementet,202100-4151,1140,1029,Rätt till kompensation,""
2943,2010,Statens energimyndighet,1250,STEM,STEM,Näringsdepartementet,202100-5000,241,241,Rätt till kompensation,""
6160,2025,Kemikalieinspektionen,1178,KEMI,KEMI,Klimat- och näringslivsdepartementet,202100-3880,283,262,Rätt till kompensation,""
4549,2017,Statens skolverk,1196,SKOL,SKOL,Utbildningsdepartementet,202100-4185,589,530,Rätt till kompensation,""
259,1999,Överstyrelsen för civil beredskap,1177,OCB,OCB,Försvarsdepartementet,202100-2080,0,0,Rätt till kompensation,""
2297,2008,Dramatiska institutet,1118,DI,DI,Utbildningsdepartementet,202100-1306,73,59,Rätt till kompensation,""
5051,2020,Folke Bernadotteakademin,1281,FB,FB,Utrikesdepartementet,202100-5380,300,230,Rätt till kompensation,""
4927,2019,Myndigheten för samhällsskydd och beredskap,1349,MSB,MSB,Justitiedepartementet,202100-5984,1240,1051,Rätt till kompensation,""
4852,2019,Högskolan Dalarna,1151,HDAL,HDAL,Utbildningsdepartementet,202100-2908,595,640,Rätt till kompensation,""
17,1999,Boverket,1183,BOV,BOV,Miljödepartementet,202100-3989,0,0,Rätt till kompensation,""
6156,2025,Jämställdhetsmyndigheten,1402,JäMy,JäMy,Arbetsmarknadsdepartementet,202100-6693,137,121,Rätt till kompensation,""
5619,2022,Statens inspektion för försvarsunderrättelseverksamheten,1359,SIUN,SIUN,Försvarsdepartementet,202100-6214,5,5,Rätt till kompensation,""
2106,2007,Konstnärsnämnden,1145,KN,KN,Kulturdepartementet,202100-3252,13,13,Rätt till kompensation,""
1669,2005,Patentbesvärsrätten,1160,PBR,PBR,Näringsdepartementet,202100-3971,15,15,Rätt till kompensation,""
5014,2019,Upphandlingsmyndigheten,1400,UHM,UHM,Finansdepartementet,202100-6610,78,67,Rätt till kompensation,Myndigheten startade 2015-09-01.
4535,2017,Statens geotekniska institut,1081,SGI,SGI,Miljödepartementet,202100-0712,83,71,Rätt till kompensation,""
6,1999,Arbetsdomstolen,1072,AD,AD,Näringsdepartementet,202100-2122,0,0,Rätt till kompensation,""
3600,2013,Nämnden för statligt stöd till trossamfund,1261,SST,SST,Socialdepartementet,202100-5141,6,5,Rätt till kompensation,Namnbyte från Samarbetsnämnden för statsbidrag till trossamfund 2008-01-01.
4773,2018,Statens väg- och transportforskningsinstitut,1129,VTI,VTI,Näringsdepartementet,202100-0704,189,178,Rätt till kompensation,""
6335,2026,Fastighetsmäklarinspektionen,1229,FMI,FMI,Finansdepartementet,202100-4870,28,25,Rätt till kompensation,""
2214,2007,Statens fastighetsverk,1213,SFV,SFV,Finansdepartementet,202100-4474,320,320,Ja,""
2244,2007,Svenska institutet,1085,SI,SI,Utrikesdepartementet,202100-4961,82,82,Rätt till kompensation,""
5792,2023,Myndigheten för ungdoms- och civilsamhällesfrågor,1141,MUCF,MUCF,Socialdepartementet,202100-1173,115,104,Rätt till kompensation,""
1642,2005,Länsstyrelsen i Västmanlands län,1019,LVASTM,LVASTM,Finansdepartementet,202100-2411,175,165,Rätt till kompensation,""
5372,2021,Polarforskningssekretariatet,1175,POLAR,POLAR,Utbildningsdepartementet,202100-4060,32,29,Rätt till kompensation,""
6179,2025,Livsmedelsverket,1134,SLV,SLV,Landsbygds- och infrastrukturdepartementet,202100-1850,686,630,Rätt till kompensation,""
5081,2020,Jämställdhetsmyndigheten,1402,JäMy,JäMy,Arbetsmarknadsdepartementet,202100-6693,63,73,Rätt till kompensation,Myndigheten startade 2018-01-01.
5165,2020,Riksdagsförvaltningen,1109,RD,RD,Riksdagen och dess verk m.m.,202100-2627,683,626,Rätt till kompensation,""
2570,2009,Glesbygdsverket,1191,GBV,GBV,Näringsdepartementet,202100-4128,34,28,Rätt till kompensation,Myndigheten upphörde 2009-03-31
1679,2005,Regionala etikprövningsnämnden i Stockholm,1315,EPS,EPS,Utbildnings- och kulturdepartementet,202200-1578,0,0,Rätt till kompensation,""
367,2000,Länsstyrelsen i Blekinge län,1034,LBLEK,LBLEK,Finansdepartementet,202100-2320,0,0,Rätt till kompensation,""
5007,2019,Trafikanalys,1368,TA,TA,Infrastrukturdepartementet,202100-6305,40,33,Rätt till kompensation,""
2085,2007,Inspektionen för strategiska produkter,1238,ISP,ISP,Utrikesdepartementet,202100-4912,19,20,Rätt till kompensation,""
6121,2025,Fastighetsmäklarinspektionen,1229,FMI,FMI,Finansdepartementet,202100-4870,28,25,Rätt till kompensation,""
2806,2010,Försvarshögskolan,1220,FHS,FHS,Utbildningsdepartementet,202100-4730,349,349,Rätt till kompensation,""
5763,2023,Länsstyrelsen i Norrbottens län,1048,LNBOTT,LNBOTT,Finansdepartementet,202100-2478,346,323,Rätt till kompensation,""
6482,2026,Statens servicecenter,1381,SSC,SSC,Finansdepartementet,202100-6453,1569,1335,Rätt till kompensation,""
3467,2013,Affärsverket svenska kraftnät,1204,SVK,SVK,Näringsdepartementet,202100-4284,442,420,Nej,""
1142,2003,Migrationsverket,1120,MIGR,MIGR,Utrikesdepartementet,202100-2163,0,0,Rätt till kompensation,""
2089,2007,Institutet för språk och folkminnen,1122,SOFI,SOFI,Kulturdepartementet,202100-1082,75,71,Rätt till kompensation,""
1395,2004,Mitthögskolan,1209,MH,MH,Utbildningsdepartementet,202100-4524,0,0,Ja,""
3426,2012,Statens servicecenter,1381,SSC,SSC,Socialdepartementet,202100-6453,0,0,Rätt till kompensation,Myndigheten startar 1/6 2012
3277,2012,Försäkringskassan,1325,FK,FK,Socialdepartementet,202100-5521,12728,11461,Rätt till kompensation,""
2269,2007,Växjö universitet,1156,VXU,VXU,Utbildningsdepartementet,202100-3187,1047,919,Ja,""
4078,2015,Rådet för Europeiska socialfonden i Sverige,1266,ESF,ESF,Arbetsmarknadsdepartementet,202100-5224,130,121,Rätt till kompensation,Ansl 2001-01-01. (Tllhörde Arbetsmarknadsverket)
2652,2009,Myndigheten för internationella adoptionsfrågor,1326,MIA,MIA,Socialdepartementet,202100-4169,10,10,Nej,""
4339,2016,Styrelsen för ackreditering och teknisk kontroll,1173,SWEDAC,SWEDAC,Utrikesdepartementet,202100-3815,121,121,Rätt till kompensation,""
1446,2004,Skogsstyrelsen,1078,SVO,SVO,Näringsdepartementet,202100-1835,0,0,Ja,""
2361,2008,Kungl. Tekniska högskolan,1050,KTH,KTH,Utbildningsdepartementet,202100-3054,2780,2780,Ja,""
6170,2025,Kungl. Konsthögskolan,1038,KKH,KKH,Utbildningsdepartementet,202100-2957,63,53,Rätt till kompensation,""
1099,2003,Kungl. biblioteket,1028,KB,KB,Utbildningsdepartementet,202100-1710,0,0,Rätt till kompensation,""
4511,2017,Revisorsinspektionen,1231,RI,RI,Justitiedepartementet,202100-4805,25,21,Rätt till kompensation,"Namnbyte från Revisorsnämnden till Revisorsinspektionen fr.o.m. 2017-04-01.
MyndighetsID byts från RN till RI 2017-04-19."
4926,2019,"Myndigheten för press, radio och tv",1370,MPRT,MPRT,Kulturdepartementet,202100-6347,35,31,Rätt till kompensation,""
2645,2009,Malmö Högskola,1241,MAH,MAH,Utbildningsdepartementet,202100-4920,1394,1133,Rätt till kompensation,""
1037,2003,Delegationen för stöd till vissa kommuner med bostadsåtaganden,1244,BD,BD,Finansdepartementet,202200-1537,0,0,Rätt till kompensation,Utg 2002-07-31. Överg till Statens bostadsnämnd.
3522,2013,Inspektionen för arbetslöshetsförsäkringen,1311,IAF,IAF,Arbetsmarknadsdepartementet,202100-5414,0,0,Rätt till kompensation,""
722,2001,Statens VA-nämnd,1124,VAN,VAN,Miljödepartementet,202100-4029,0,0,Rätt till kompensation,""
4983,2019,Statens skolinspektion,1347,SSIP,SSIP,Utbildningsdepartementet,202100-6065,422,397,Rätt till kompensation,""
4136,2015,Universitets- och högskolerådet,1382,UHR,UHR,Utbildningsdepartementet,202100-6487,252,217,Rätt till kompensation,Myndigheten startade 2013-01-01
2432,2008,Regionala etikprövningsnämnden i Uppsala,1317,EPU,EPU,Utbildningsdepartementet,202200-1594,0,0,Rätt till kompensation,""
320,2000,Högskolan i Borås,1152,HBOR,HBOR,Utbildningsdepartementet,202100-3138,0,0,Ja,""
874,2002,Länsstyrelsen i Kalmar län,1013,LKALM,LKALM,Finansdepartementet,202100-2304,0,0,Rätt till kompensation,""
1070,2003,Högskolan i Skövde,1172,HIS,HIS,Utbildningsdepartementet,202100-3146,0,0,Ja,""
1281,2004,Brottsförebyggande rådet,1137,BRA,BRA,Justitiedepartementet,202100-0068,0,0,Rätt till kompensation,""
5571,2022,"Myndigheten för press, radio och tv",1370,MPRT,MPRT,Kulturdepartementet,202100-6347,42,35,Rätt till kompensation,""
3639,2013,Statens fastighetsverk,1213,SFV,SFV,Socialdepartementet,202100-4474,373,344,Rätt till kompensation,""
4391,2017,Energimarknadsinspektionen,1342,EMI,EMI,Miljödepartementet,202100-5695,113,100,Rätt till kompensation,""
3813,2014,Moderna museet,1255,MM,MM,Kulturdepartementet,202100-5091,133,116,Rätt till kompensation,""
2059,2007,"Forskningsrådet för miljö, areella näringar och samhällsbyggande",1269,FORMAS,FORMAS,Miljödepartementet,202100-5232,51,43,Rätt till kompensation,""
1186,2003,Samarbetsnämnden för statsbidrag till trossamfund,1261,SST,SST,Kulturdepartementet,202100-5141,0,0,Rätt till kompensation,Ansl 2000-01-01
4309,2016,Socialstyrelsen,1029,SOS,SOS,Socialdepartementet,202100-0555,667,558,Rätt till kompensation,""
1641,2005,Länsstyrelsen i Västernorrlands län,1040,LVNORR,LVNORR,Finansdepartementet,202100-2445,240,208,Rätt till kompensation,""
5282,2021,Högskolan i Gävle,1153,HIG,HIG,Utbildningsdepartementet,202100-2890,770,660,Rätt till kompensation,""
1251,2003,Ungdomsstyrelsen,1141,US,US,Utbildningsdepartementet,202100-1173,0,0,Rätt till kompensation,""
3964,2015,Gymnastik- och idrottshögskolan,1198,IHS,IHS,Utbildningsdepartementet,202100-4334,136,106,Rätt till kompensation,""
3884,2014,Statens va-nämnd,1124,VAN,VAN,Socialdepartementet,202100-4029,7,7,Rätt till kompensation,""
3693,2013,Örebro universitet,1159,ORU,ORU,Utbildningsdepartementet,202100-2924,1209,1017,Rätt till kompensation,""
2075,2007,Högskolan i Borås,1152,HBOR,HBOR,Utbildningsdepartementet,202100-3138,560,492,Ja,""
3288,2012,Högskolan på Gotland,1247,HGO,HGO,Utbildningsdepartementet,202100-4987,217,194,Rätt till kompensation,Myndigheten upphör 2013-06-30. Verksamheten överförs till Uppsala universitet.
5940,2024,Justitiekanslern,1035,JK,JK,Justitiedepartementet,202100-0035,54,46,Rätt till kompensation,""
357,2000,Kärnavfallsfondens styrelse,1240,KAFS,KAFS,Miljödepartementet,202100-4904,0,0,Rätt till kompensation,""
121,1999,Länsstyrelsen i Uppsala län,1017,LUPPS,LUPPS,Finansdepartementet,202100-2254,0,0,Rätt till kompensation,""
1129,2003,Länsstyrelsen i Södermanlands län,1016,LSODER,LSODER,Finansdepartementet,202100-2262,0,0,Rätt till kompensation,""
2159,2007,Myndigheten för kvalificerad yrkesutbildning,1274,KY,KY,Utbildningsdepartementet,202100-5299,25,25,Rätt till kompensation,""
3132,2011,Myndigheten för utländska investeringar i Sverige,1228,ISA,ISA,Utrikesdepartementet,202100-4862,38,38,Rätt till kompensation,""
3289,2012,Högskolan Väst,1186,HTU,HTU,Utbildningsdepartementet,202100-4052,593,516,Rätt till kompensation,""
3963,2015,Gentekniknämnden,1222,GTN,GTN,Justitiedepartementet,202100-4813,4,4,Rätt till kompensation,""
2640,2009,Länsstyrelsen i Västernorrlands län,1040,LVNORR,LVNORR,Finansdepartementet,202100-2445,256,226,Rätt till kompensation,""
2294,2008,Danshögskolan,1121,DH,DH,Utbildningsdepartementet,202100-1298,47,47,Rätt till kompensation,""
125,1999,Länsstyrelsen i Västmanlands län,1019,LVASTM,LVASTM,Finansdepartementet,202100-2411,0,0,Rätt till kompensation,""
3977,2015,Inspektionen för vård och omsorg,1388,IVO,IVO,Socialdepartementet,202100-6537,671,599,Rätt till kompensation,Myndigheten startade 2013-06-01
365,2000,Lunds universitet,1030,LU,LU,Utbildningsdepartementet,202100-3211,0,0,Ja,""
2379,2008,Länsstyrelsen i Gävleborgs län,1022,LGAVLE,LGAVLE,Finansdepartementet,202100-2437,252,209,Rätt till kompensation,""
5764,2023,Länsstyrelsen i Skåne län,1036,LSKANE,LSKANE,Finansdepartementet,202100-2346,620,590,Rätt till kompensation,""
3464,2012,Åklagarmyndigheten,1110,RAK,RAK,Justitiedepartementet,202100-0084,1315,1212,Rätt till kompensation,""
5164,2020,Riksdagens ombudsmän JO,1046,JO,JO,Riksdagen och dess verk m.m.,202100-2650,77,75,Rätt till kompensation,""
3848,2014,Riksdagsförvaltningen,1109,RD,RD,Riksdagen och dess verk m.m.,202100-2627,657,608,Rätt till kompensation,Rätt till kompensation - Lag (2016:1091) om budget och ekonomiadministration för riksdagens myndigheter.
2160,2007,Myndigheten för nätverk och samarbete inom högre utbildning,1276,MNU,MNU,Utbildningsdepartementet,202100-5323,17,15,Rätt till kompensation,"Myndigheten byter namn, 060115, från Myndigheten för Sveriges nätuniversitet enligt SFS 2005:1237."
3760,2014,Karolinska institutet,1047,KI,KI,Utbildningsdepartementet,202100-2973,4737,4283,Rätt till kompensation,""
1650,2005,Migrationsverket,1120,MIGR,MIGR,Utrikesdepartementet,202100-2163,3325,2896,Rätt till kompensation,""
2689,2009,Rymdstyrelsen,1132,RS,RS,Näringsdepartementet,202100-2585,18,15,Rätt till kompensation,""
2478,2008,Statens räddningsverk,1180,SRV,SRV,Försvarsdepartementet,202100-3914,947,780,Rätt till kompensation,Myndigheten upphör 2008-12-31.
3994,2015,Kungl. biblioteket,1028,KB,KB,Utbildningsdepartementet,202100-1710,330,296,Rätt till kompensation,ändrat Kungl. till Kungliga 
6465,2026,Skolforskningsinstitutet,1399,SF,SF,Utbildningsdepartementet,202100-6602,19,18,Rätt till kompensation,""
349,2000,Kriminalvårdsstyrelsen,1053,KVV,KVV,Justitiedepartementet,202100-0225,0,0,Rätt till kompensation,Gemensam årsredovisning för kriminalvårds-myndigheterna
1015,2003,Affärsverket Statens järnvägar,1054,ASJ,ASJ,Näringsdepartementet,202100-0787,0,0,Nej,Bolagiserats 2000-12-31. Del finns kvar som affärsverk några år. OBS! byte av MyndID fr SJ t ASJ. Rätten t SJ övertagits av bolaget SJ AB
464,2000,Statens konstråd,1076,SK,SK,Kulturdepartementet,202100-1033,0,0,Ja,""
1885,2006,Länsstyrelsen i Jönköpings län,1012,LJONK,LJONK,Finansdepartementet,202100-2288,238,207,Rätt till kompensation,""
2246,2007,Svenskt biografiskt lexikon,1101,SBL,SBL,Kulturdepartementet,202100-1165,8,6,Rätt till kompensation,""
4721,2018,Patentombudsnämnden,1371,PO,PO,Näringsdepartementet,202100-6370,0,0,Rätt till kompensation,""
3391,2012,Riksdagsförvaltningen,1109,RD,RD,Riksdagen och dess verk m.m.,202100-2627,658,602,Rätt till kompensation,""
4460,2017,Länsstyrelsen i Hallands län,1026,LHAL,LHAL,Finansdepartementet,202100-2353,178,160,Rätt till kompensation,""
3551,2013,Linnéuniversitetet,1364,LINU,LINU,Utbildningsdepartementet,202100-6271,2033,1826,Rätt till kompensation,Myndigheten startade 2010-01-01
3948,2015,Finansinspektionen,1067,FI,FI,Finansdepartementet,202100-4235,350,339,Rätt till kompensation,""
4320,2016,Statens institutionsstyrelse,1215,SIS,SIS,Socialdepartementet,202100-4508,3848,3472,Rätt till kompensation,""
2924,2010,Riksgäldskontoret,1043,RGK,RGK,Finansdepartementet,202100-2635,154,141,Rätt till kompensation,""
4876,2019,Konstnärsnämnden,1145,KN,KN,Kulturdepartementet,202100-3252,31,27,Rätt till kompensation,""
1978,2006,Statens kärnkraftinspektion,1140,SKI,SKI,Miljö- och samhällsbyggnadsdepartementet,202100-2544,105,105,Rätt till kompensation,""
3731,2014,Forum för levande historia,1282,LEHIST,LEHIST,Kulturdepartementet,202100-5356,31,28,Rätt till kompensation,""
1302,2004,Fortifikationsverket,1219,FORTV,FORTV,Finansdepartementet,202100-4607,0,0,Rätt till kompensation,""
5756,2023,Länsstyrelsen i Gotlands län,1025,LGOTL,LGOTL,Finansdepartementet,202100-2312,141,130,Rätt till kompensation,""
2610,2009,Kungl. Musikhögskolan i Stockholm,1125,KMH,KMH,Utbildningsdepartementet,202100-1215,448,177,Rätt till kompensation,""
6267,2025,Statens konstråd,1076,SK,SK,Kulturdepartementet,202100-1033,24,19,Rätt till kompensation,Statens konstråd avvecklas och verksamheten överförs till och inordnas i Moderna museet per 2026-01-01
5624,2022,Statens maritima och transporthistoriska museer,1073,SMM,SMM,Kulturdepartementet,202100-1132,231,209,Rätt till kompensation,"Statens maritima och transporthistoriska museer byter namn till Statens museer för maritim-, transport- och försvarshistoria från och med 2026-01-01."
3830,2014,Patent- och registreringsverket,1065,PRV,PRV,Näringsdepartementet,202100-2072,348,312,Rätt till kompensation,""
1132,2003,Länsstyrelsen i Västerbottens län,1024,LVBOTT,LVBOTT,Finansdepartementet,202100-2460,0,0,Rätt till kompensation,""
4710,2018,Myndigheten för tillgängliga medier,1167,MTM,MTM,Kulturdepartementet,202100-3591,97,97,Rätt till kompensation,""
1677,2005,Regionala etikprövningsnämnden i Linköping,1314,EPLI,EPLI,Utbildnings- och kulturdepartementet,202200-1552,0,0,Rätt till kompensation,""
4204,2016,Institutet för språk och folkminnen,1122,SOFI,SOFI,Kulturdepartementet,202100-1082,87,70,Rätt till kompensation,""
6461,2026,Sametinget,1211,SA,SA,Kulturdepartementet,202100-4573,66,55,Rätt till kompensation,""
547,2001,Ekonomistyrningsverket,1246,ESV,ESV,Finansdepartementet,202100-5026,0,0,Rätt till kompensation,""
1505,2004,Umeå universitet,1113,UMU,UMU,Utbildnings- och kulturdepartementet,202100-2874,0,0,Ja,""
2810,2010,Gentekniknämnden,1222,GTN,GTN,Justitiedepartementet,202100-4813,2,2,Rätt till kompensation,""
1678,2005,Regionala etikprövningsnämnden i Lund,1313,EPLU,EPLU,Utbildnings- och kulturdepartementet,202200-1560,0,0,Rätt till kompensation,""
5286,2021,Högskolan Väst,1186,HV,HV,Utbildningsdepartementet,202100-4052,694,580,Rätt till kompensation,""
