userid,dbid,toplevel,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,temp_blk_read_time,temp_blk_write_time,wal_records,wal_fpi,wal_bytes,jit_functions,jit_generation_time,jit_inlining_count,jit_inlining_time,jit_optimization_count,jit_optimization_time,jit_emission_count,jit_emission_time
16384,16385,f,5996546936797121549,SELECT COUNT(*) FROM public.view_application_action_event_page_modes_hourly_summary,1,0.057227,0.057227,0.057227,0.057227,0,1,0.00538,0.00538,0.00538,0.00538,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-8310461879552120983,"ALTER TABLE ONLY public.document_detail_data
    ADD CONSTRAINT document_detail_data_pkey PRIMARY KEY (hjid)",0,0,0,0,0,0,1,0.852603,0.852603,0.852603,0.852603,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,2771,0,0,0,0,0,0,0,0
10,16385,f,7896599981841563005,"SELECT fk.""target_profile_application_v_0"" FROM ONLY ""public"".""application_view"" fk LEFT OUTER JOIN ONLY ""public"".""target_profile_content"" pk ON ( pk.""hjid"" OPERATOR(pg_catalog.=) fk.""target_profile_application_v_0"") WHERE pk.""hjid"" IS NULL AND (fk.""target_profile_application_v_0"" IS NOT NULL)",1,0.139001,0.139001,0.139001,0.139001,0,1,0.002785,0.002785,0.002785,0.002785,0,0,36,2,0,0,0,0,0,0,0,0,0.024355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,3011632154264169414,COMMENT ON COLUMN public.data_source_content.model_object_version IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.096731,0.096731,0.096731,0.096731,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,8823604484283208745,"CREATE TABLE public.document_person_reference_co_0 (
    hjid bigint NOT NULL
)",0,0,0,0,0,0,1,0.275286,0.275286,0.275286,0.275286,0,0,87,0,1,1,0,0,0,0,0,0,0,0.012182,0,0,40,0,4143,0,0,0,0,0,0,0,0
10,16385,f,-4770994717845484319,"CREATE FUNCTION gen_random_uuid()
RETURNS uuid
AS '$libdir/pgcrypto', 'pg_random_uuid'
LANGUAGE C VOLATILE PARALLEL SAFE",0,0,0,0,0,0,1,0.126778,0.126778,0.126778,0.126778,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,921,0,0,0,0,0,0,0,0
10,16385,t,856369654862921738,"CREATE TABLE public.document_detail_container (
    hjid bigint NOT NULL
)",0,0,0,0,0,0,1,0.24573,0.24573,0.24573,0.24573,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4119,0,0,0,0,0,0,0,0
16384,16385,f,-8580868155782153504,SELECT COUNT(*) FROM public.view_audit_author_summary,1,0.044012,0.044012,0.044012,0.044012,0,1,1.395867,1.395867,1.395867,1.395867,0,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,5436213410440104377,"COPY  ( SELECT detail AS value, COUNT ( * ) AS count FROM assignment_data WHERE detail IS NOT NULL GROUP BY detail ORDER BY count DESC, detail LIMIT 2000 ) TO STDOUT WITH CSV HEADER",0,0,0,0,0,0,1,0.09069,0.09069,0.09069,0.09069,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-6879414614707289110,COMMENT ON COLUMN public.sweden_parliament_electoral__1.first_round IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.09578,0.09578,0.09578,0.09578,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,-3787610762820294516,COMMENT ON COLUMN public.committee_proposal_data.decision_type IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.097393,0.097393,0.097393,0.097393,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,2441307565318306783,COMMENT ON COLUMN public.document_element.id IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.122399,0.122399,0.122399,0.122399,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,216,0,0,0,0,0,0,0,0
10,16385,t,4273339586268716489,"CREATE TABLE public.application_configuration (
    hjid bigint NOT NULL,
    model_object_id integer,
    model_object_version integer,
    config_title character varying(255),
    config_description character varying(255),
    configuration_group character varying(255),
    component character varying(255),
    component_title character varying(255),
    component_description character varying(255),
    property_id character varying(255),
    property_value character varying(255),
    created_date timestamp without time zone,
    updated_date timestamp without time zone
)",0,0,0,0,0,0,1,1.065597,1.065597,1.065597,1.065597,0,0,282,0,2,2,0,0,0,0,0,0,0,0.021029,0,0,119,1,13976,0,0,0,0,0,0,0,0
10,16385,t,2451015246653089013,COMMENT ON COLUMN public.qrtz_job_details.is_nonconcurrent IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.097001,0.097001,0.097001,0.097001,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,f,-4822073321403193724,REFRESH MATERIALIZED VIEW public.view_riksdagen_committee_ballot_decision_summary,0,0,0,0,0,0,1,2.736682,2.736682,2.736682,2.736682,0,0,965,0,4,2,0,0,0,0,0,0,0,0.022623,0,0,258,4,33662,0,0,0,0,0,0,0,0
10,16385,t,4200693826349066833,COMMENT ON COLUMN public.sweden_municipality_election_0.second_round IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.094527,0.094527,0.094527,0.094527,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,t,5217132863592203458,"COPY  ( SELECT proposal_type AS value, COUNT ( * ) AS count FROM against_proposal_data WHERE proposal_type IS NOT NULL GROUP BY proposal_type ORDER BY count DESC, proposal_type LIMIT 1000 ) TO STDOUT WITH CSV HEADER",0,0,0,0,0,0,1,0.076835,0.076835,0.076835,0.076835,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,-7742285620982887134,"-- should use scalarlesel and scalarlejoinsel, but not supported in Postgres < 11
CREATE OPERATOR <= (
	LEFTARG = vector, RIGHTARG = vector, PROCEDURE = vector_le,
	COMMUTATOR = >= , NEGATOR = > ,
	RESTRICT = scalarltsel, JOIN = scalarltjoinsel
)",0,0,0,0,0,0,1,0.104897,0.104897,0.104897,0.104897,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1265,0,0,0,0,0,0,0,0
10,16385,t,6319829498695970705,COMMENT ON TABLE public.government_body_data IS 'Swedish government body information from ESV (Economic Security and Vulnerability Authority). Source: Myndighetsinformation.xls',0,0,0,0,0,0,1,0.111498,0.111498,0.111498,0.111498,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,270,0,0,0,0,0,0,0,0
10,16385,t,-4326643619656004325,"ALTER TABLE ONLY public.performance_indicator_content
    ADD CONSTRAINT performance_indicator_content_pkey PRIMARY KEY (hjid)",0,0,0,0,0,0,1,0.787531,0.787531,0.787531,0.787531,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,2795,0,0,0,0,0,0,0,0
10,16385,t,4350382850782193792,COMMENT ON COLUMN public.document_element.database_source IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.097733,0.097733,0.097733,0.097733,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,t,7516135456946157091,COPY  ( SELECT * FROM public.performance_indicator_content ORDER BY random ( ) LIMIT 0 ) TO STDOUT CSV HEADER,0,0,0,0,0,0,1,0.10626,0.10626,0.10626,0.10626,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-8308251573614302078,COMMENT ON COLUMN public.committee_proposal_data.hjid IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.103204,0.103204,0.103204,0.103204,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,5768609975540745043,COMMENT ON COLUMN public.document_element.org IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.097352,0.097352,0.097352,0.097352,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,t,-5443578753862467377,"select string_agg(word, $1) from pg_catalog.pg_get_keywords() where word <> ALL ($2::text[])",1,0.325691,0.325691,0.325691,0.325691,0,1,0.30085399999999995,0.30085399999999995,0.30085399999999995,0.30085399999999995,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,-5567756162003004796,"COPY  ( SELECT status AS value, COUNT ( * ) AS count FROM document_activity_data WHERE status IS NOT NULL GROUP BY status ORDER BY count DESC, status LIMIT 1000 ) TO STDOUT WITH CSV HEADER",0,0,0,0,0,0,1,0.076944,0.076944,0.076944,0.076944,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-3783645315500487799,CREATE EXTENSION IF NOT EXISTS pgcrypto WITH SCHEMA public,0,0,0,0,0,0,1,0.05295,0.05295,0.05295,0.05295,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,8852978483729978070,"COMMENT ON VIEW public.view_riksdagen_politician_role_evolution IS 'Role evolution analysis tracking politician career progression through different positions.
Classifies roles into tiers (minister/speaker/party leader/committee chair/member/substitute),
assigns role weights for progression analysis, and identifies career patterns (ascending/descending/lateral).
Calculates advancement velocity and career levels. Used for Predictive Intelligence Framework (Framework 4)
to understand career trajectories and predict future role transitions.'",0,0,0,0,0,0,1,0.409718,0.409718,0.409718,0.409718,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,618,0,0,0,0,0,0,0,0
10,16385,t,-488396364232420756,COMMENT ON MATERIALIZED VIEW public.view_riksdagen_vote_data_ballot_summary IS 'Contains aggregated voting data per ballot. Updated through refresh_riksdagen_views()',0,0,0,0,0,0,1,0.284072,0.284072,0.284072,0.284072,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,282,0,0,0,0,0,0,0,0
10,16385,t,-3761665215319072864,COMMENT ON COLUMN public.document_data.sub_type IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.096822,0.096822,0.096822,0.096822,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,t,-2104918656334805701,COPY  ( SELECT * FROM public.view_riksdagen_vote_data_ballot_summary_monthly ORDER BY random ( ) LIMIT 0 ) TO STDOUT WITH CSV HEADER,0,0,0,0,0,0,1,0.11702,0.11702,0.11702,0.11702,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,4808255186982755605,COMMENT ON COLUMN public.assignment_element.org_code IS 'DATA.Public GDPR.Personal',0,0,0,0,0,0,1,0.077726,0.077726,0.077726,0.077726,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,165,0,0,0,0,0,0,0,0
10,16385,f,1120516977973538162,"SELECT fk.""county_electoral_regions_swe_0"" FROM ONLY ""public"".""sweden_county_electoral_regi_1"" fk LEFT OUTER JOIN ONLY ""public"".""sweden_county_electoral_regi_0"" pk ON ( pk.""hjid"" OPERATOR(pg_catalog.=) fk.""county_electoral_regions_swe_0"") WHERE pk.""hjid"" IS NULL AND (fk.""county_electoral_regions_swe_0"" IS NOT NULL)",1,0.135323,0.135323,0.135323,0.135323,0,1,0.0025849999999999996,0.0025849999999999996,0.0025849999999999996,0.0025849999999999996,0,0,36,2,0,0,0,0,0,0,0,0,0.023785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-5349263435848658338,"CREATE INDEX idx_politician_document_date_org ON public.view_riksdagen_politician_document USING btree (made_public_date DESC, org, party_short_code)",0,0,0,0,0,0,1,1.120871,1.120871,1.120871,1.120871,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,2859,0,0,0,0,0,0,0,0
10,16385,t,6438282237032392592,COMMENT ON COLUMN public.document_status_container.document_detail_container_do_0 IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.097693,0.097693,0.097693,0.097693,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,-1872254470390904330,COMMENT ON COLUMN public.document_attachment_container.hjid IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.111769,0.111769,0.111769,0.111769,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,2592162055939704402,COMMENT ON COLUMN public.portal.model_object_version IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.106951,0.106951,0.106951,0.106951,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,-8793813684907163464,COMMENT ON COLUMN public.document_proposal_data.processed_in IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.098074,0.098074,0.098074,0.098074,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
16384,16385,f,-3156333554826651517,COPY  ( SELECT * FROM public.sweden_election_region ORDER BY random ( ) LIMIT $1 ) TO STDOUT CSV HEADER,1,0.0586,0.0586,0.0586,0.0586,0,1,0.0008719999999999999,0.0008719999999999999,0.0008719999999999999,0.0008719999999999999,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-7967132112536170420,COMMENT ON COLUMN public.committee_document_data.committee_proposal_url_xml IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.080071,0.080071,0.080071,0.080071,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,7948527076751578518,CREATE INDEX idx_politician_summary_party ON public.view_riksdagen_vote_data_ballot_politician_summary USING btree (party),0,0,0,0,0,0,1,1.172658,1.172658,1.172658,1.172658,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1943,0,0,0,0,0,0,0,0
16384,16385,f,5815465187179525610,COPY  ( SELECT * FROM public.performance_indicator_content ORDER BY random ( ) LIMIT $1 ) TO STDOUT CSV HEADER,1,0.049723,0.049723,0.049723,0.049723,0,1,0.000823,0.000823,0.000823,0.000823,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,3022300516636670963,COPY  ( SELECT * FROM public.document_proposal_data ORDER BY random ( ) LIMIT 0 ) TO STDOUT CSV HEADER,0,0,0,0,0,0,1,0.086673,0.086673,0.086673,0.086673,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,-5090931978059254587,"CREATE FUNCTION pgp_sym_encrypt_bytea(bytea, text, text)
RETURNS bytea
AS '$libdir/pgcrypto', 'pgp_sym_encrypt_bytea'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.081223,0.081223,0.081223,0.081223,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,892,0,0,0,0,0,0,0,0
16384,16385,f,849116028342488711,COPY  ( SELECT * FROM public.view_riksdagen_party_electoral_trends ORDER BY random ( ) LIMIT $1 ) TO STDOUT WITH CSV HEADER,1,1.84467,1.84467,1.84467,1.84467,0,1,0.0028150000000000002,0.0028150000000000002,0.0028150000000000002,0.0028150000000000002,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,4950246864657857958,COPY  ( SELECT * FROM public.view_riksdagen_party_electoral_trends ORDER BY random ( ) LIMIT 0 ) TO STDOUT WITH CSV HEADER,0,0,0,0,0,0,1,2.226205,2.226205,2.226205,2.226205,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-2362063640540531736,"CREATE TABLE public.target_profile_content (
    hjid bigint NOT NULL,
    model_object_id integer,
    model_object_version integer
)",0,0,0,0,0,0,1,0.283552,0.283552,0.283552,0.283552,0,0,96,0,1,1,0,0,0,0,0,0,0,0.012132,0,0,44,0,4661,0,0,0,0,0,0,0,0
10,16385,t,-8940806154620208191,"ALTER TABLE ONLY public.qrtz_scheduler_state
    ADD CONSTRAINT ""QRTZ_SCHEDULER_STATE_pkey"" PRIMARY KEY (sched_name, instance_name)",0,0,0,0,0,0,1,0.744379,0.744379,0.744379,0.744379,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,3233,0,0,0,0,0,0,0,0
10,16385,t,-3932221018749552244,"CREATE TABLE public.assignment_data (
    hjid bigint NOT NULL,
    assignment_type character varying(255),
    detail character varying(65536),
    from_date date,
    intressent_id character varying(255),
    order_number character varying(255),
    org_code character varying(255),
    role_code character varying(255),
    status character varying(255),
    to_date date,
    assignment_list_person_assig_0 bigint
)",0,0,0,0,0,0,1,0.974076,0.974076,0.974076,0.974076,0,0,298,0,2,2,0,0,0,0,0,0,0,0.020528,0,0,117,1,12852,0,0,0,0,0,0,0,0
16384,16385,f,-223642390606514635,"COPY  ( WITH temporal_buckets AS ( SELECT *, DATE_TRUNC ( $1 , decision_day ) AS time_bucket, ROW_NUMBER ( ) OVER ( PARTITION BY DATE_TRUNC ( 'month' , decision_day ) ORDER BY random ( ) ) AS rn FROM public.view_decision_temporal_trends ) SELECT * FROM temporal_buckets WHERE rn = $2 ORDER BY time_bucket DESC LIMIT $3 ) TO STDOUT WITH CSV HEADER",1,0.464862,0.464862,0.464862,0.464862,0,1,0.001563,0.001563,0.001563,0.001563,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,306367904571959086,"CREATE VIEW public.view_riksdagen_committee AS
 SELECT convert_from((a.detail)::bytea, 'UTF8'::name) AS embedded_id_detail,
    a.org_code AS embedded_id_org_code,
    count(a.org_code) AS total_assignments,
    min(a.from_date) AS first_assignment_date,
    max(a.to_date) AS last_assignment_date,
    sum(
        CASE
            WHEN (COALESCE(a.to_date, CURRENT_DATE) >= CURRENT_DATE) THEN 1
            ELSE 0
        END) AS current_member_size,
        CASE
            WHEN (max(a.to_date) >= CURRENT_DATE) THEN true
            ELSE false
        END AS active,
    sum(
        CASE
            WHEN ((a.status)::text !~~ 'Ledig%'::text) THEN (
            CASE
                WHEN (COALESCE(a.to_date, CURRENT_DATE) >= CURRENT_DATE) THEN CURRENT_DATE
                ELSE COALESCE(a.to_date, CURRENT_DATE)
            END -
            CASE
                WHEN (a.from_date >= CURRENT_DATE) THEN CURRENT_DATE
                ELSE a.from_date
            END)
            ELSE 0
        END) AS total_days_served,
    sum(
        CASE
            WHEN (((a.role_code)::text ~~* '%ordförande%'::text) OR ((a.role_code)::text ~~* '%vice ordförande%'::text)) THEN 1
            ELSE 0
        END) AS total_leadership_positions,
    sum(
        CASE
            WHEN ((((a.role_code)::text ~~* '%ordförande%'::text) OR ((a.role_code)::text ~~* '%vice ordförande%'::text)) AND (COALESCE(a.to_date, CURRENT_DATE) >= CURRENT_DATE)) THEN 1
            ELSE 0
        END) AS current_leadership_positions,
    sum(
        CASE
            WHEN (((a.role_code)::text ~~* '%suppleant%'::text) OR ((a.role_code)::text ~~* '%ersättare%'::text)) THEN 1
            ELSE 0
        END) AS total_substitute_positions,
    sum(
        CASE
            WHEN ((((a.role_code)::text ~~* '%suppleant%'::text) OR ((a.role_code)::text ~~* '%ersättare%'::text)) AND (COALESCE(a.to_date, CURRENT_DATE) >= CURRENT_DATE)) THEN 1
            ELSE 0
        END) AS current_substitute_positions,
    sum(
        CASE
            WHEN ((NOT ((a.role_code)::text ~~* ANY (ARRAY['%ordförande%'::text, '%vice ordförande%'::text, '%suppleant%'::text, '%ersättare%'::text]))) AND (COALESCE(a.to_date, CURRENT_DATE) >= CURRENT_DATE)) THEN 1
            ELSE 0
        END) AS current_regular_members,
    COALESCE(doc_stats.total_documents, (0)::bigint) AS total_documents,
    COALESCE(doc_stats.documents_last_year, (0)::bigint) AS documents_last_year,
    COALESCE(doc_stats.avg_documents_per_member, (0)::numeric) AS avg_documents_per_member,
    COALESCE(doc_stats.total_committee_motions, (0)::bigint) AS total_committee_motions,
    COALESCE(doc_stats.total_follow_up_motions, (0)::bigint) AS total_follow_up_motions,
        CASE
            WHEN (COALESCE(doc_stats.documents_last_year, (0)::bigint) > 200) THEN 'Very High'::text
            WHEN (COALESCE(doc_stats.documents_last_year, (0)::bigint) > 100) THEN 'High'::text
            WHEN (COALESCE(doc_stats.documents_last_year, (0)::bigint) > 50) THEN 'Medium'::text
            WHEN (COALESCE(doc_stats.documents_last_year, (0)::bigint) > 0) THEN 'Low'::text
            ELSE 'Inactive'::text
        END AS activity_level
   FROM (public.assignment_data a
     LEFT JOIN ( SELECT view_riksdagen_politician_document.org AS committee_org_code,
            count(*) AS total_documents,
            count(
                CASE
                    WHEN (view_riksdagen_politician_document.made_public_date >= (CURRENT_DATE - '1 year'::interval)) THEN 1
                    ELSE NULL::integer
                END) AS documents_last_year,
            round(((count(*))::numeric / (NULLIF(count(DISTINCT view_riksdagen_politician_document.person_reference_id), 0))::numeric), 1) AS avg_documents_per_member,
            count(
                CASE
                    WHEN (((view_riksdagen_politician_document.document_type)::text = 'mot'::text) AND ((view_riksdagen_politician_document.sub_type)::text = 'Kommittémotion'::text)) THEN 1
                    ELSE NULL::integer
                END) AS total_committee_motions,
            count(
                CASE
                    WHEN (((view_riksdagen_politician_document.document_type)::text = 'mot'::text) AND ((view_riksdagen_politician_document.sub_type)::text = 'Följdmotion'::text)) THEN 1
                    ELSE NULL::integer
                END) AS total_follow_up_motions
           FROM public.view_riksdagen_politician_document
          WHERE (view_riksdagen_politician_document.org IS NOT NULL)
          GROUP BY view_riksdagen_politician_document.org) doc_stats ON (((doc_stats.committee_org_code)::text = (a.org_code)::text)))
  WHERE ((a.org_code IS NOT NULL) AND ((a.assignment_type)::text = 'uppdrag'::text))
  GROUP BY a.detail, a.org_code, doc_stats.total_documents, doc_stats.documents_last_year, doc_stats.avg_documents_per_member, doc_stats.total_committee_motions, doc_stats.total_follow_up_motions",0,0,0,0,0,0,1,2.062705,2.062705,2.062705,2.062705,0,0,468,0,2,2,0,0,0,0,0,0,0,0.022702,0,0,107,0,22653,0,0,0,0,0,0,0,0
