embedded_id_intressent_id,party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,first_name,last_name,born_year,vote,won,rebel,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
0612916684825,S,GT01SfU8,2,2225406,Johan,Löfstrand,1976,FRÅNVARANDE,f,f,SfU8,2005/06,Genomförande av EG-direktivet om rätt till familjeåterförening samt vissa frågor om handläggning och DNA-analys vid familjeåterförening,Introduktionskurs,0,SFU,2006-03-16,2006-03-21,30AF233E-4DF4-4279-8938-258512E21B55,röstning,"""c"",""fp""",2,utskottet,SAKFRÅGAN,HUVUD,SfU8,2006-03-16,1954,349,172,55,43,79,t,f,49.28,15.76,22.64,12.32,54.44,1954,144,117,0,0,27,t,f,81.25,0.00,18.75,0.00,51.39
0273506284025,M,H001FiU18,1,2815056,Edward,Riedl,1976,JA,t,f,FiU18,2012/13,Subsidiaritetsprövning av förslag till förordning om Europeiska centralbankens tillsyn över kreditinstitut (KOM(2012) 511 slutlig),Subsidiaritetsprövning av förslag till förordning om Europeiska centralbankens tillsyn över kreditinstitut,0,FIU,2012-11-06,2012-11-06,EB12EE05-FB3B-4026-9EB6-50741FF1B497,röstning,"""V""",1,utskottet,MOTIVFRÅGAN,HUVUD,FiU18,2012-11-06,1963,349,272,16,0,61,t,f,77.94,4.58,17.48,0.00,56.16,1965,107,92,0,0,15,t,f,85.98,0.00,14.02,0.00,57.94
0962841101917,C,GW01KrU8,6,2221903,Annika,Qarlsson,1964,JA,t,f,KrU8,2008/09,Statens stöd till idrotten,Internationella idrottsevenemang,0,KRU,2009-04-28,2009-04-28,E35C4CFF-F7D3-4573-AC2E-0E1A54652518,röstning,"""s"",""v"",""mp""",5,utskottet,SAKFRÅGAN,HUVUD,KrU8,2009-04-28,1959,349,135,129,0,85,t,f,38.68,36.96,24.36,0.00,52.44,1957,29,18,0,0,11,t,f,62.07,0.00,37.93,0.00,58.62
0181478122414,M,GR01SFU2,15,2284030,Anne Marie,Brodén,1956,JA,t,f,SFU2,2003/04,Anslag inom utgiftsområde 8 Invandrare och flyktingar,Handläggarkompetens,0,SFU,2003-11-25,2006-03-15,CFA0AA38-C015-40C1-B4A2-C48C2963C15A,röstning,"""mp""",16,utskottet,SAKFRÅGAN,HUVUD,SFU2,2003-11-25,1954,349,291,15,0,43,t,f,83.38,4.30,12.32,0.00,54.73,1953,55,48,0,0,7,t,f,87.27,0.00,12.73,0.00,61.82
0698463786600,S,GR01KU4,2,2303045,Göran,Norlander,1945,JA,t,f,KU4,2003/04,Fortsatt giltighet av lagen om brevröstning i vissa fall,Permanentad brevröstning,0,KU,2004-01-01,2006-03-15,32FC0D66-DB7D-48D6-95FD-BACEAAAA259B,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,KU4,2004-01-01,1954,349,257,49,0,43,t,f,73.64,14.04,12.32,0.00,54.73,1954,144,130,0,0,14,t,f,90.28,0.00,9.72,0.00,52.78
0195810270316,L,GS01LU17,11,2289918,Marie,Wahlgren,1962,NEJ,f,f,LU17,2004/05,Ersättningsrättsliga frågor,Jämkning av trafikskadeersättning,0,LU,2005-03-22,2006-03-15,B576E4C5-88F2-49E8-AECD-274099AE889D,röstning,"""m"",""c"",""fp"",""kd""",7,utskottet,SAKFRÅGAN,HUVUD,LU17,2005-03-22,1954,349,143,114,0,92,t,f,40.97,32.66,26.36,0.00,54.15,1956,48,0,37,0,11,f,f,0.00,77.08,22.92,0.00,52.08
072019517020,M,GZ01UbU17,15,2768645,Amir,Adan,1985,JA,t,f,UbU17,2011/12,Högskolan,Nordisk språkförståelse,0,UBU,2012-03-30,2012-06-28,9B4EB78A-72B1-4DCC-B3B1-52855F3A47D5,röstning,"""SD""",21,utskottet,SAKFRÅGAN,HUVUD,UbU17,2012-03-30,1963,349,280,19,0,50,t,f,80.23,5.44,14.33,0.00,57.02,1964,107,93,0,0,14,t,f,86.92,0.00,13.08,0.00,59.81
046703152205,M,GS01SOU16,4,2303248,Kent,Olsson,1944,NEJ,f,f,SOU16,2004/05,Kvalitetsutveckling inom den kommunala vården och omsorgen om äldregenom kompetensutveckling för personalen,Anhörigvårdare,0,SOU,2005-05-10,2006-03-15,85155413-90E9-4F74-87AF-F500199EB7DD,röstning,"""m"",""c"",""fp"",""kd""",4,utskottet,SAKFRÅGAN,HUVUD,SOU16,2005-05-10,1954,349,166,134,0,49,t,f,47.56,38.40,14.04,0.00,54.73,1954,55,0,48,0,7,f,f,0.00,87.27,12.73,0.00,58.18
0193378456716,M,GX01KU23,1,2293069,Ulf,Berg,1957,JA,t,f,KU23,2009/10,Säkerhetskopiors rättsliga status,Säkerhetskopiors rättsliga status,0,KU,2010-05-17,2010-05-17,B2FEB2AF-9A9C-494E-85D3-F1119117FE31,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,KU23,2010-05-17,1959,349,276,19,0,54,t,f,79.08,5.44,15.47,0.00,53.01,1960,96,80,0,0,16,t,f,83.33,0.00,16.67,0.00,57.29
0937521536309,M,GS01AU1,4,2230459,Henrik,Westman,1940,JA,t,f,AU1,2004/05,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv,Övriga förslag om arbetsmarknadspolitiska program för ungdomar,0,AU,2004-11-25,2006-03-15,BDC0DD90-698B-4A51-8990-02DECFA3FFF8,röstning,"""fp""",6,utskottet,SAKFRÅGAN,HUVUD,AU1,2004-11-25,1954,349,246,40,29,34,t,f,70.49,11.46,9.74,8.31,53.30,1954,55,52,0,0,3,t,f,94.55,0.00,5.45,0.00,58.18
0204240926023,SD,H101SkU1,2,2876031,Markus,Wiechel,1988,NEJ,f,f,SkU1,2013/14,"Utgiftsområde 3 Skatt, tull och exekution",Vissa frågor inom tullområdet,0,SKU,2013-11-25,2013-11-25,27F1BB54-C90F-446C-8C59-388096362E5B,röstning,"""SD""",6,utskottet,SAKFRÅGAN,HUVUD,SkU1,2013-12-05,1963,349,191,20,97,41,t,f,54.73,5.73,11.75,27.79,55.59,1968,20,0,20,0,0,f,f,0.00,100.00,0.00,0.00,80.00
03856618629,M,H001UbU4,4,2817509,Linda,Wemmert,1977,JA,t,f,UbU4,2012/13,Förskolan,Barnomsorgspeng och vårdnadsbidrag,0,UBU,2013-02-01,2013-02-01,B631129C-54FF-466A-BD11-152BFC6AEFEA,röstning,"""S"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,UbU4,2013-02-01,1963,349,185,131,1,32,t,f,53.01,37.54,9.17,0.29,56.45,1965,107,100,0,0,7,t,f,93.46,0.00,6.54,0.00,57.94
0564126739422,M,H001NU13,3,2825509,Åsa,Coenraads,1978,JA,t,f,NU13,2012/13,Handelspolitiska frågor,Rättvis handel,0,NU,2013-04-10,2013-04-10,C4AA699E-BBEF-4039-92DF-F78F83498ECC,röstning,"""MP"",""V""",4,utskottet,SAKFRÅGAN,HUVUD,NU13,2013-04-10,1963,349,272,39,0,38,t,f,77.94,11.17,10.89,0.00,56.45,1965,107,97,0,0,10,t,f,90.65,0.00,9.35,0.00,57.01
0584183916016,MP,GR01KRU7,8,2290754,Ulf,Holm,1969,JA,t,f,KRU7,2003/04,"Teater, dans och musik",Ett särskilt turnéstöd,0,KRU,2004-03-02,2006-03-15,66B8D3B0-5336-49ED-9A0F-A35D4CE56DCA,röstning,"""v""",5,utskottet,SAKFRÅGAN,HUVUD,KRU7,2004-03-02,1954,349,259,25,0,65,t,f,74.21,7.16,18.62,0.00,55.01,1955,17,13,0,0,4,t,f,76.47,0.00,23.53,0.00,47.06
0699506181311,S,H001SoU4,6,2804779,Karin,Åström,1953,NEJ,f,f,SoU4,2012/13,Stärkt stöd och skydd för barn och unga,Privat konsulentstödd verksamhet,0,SOU,2012-11-14,2012-11-14,90F4107B-20C8-4108-99CE-3C05DCC71BFA,röstning,"""S"",""SD"",""V""",7,utskottet,SAKFRÅGAN,HUVUD,SoU4,2012-11-14,1963,349,172,130,1,46,t,f,49.28,37.25,13.18,0.29,56.73,1962,112,0,96,0,16,f,f,0.00,85.71,14.29,0.00,50.89
0878075468027,S,H001SfU1,8,2793376,Hillevi,Larsson,1974,NEJ,f,f,SfU1,2012/13,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Studerande och sjukförsäkringen,0,SFU,2012-12-06,2012-12-06,34979B4F-DCCE-4579-9158-79BDF025C365,röstning,"""S""",7,utskottet,SAKFRÅGAN,HUVUD,SfU1,2012-12-06,1963,349,195,94,18,42,t,f,55.87,26.93,12.03,5.16,57.02,1962,112,1,94,0,17,f,f,0.89,83.93,15.18,0.00,50.89
0285631067215,KD,GZ01JuU15,1,2747459,Robert,Halef,1964,JA,t,f,JuU15,2011/12,Polisfrågor,Provokation,0,JUU,2012-02-23,2012-02-23,324B020E-BEA8-41EA-B314-23799547567F,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,JuU15,2012-02-23,1963,349,274,18,1,56,t,f,78.51,5.16,16.05,0.29,55.87,1961,19,16,0,0,3,t,f,84.21,0.00,15.79,0.00,57.89
0462699892622,MP,H101KrU4,12,2877304,Maria,Ferm,1985,JA,t,f,KrU4,2013/14,Läsa för livet,Nationella minoritetsspråk och teckenspråk m.m.,0,KRU,2013-12-04,2013-12-04,789FC674-F7CB-414F-8253-B2AF5950EA66,röstning,"""SD""",21,utskottet,SAKFRÅGAN,HUVUD,KrU4,2013-12-12,1963,349,265,17,18,49,t,f,75.93,4.87,14.04,5.16,55.87,1964,25,21,0,0,4,t,f,84.00,0.00,16.00,0.00,52.00
0362924695201,S,GV01AU7,2,2274379,Birgitta,Eriksson,1948,FRÅNVARANDE,f,f,AU7,2007/08,Ett starkare skydd mot diskriminering,Informationsinsatser,0,AU,2008-05-15,2008-05-15,01692834-8225-49DC-B368-597B6B2A714C,röstning,"""s""",3,utskottet,SAKFRÅGAN,HUVUD,AU7,2008-05-15,1958,349,155,112,30,52,t,f,44.41,32.09,14.90,8.60,53.30,1958,130,1,112,0,17,f,f,0.77,86.15,13.08,0.00,52.31
0534056896314,KD,GW01MJU11,2,2222027,Lars,Gustafsson,1951,JA,t,f,MJU11,2008/09,Jakt och viltvård,Fjälljaktsreformen,0,MJU,2009-04-15,2009-04-15,BCC0A91D-BC02-4473-800E-1FB98112E7A0,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,MJU11,2009-04-15,1958,349,135,128,0,86,t,f,38.68,36.68,24.64,0.00,52.15,1954,24,20,0,0,4,t,f,83.33,0.00,16.67,0.00,50.00
0362924695201,S,GU01SfU8,16,2227630,Birgitta,Eriksson,1948,NEJ,f,f,SfU8,2006/07,Migration och asylpolitik,Utnyttjande av papperslösa,0,SFU,2007-04-27,2007-04-27,14EC5675-4DD8-4662-A740-D691673BA313,röstning,"""s"",""v""",19,utskottet,SAKFRÅGAN,HUVUD,SfU8,2007-04-27,1958,349,163,132,0,54,t,f,46.70,37.82,15.47,0.00,51.29,1958,130,0,113,0,17,f,f,0.00,86.92,13.08,0.00,50.00
0136310791918,S,GR01SOU8,3,2222609,Marie,Granlund,1962,FRÅNVARANDE,f,f,SOU8,2003/04,Rökfria serveringsmiljöer m.m.,Rökförbud på offentlig plats,0,SOU,2004-04-22,2006-03-15,620B3AC8-6DCF-415E-AACB-4E706B312306,röstning,"""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,SOU8,2004-04-22,1954,349,254,35,7,53,t,f,72.78,10.03,15.19,2.01,55.01,1954,144,125,0,0,19,t,f,86.81,0.00,13.19,0.00,52.08
0937521536309,M,GT01LU21,2,2283961,Henrik,Westman,1940,NEJ,f,f,LU21,2005/06,Fastighetsmäklare,Besiktningsmän,0,LU,2006-03-23,2006-03-27,041A8136-16C5-49E0-A4F7-0CE440D830B4,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,LU21,2006-03-23,1954,349,159,126,0,64,t,f,45.56,36.10,18.34,0.00,54.44,1954,55,0,45,0,10,f,f,0.00,81.82,18.18,0.00,58.18
0526693079901,L,GS01BOU3,3,2289276,Gunnar,Andrén,1946,JA,t,f,BOU3,2004/05,Herrelösa fastigheter samt ansvar för konkurskostnader,Herrelösa fastigheter med visst värde,0,BOU,2005-03-15,2006-03-15,6DC6E848-601A-4C37-A70F-0FD2A7C1EBFC,röstning,"""m"",""c""",3,utskottet,SAKFRÅGAN,HUVUD,BOU3,2005-03-15,1954,349,205,54,0,90,t,f,58.74,15.47,25.79,0.00,54.15,1956,48,37,0,0,11,t,f,77.08,0.00,22.92,0.00,52.08
0731442709013,L,GW01NU18,4,2222199,Christer,Nylander,1968,FRÅNVARANDE,f,f,NU18,2008/09,Vissa mineralpolitiska frågor,"Stadsomvandling i Kiruna i samband med gruvverksamhet, m.m.",0,NU,2009-03-24,2009-03-24,04088041-1107-464B-B0E6-A727740C46C6,röstning,"""s"",""v""",4,utskottet,SAKFRÅGAN,HUVUD,NU18,2009-03-24,1959,349,155,123,0,71,t,f,44.41,35.24,20.34,0.00,51.86,1960,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,39.29
0482927154110,S,GW01SoU17,3,2222002,Leif,Jakobsson,1955,NEJ,f,f,SoU17,2008/09,Folkhälsopolitik,Hälso- och klimatfrågors betydelse i samhällsplanering,0,SOU,2009-03-17,2009-03-17,0D5BDCC8-D9ED-4B11-97D2-CE854CFAFE1D,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU17,2009-03-17,1959,349,134,130,1,84,t,f,38.40,37.25,24.07,0.29,51.86,1959,130,0,95,1,34,f,f,0.00,73.08,26.15,0.77,51.54
0573136138218,S,GS01AU1,1,2230459,Krister,Örnfjäder,1952,JA,t,f,AU1,2004/05,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv,Allmän inriktning av politiken inom utgiftsområde 13 Arbetsmarknad,0,AU,2004-11-25,2006-03-15,FCF75C27-388C-11D9-81CB-00047552FFFF,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,AU1,2004-11-25,1954,349,171,141,1,36,t,f,49.00,40.40,10.32,0.29,53.30,1954,144,133,0,0,11,t,f,92.36,0.00,7.64,0.00,49.31
037508021018,V,H101KrU4,12,2877304,Torbjörn,Björlund,1957,AVSTÅR,f,f,KrU4,2013/14,Läsa för livet,Nationella minoritetsspråk och teckenspråk m.m.,0,KRU,2013-12-04,2013-12-04,789FC674-F7CB-414F-8253-B2AF5950EA66,röstning,"""SD""",21,utskottet,SAKFRÅGAN,HUVUD,KrU4,2013-12-12,1963,349,265,17,18,49,t,f,75.93,4.87,14.04,5.16,55.87,1961,19,0,0,18,1,f,t,0.00,0.00,5.26,94.74,47.37
0702674089702,M,GQ01JUU11,24,2296750,Carl-Axel,Roslund,1948,JA,t,f,JUU11,2002/03,Våldsbrott och brottsoffer,Situationen för äldre och funktionshindrade brottsoffer,0,JUU,2003-03-27,2006-03-15,14EA9066-6356-11D7-AE84-000475504C4C,röstning,"""v""",25,utskottet,SAKFRÅGAN,HUVUD,JUU11,2003-03-27,1954,349,274,25,1,49,t,f,78.51,7.16,14.04,0.29,54.44,1954,55,48,0,0,7,t,f,87.27,0.00,12.73,0.00,60.00
0962841101917,C,H101SoU26,2,2902770,Annika,Qarlsson,1964,JA,t,f,SoU26,2013/14,Fritidspeng för barn i hushåll med försörjningsstöd,Uppföljning av reformen,0,SOU,2014-05-09,2014-05-12,58649F70-54C1-461F-82F2-533E35C9F5A8,röstning,"""MP""",2,utskottet,SAKFRÅGAN,HUVUD,SoU26,2014-05-27,1963,349,273,20,20,36,t,f,78.22,5.73,10.32,5.73,56.45,1964,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,65.22
0292756653724,M,GQ01UBU4,19,2285873,Henrik,von Sydow,1976,JA,t,f,UBU4,2002/03,Lärarutbildning och lärare,Utomhuspedagogik i lärarutbildningen,0,UBU,2003-03-06,2006-03-15,334863D3-4A38-11D7-AE71-006008577F08,röstning,"""mp""",18,utskottet,SAKFRÅGAN,HUVUD,UBU4,2003-03-06,1954,349,297,14,0,38,t,f,85.10,4.01,10.89,0.00,53.87,1954,55,48,0,0,7,t,f,87.27,0.00,12.73,0.00,60.00
0135054091316,M,GZ01JuU21,2,2768206,Metin,Ataseven,1972,JA,t,f,JuU21,2011/12,Ansvar och engagemang – en nationell strategi mot terrorism,Uppdrag till Säkerhetspolisen,0,JUU,2012-04-20,2012-04-20,0481062D-529B-4BD5-8D02-10289323976E,röstning,"""MP"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,JuU21,2012-04-20,1963,349,278,41,0,30,t,f,79.66,11.75,8.60,0.00,57.02,1965,107,100,0,0,7,t,f,93.46,0.00,6.54,0.00,58.88
0238588409223,MP,GQ01SFU4,10,2242406,Gustav,Fridolin,1983,NEJ,f,f,SFU4,2002/03,Uppehållstillstånd   med   tillfälligt  skydd  vidmassflykt,Hälso- och sjukvård,0,SFU,2002-11-26,2006-03-15,0CEDFD54-0396-11D7-AEA1-000475504757,röstning,"""c"",""fp"",""kd"",""mp""",17,utskottet,SAKFRÅGAN,HUVUD,SFU4,2002-11-26,1954,349,188,133,0,28,t,f,53.87,38.11,8.02,0.00,54.73,1955,17,0,15,0,2,f,f,0.00,88.24,11.76,0.00,47.06
0547818628111,M,H001SfU14,1,2832130,Betty,Malmberg,1958,JA,t,f,SfU14,2012/13,"Etableringsförberedande insatser för asylsökande 
",Etableringsförberedande insatser för asylsökande,0,SFU,2013-06-10,2013-06-10,281454BF-4784-4CFA-B092-7E4B93D2D16E,röstning,"""V""",2,utskottet,SAKFRÅGAN,HUVUD,SfU14,2013-06-10,1963,349,290,16,18,25,t,f,83.09,4.58,7.16,5.16,56.45,1965,107,103,0,0,4,t,f,96.26,0.00,3.74,0.00,57.01
0960030082916,S,GX01MJU12,15,2291699,Ann-Kristine,Johansson,1962,NEJ,f,f,MJU12,2009/10,Djurskydd,Sexuella övergrepp mot djur,0,MJU,2010-02-22,2010-02-23,7B35351F-8B05-4455-9D58-E8DE9819B8D1,röstning,"""s"",""v"",""mp""",8,utskottet,SAKFRÅGAN,HUVUD,MJU12,2010-02-22,1959,349,152,144,0,53,t,f,43.55,41.26,15.19,0.00,53.01,1959,130,0,107,0,23,f,f,0.00,82.31,17.69,0.00,53.08
0658668232410,M,H001AU1,2,2802533,Per,Bill,1958,JA,t,f,AU1,2012/13,Utgiftsområde 13 Integration och jämställdhet,Diskrimineringsombudsmannens arbete mot diskriminering,0,AU,2012-12-05,2012-12-05,6872A87F-8D4C-4133-9974-05C441341167,röstning,"""S"",""MP""",2,utskottet,SAKFRÅGAN,HUVUD,AU1,2012-12-05,1963,349,168,132,38,11,t,f,48.14,37.82,3.15,10.89,57.02,1965,107,106,0,0,1,t,f,99.07,0.00,0.93,0.00,59.81
0772402807013,SD,GZ01CU26,2,2768435,Sven-Olof,Sällström,1968,JA,t,f,CU26,2011/12,Energideklarationer,Åtgärder för halverad energianvändning m.m.,0,CU,2012-05-22,2012-05-22,E037D447-4448-4E37-90FB-825FC6825AC7,röstning,"""MP""",1,utskottet,SAKFRÅGAN,HUVUD,CU26,2012-05-22,1963,349,274,21,19,35,t,f,78.51,6.02,10.03,5.44,57.02,1969,19,19,0,0,0,t,f,100.00,0.00,0.00,0.00,84.21
0133282248705,L,GS01LU9,2,2294626,Helena,Bargholtz,1942,FRÅNVARANDE,f,f,LU9,2004/05,Arvsrättsliga frågor,Arvsrätt för kusiner,0,LU,2004-12-02,2006-03-15,F538D946-048C-40D0-B59F-1CF8BF8C2A7D,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,LU9,2004-12-02,1954,349,224,43,0,82,t,f,64.18,12.32,23.50,0.00,53.87,1956,48,38,0,0,10,t,f,79.17,0.00,20.83,0.00,52.08
067992138910,S,GX01UbU10,2,2303839,Peter,Jeppsson,1968,FRÅNVARANDE,f,f,UbU10,2009/10,Forskning och forskarutbildning,Prioriterade strategiska forskningsområden,0,UBU,2010-02-08,2010-02-08,7AD3A2AA-25CD-42C4-99E0-792CF8C53F0D,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,UbU10,2010-02-08,1959,349,143,134,0,72,t,f,40.97,38.40,20.63,0.00,53.30,1959,130,0,98,0,32,f,f,0.00,75.38,24.62,0.00,53.08
069309987221,M,H101TU19,7,2902662,Johan,Hultberg,1985,JA,t,f,TU19,2013/14,Järnvägspolitiska frågor,Resenärsfrågor,0,TU,2014-06-13,2014-06-13,7CFF6C56-4AF2-4371-9CF1-0DF9F5F97E69,röstning,"""S"",""SD""",7,utskottet,SAKFRÅGAN,HUVUD,TU19,2014-06-24,1963,349,161,117,43,28,t,f,46.13,33.52,8.02,12.32,56.45,1964,107,102,0,0,5,t,f,95.33,0.00,4.67,0.00,57.01
