person_id,first_name,last_name,party,committee,committee_org,decision_month,decision_year,decision_month_num,total_decisions,approved_decisions,rejected_decisions,referred_back_decisions,other_decisions,approval_rate,rejection_rate,earliest_decision_date,latest_decision_date
0634917636517,Margareta,Israelsson,S, Avslag,LU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0369212790927,Sofia,Skönnbrink,S,Avslag,JuU,2023-10-01 00:00:00+00,2023,10,2,0,2,0,0,0.00,100.00,2023-10-05,2023-10-05
0183788551910,Åsa,Torstensson,C, Avslag,MJU,2004-01-01 00:00:00+00,2004,1,1,0,1,0,0,0.00,100.00,2004-01-23,2004-01-23
0810673119603,Marianne,Carlström,S, Avslag,NU,2005-10-01 00:00:00+00,2005,10,1,0,1,0,0,0.00,100.00,2005-10-18,2005-10-18
0194498232620,Roza,Güclü Hedin,S, Avslag,AU,2013-01-01 00:00:00+00,2013,1,1,0,1,0,0,0.00,100.00,2013-01-07,2013-01-07
0878075468027,Hillevi,Larsson,S, Avslag,SoU,2004-09-01 00:00:00+00,2004,9,4,0,4,0,0,0.00,100.00,2004-09-27,2004-09-29
0500946976511,Ragnwi,Marcelind,KD, Avslag,TU,2004-09-01 00:00:00+00,2004,9,2,0,2,0,0,0.00,100.00,2004-09-28,2004-09-28
031005479013,Per,Westerberg,M, Avslag,NU,2003-04-01 00:00:00+00,2003,4,1,0,1,0,0,0.00,100.00,2003-04-04,2003-04-04
0698785853314,Agneta,Ringman,S, Avslag,SfU,2002-10-01 00:00:00+00,2002,10,1,0,1,0,0,0.00,100.00,2002-10-23,2002-10-23
0823142696709,Lisbeth,Staaf-Igelström,S,delvis bifall,UbU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0835507837915,LiseLotte,Olsson,V, Avslag,KrU,2009-09-01 00:00:00+00,2009,9,1,0,1,0,0,0.00,100.00,2009-09-29,2009-09-29
0792474127508,Karl Gustav,Abramsson,S, Avslag,JuU,2009-03-01 00:00:00+00,2009,3,2,0,2,0,0,0.00,100.00,2009-03-02,2009-03-26
048970816012,Eva-Lena,Jansson,S,Avslag,TU,2016-10-01 00:00:00+00,2016,10,1,0,1,0,0,0.00,100.00,2016-10-04,2016-10-04
0782242286018,Gunnar,Axén,M, Avslag,LU,2004-10-01 00:00:00+00,2004,10,1,0,1,0,0,0.00,100.00,2004-10-06,2004-10-06
0747852417614,Maria,Stenberg,S, Avslag,UbU,2007-10-01 00:00:00+00,2007,10,5,0,5,0,0,0.00,100.00,2007-10-04,2007-10-05
0572788110724,Maria,Malmer Stenergard,M,Avslag,SkU,2016-12-01 00:00:00+00,2016,12,1,0,1,0,0,0.00,100.00,2016-12-14,2016-12-14
0480007629014,Michael,Hagberg,S, Avslag,UU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-19,2007-10-19
0956595590924,Tobias,Billström,M, Avslag,UbU,2004-05-01 00:00:00+00,2004,5,1,0,1,0,0,0.00,100.00,2004-05-13,2004-05-13
0859968278117,Carina,Ohlsson,S, Avslag,LU,2002-10-01 00:00:00+00,2002,10,6,0,6,0,0,0.00,100.00,2002-10-23,2002-10-23
0641486384014,Jan,Lindholm,MP, Avslag,FiU,2012-05-01 00:00:00+00,2012,5,1,0,1,0,0,0.00,100.00,2012-05-02,2012-05-02
0401150407611,Eva,Flyborg,L, Avslag,FöU,2008-10-01 00:00:00+00,2008,10,2,0,2,0,0,0.00,100.00,2008-10-02,2008-10-08
0349986646724,Märta,Stenevi,MP,Avslag,JuU,2025-04-01 00:00:00+00,2025,4,1,0,1,0,0,0.00,100.00,2025-04-11,2025-04-11
0125056691517,Lars-Axel,Nordell,KD,Avslag,KrU,2016-11-01 00:00:00+00,2016,11,1,0,1,0,0,0.00,100.00,2016-11-23,2016-11-23
0628190530410,Ulla,Andersson,V, Avslag,FiU,2013-10-01 00:00:00+00,2013,10,2,0,2,0,0,0.00,100.00,2013-10-18,2013-10-18
0483316376813,Mikael,Odenberg,M, Avslag,NU,2003-04-01 00:00:00+00,2003,4,1,0,1,0,0,0.00,100.00,2003-04-04,2003-04-04
0203334943718,Louise,Malmström,S, Avslag,SkU,2009-10-01 00:00:00+00,2009,10,4,0,4,0,0,0.00,100.00,2009-10-02,2009-10-06
0575413157004,Ingvar,Svensson,KD, Avslag,LU,2006-02-01 00:00:00+00,2006,2,1,0,1,0,0,0.00,100.00,2006-02-01,2006-02-01
0133767709317,Phia,Andersson,S, Avslag,FiU,2010-10-01 00:00:00+00,2010,10,2,0,2,0,0,0.00,100.00,2010-10-26,2010-10-27
0371688419616,Lars,Ohly,V,"",AU,2008-10-01 00:00:00+00,2008,10,2,0,2,0,0,0.00,100.00,2008-10-07,2008-10-07
0537484650407,Bo,Lundgren,M,avslag,AU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
0461756329828,Karin,Granbom Ellison,L, Avslag,KU,2005-10-01 00:00:00+00,2005,10,1,0,1,0,0,0.00,100.00,2005-10-18,2005-10-18
0125056691517,Lars-Axel,Nordell,KD,Avslag,UbU,2016-09-01 00:00:00+00,2016,9,2,0,2,0,0,0.00,100.00,2016-09-29,2016-09-29
0463667731519,Yvonne,Oscarsson,V,bifall,JuU,2000-10-01 00:00:00+00,2000,10,1,0,0,0,1,0.00,0.00,2000-10-05,2000-10-05
031414803913,Maria,Wetterstrand,MP, Avslag,UU,2008-10-01 00:00:00+00,2008,10,2,0,2,0,0,0.00,100.00,2008-10-08,2008-10-14
0542160909628,Andreas,Carlson,KD, Avslag,UbU,2010-10-01 00:00:00+00,2010,10,8,0,8,0,0,0.00,100.00,2010-10-21,2010-10-28
0820673454606,Inger,Davidson,KD,Avslag,UbU,2001-10-01 00:00:00+00,2001,10,14,0,0,0,14,0.00,0.00,2001-10-03,2001-10-05
0544046588414,Jan-Olof,Larsson,S, Avslag,SfU,2005-09-01 00:00:00+00,2005,9,1,0,1,0,0,0.00,100.00,2005-09-22,2005-09-22
058426570914,Sven,Bergström,C, Avslag,UU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-05,2007-10-05
0236004923301,Gudrun,Schyman,V,avslag,KU,2000-10-01 00:00:00+00,2000,10,5,0,0,0,5,0.00,0.00,2000-10-05,2000-10-05
0191823608408,Ulla-Britt,Hagström,KD,Avslag,TU,2001-10-01 00:00:00+00,2001,10,13,0,0,0,13,0.00,0.00,2001-10-05,2001-10-18
0542160909628,Andreas,Carlson,KD, Avslag,MJU,2012-12-01 00:00:00+00,2012,12,1,0,1,0,0,0.00,100.00,2012-12-10,2012-12-10
0970427364222,Anna,Wallén,S, Avslag,NU,2013-12-01 00:00:00+00,2013,12,4,0,4,0,0,0.00,100.00,2013-12-05,2013-12-10
0427127522211,Lena,Adelsohn Liljeroth,M, Avslag,KrU,2005-04-01 00:00:00+00,2005,4,1,0,1,0,0,0.00,100.00,2005-04-06,2005-04-06
0542160909628,Andreas,Carlson,KD, Avslag,UbU,2011-10-01 00:00:00+00,2011,10,4,0,4,0,0,0.00,100.00,2011-10-03,2011-10-05
0785143384002,Rolf,Gunnarsson,M, Avslag,UbU,2003-10-01 00:00:00+00,2003,10,5,0,5,0,0,0.00,100.00,2003-10-07,2003-10-07
0133767709317,Phia,Andersson,S, Avslag,UbU,2008-09-01 00:00:00+00,2008,9,1,0,1,0,0,0.00,100.00,2008-09-30,2008-09-30
0783069490115,Mirja,Räihä,S,Avslag,AU,2024-10-01 00:00:00+00,2024,10,5,0,5,0,0,0.00,100.00,2024-10-03,2024-10-03
0468765214727,Yasmine,Posio,V,Avslag,FöU,2017-10-01 00:00:00+00,2017,10,1,0,1,0,0,0.00,100.00,2017-10-04,2017-10-04
0274710563201,Agne,Hansson,C, Avslag,JuU,2005-02-01 00:00:00+00,2005,2,2,0,2,0,0,0.00,100.00,2005-02-10,2005-02-24
0515990253512,Yilmaz,Kerimo,S,"",KU,2009-10-01 00:00:00+00,2009,10,1,0,1,0,0,0.00,100.00,2009-10-07,2009-10-07
0534056896314,Lars,Gustafsson,KD, Avslag,MJU,2002-10-01 00:00:00+00,2002,10,4,0,4,0,0,0.00,100.00,2002-10-23,2002-10-23
0937688366013,Peter,Hultqvist,S,Avslag,UU,2024-10-01 00:00:00+00,2024,10,1,0,1,0,0,0.00,100.00,2024-10-03,2024-10-03
0462699892622,Maria,Ferm,MP, Avslag,NU,2013-10-01 00:00:00+00,2013,10,2,0,2,0,0,0.00,100.00,2013-10-07,2013-10-29
0803753212716,Richard,Jomshof,SD, Avslag,SoU,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0.00,100.00,2014-01-10,2014-01-10
0970427364222,Anna,Wallén,S,"",SoU,2012-10-01 00:00:00+00,2012,10,1,0,1,0,0,0.00,100.00,2012-10-02,2012-10-02
0521844714515,Christina,Höj Larsen,V,Avslag,SfU,2014-10-01 00:00:00+00,2014,10,2,0,2,0,0,0.00,100.00,2014-10-22,2014-10-27
0964379974219,Christina,Zedell,S, Avslag,TU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-05,2007-10-05
0782242286018,Gunnar,Axén,M, Avslag,TU,2003-10-01 00:00:00+00,2003,10,3,0,3,0,0,0.00,100.00,2003-10-07,2003-10-07
0381918573217,Michael,Svensson,M,Avslag,NU,2016-10-01 00:00:00+00,2016,10,3,0,3,0,0,0.00,100.00,2016-10-03,2016-10-05
0517869568019,Mikael,Johansson,MP,Avslag,JuU,2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0.00,0.00,2002-01-18,2002-01-18
0325462829512,Christina,Tapper Östberg,SD,Avslag,FiU,2016-04-01 00:00:00+00,2016,4,1,0,1,0,0,0.00,100.00,2016-04-27,2016-04-27
0482927154110,Leif,Jakobsson,S, Avslag,FiU,2011-05-01 00:00:00+00,2011,5,1,0,1,0,0,0.00,100.00,2011-05-02,2011-05-02
0251617324715,Katarina,Köhler,S,Avslag,NU,2014-11-01 00:00:00+00,2014,11,2,0,2,0,0,0.00,100.00,2014-11-06,2014-11-10
0246927519019,Karin,Rågsjö,V,Avslag,KU,2017-09-01 00:00:00+00,2017,9,1,0,1,0,0,0.00,100.00,2017-09-19,2017-09-19
0893004490313,Cecilia,Widegren,M, Avslag,FöU,2007-10-01 00:00:00+00,2007,10,2,0,2,0,0,0.00,100.00,2007-10-01,2007-10-05
0200003128803,Lennart,Daléus,C,avslag,NU,2000-10-01 00:00:00+00,2000,10,4,0,0,0,4,0.00,0.00,2000-10-05,2000-10-18
0584386800218,Gunnar,Hökmark,M, Avslag,UbU,2003-10-01 00:00:00+00,2003,10,1,0,1,0,0,0.00,100.00,2003-10-07,2003-10-07
0860429409414,Désirée,Pethrus,KD, Avslag,JuU,2012-12-01 00:00:00+00,2012,12,1,0,1,0,0,0.00,100.00,2012-12-14,2012-12-14
0820673454606,Inger,Davidson,KD, Avslag,SoU,2002-10-01 00:00:00+00,2002,10,9,0,9,0,0,0.00,100.00,2002-10-23,2002-10-23
0641486384014,Jan,Lindholm,MP, Bifall,TU,2013-01-01 00:00:00+00,2013,1,1,1,0,0,0,100.00,0.00,2013-01-08,2013-01-08
0251617324715,Katarina,Köhler,S, Avslag,UU,2007-10-01 00:00:00+00,2007,10,1,0,1,0,0,0.00,100.00,2007-10-03,2007-10-03
0469084171710,Ulrika,Westerlund,MP,Avslag,SoU,2022-10-01 00:00:00+00,2022,10,2,0,2,0,0,0.00,100.00,2022-10-11,2022-10-11
0975579292417,Monica,Green,S, Avslag,AU,2010-10-01 00:00:00+00,2010,10,5,0,5,0,0,0.00,100.00,2010-10-26,2010-10-27
0697255175510,Willy,Söderdahl,V,Avslag,JuU,2002-02-01 00:00:00+00,2002,2,1,0,0,0,1,0.00,0.00,2002-02-06,2002-02-06
0708565346310,Anne,Ludvigsson,S, Avslag,SoU,2005-10-01 00:00:00+00,2005,10,1,0,1,0,0,0.00,100.00,2005-10-03,2005-10-03
0936723349517,Christer,Engelhardt,S, Avslag,FöU,2005-09-01 00:00:00+00,2005,9,1,0,1,0,0,0.00,100.00,2005-09-29,2005-09-29
0708483204009,Lennart,Klockare,S, Avslag,UU,2005-10-01 00:00:00+00,2005,10,3,0,3,0,0,0.00,100.00,2005-10-04,2005-10-04
0624040854527,Emma,Berginger,MP,Avslag,JuU,2023-10-01 00:00:00+00,2023,10,1,0,1,0,0,0.00,100.00,2023-10-05,2023-10-05
0198917587520,Maj,Karlsson,V,Avslag,SoU,2019-01-01 00:00:00+00,2019,1,1,0,1,0,0,0.00,100.00,2019-01-31,2019-01-31
0327857385513,Kenneth,Johansson,C, Avslag,FiU,2006-05-01 00:00:00+00,2006,5,1,0,1,0,0,0.00,100.00,2006-05-10,2006-05-10
0401150407611,Eva,Flyborg,L, Avslag,NU,2005-10-01 00:00:00+00,2005,10,3,0,3,0,0,0.00,100.00,2005-10-03,2005-10-25
0681030112815,Peter,Helander,C,Bifall,MJU,2021-09-01 00:00:00+00,2021,9,1,1,0,0,0,100.00,0.00,2021-09-30,2021-09-30
0803753212716,Richard,Jomshof,SD,Avslag,KU,2014-11-01 00:00:00+00,2014,11,1,0,1,0,0,0.00,100.00,2014-11-10,2014-11-10
0780069612618,Göran,S Persson,S, Avslag,JuU,2008-10-01 00:00:00+00,2008,10,2,0,2,0,0,0.00,100.00,2008-10-06,2008-10-08
0559652845303,Jarl,Lander,S,avslag,SkU,2000-10-01 00:00:00+00,2000,10,2,0,0,0,2,0.00,0.00,2000-10-05,2000-10-05
0252067342313,Åsa,Lindestam,S, Avslag,SoU,2014-06-01 00:00:00+00,2014,6,1,0,1,0,0,0.00,100.00,2014-06-16,2014-06-16
0590042760718,Annicka,Engblom,M, Avslag,SkU,2012-12-01 00:00:00+00,2012,12,1,0,1,0,0,0.00,100.00,2012-12-13,2012-12-13
0874331493311,Helena,Frisk,S, Avslag,CU,2006-10-01 00:00:00+00,2006,10,2,0,2,0,0,0.00,100.00,2006-10-31,2006-10-31
0522460069116,Cecilia,Magnusson,M, Avslag,SkU,2008-09-01 00:00:00+00,2008,9,1,0,1,0,0,0.00,100.00,2008-09-26,2008-09-26
0781520322912,Jörgen,Hellman,S, Avslag,SoU,2014-01-01 00:00:00+00,2014,1,1,0,1,0,0,0.00,100.00,2014-01-21,2014-01-21
0556347007015,Peter,Pedersen,V, Avslag,SfU,2002-10-01 00:00:00+00,2002,10,1,0,1,0,0,0.00,100.00,2002-10-23,2002-10-23
09812885803,Jan,Ertsborn,L, Avslag,JuU,2005-01-01 00:00:00+00,2005,1,1,0,1,0,0,0.00,100.00,2005-01-20,2005-01-20
0124035957411,Kent,Persson,V, Avslag,UbU,2006-11-01 00:00:00+00,2006,11,2,0,2,0,0,0.00,100.00,2006-11-01,2006-11-02
08644719105,Anna,Lilliehöök,M, Avslag,SfU,2005-01-01 00:00:00+00,2005,1,1,0,1,0,0,0.00,100.00,2005-01-21,2005-01-21
0446541913415,Allan,Widman,L,Avslag,JuU,2015-09-01 00:00:00+00,2015,9,1,0,1,0,0,0.00,100.00,2015-09-25,2015-09-25
