id,born_year,election_region,first_name,gender,hangar_guid,image_url_192,image_url_80,image_url_max,last_name,party,person_url_xml,place,status,person_assignment_data_perso_0,person_detail_data_person_da_0
0987246082523,1978,Västra Götalands läns västra,Paula,KVINNA,f42acab0-de5d-4849-a843-c1d48028193e,https://data.riksdagen.se/filarkiv/bilder/ledamot/8d3bb6de-ab72-465c-8060-f0104da40b4e_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/8d3bb6de-ab72-465c-8060-f0104da40b4e_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/8d3bb6de-ab72-465c-8060-f0104da40b4e_max.jpg,Örn,S,https://data.riksdagen.se/person/8d3bb6de-ab72-465c-8060-f0104da40b4e,"",Tillgänglig ersättare,26236,26257
0603753860213,1971,Skåne läns västra,Carina,KVINNA,6d36e276-c74a-4c9d-921a-b84566170aed,https://data.riksdagen.se/filarkiv/bilder/ledamot/96fd915b-03e4-436a-9fbd-879f0737d828_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/96fd915b-03e4-436a-9fbd-879f0737d828_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/96fd915b-03e4-436a-9fbd-879f0737d828_max.jpg,Ståhl Herrstedt,SD,https://data.riksdagen.se/person/96fd915b-03e4-436a-9fbd-879f0737d828,"",Avgången riksdagsledamot,5493,5539
0910241260018,1965,Skåne läns västra,Kent,MAN,486279df-060e-4b80-ab8f-837162c5edc5,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32650-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32650-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32650-83e4-11d4-ae60-0050040c9b55_max.jpg,Härstedt,S,https://data.riksdagen.se/person/d7c32650-83e4-11d4-ae60-0050040c9b55,"",Tidigare riksdagsledamot,46161,46234
0859721748313,1966,Kalmar län,Jörgen,MAN,37081448-c4ee-407a-986b-5e39abd93838,https://data.riksdagen.se/filarkiv/bilder/ledamot/b8c3d066-2004-4f19-8b33-8089d8bdd45e_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b8c3d066-2004-4f19-8b33-8089d8bdd45e_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b8c3d066-2004-4f19-8b33-8089d8bdd45e_max.jpg,Andersson,M,https://data.riksdagen.se/person/b8c3d066-2004-4f19-8b33-8089d8bdd45e,"",Tidigare riksdagsledamot,10790,10798
0177639310807,1935,"",Anders,MAN,f84298cd-bd64-45ca-b8e6-97f770f56464,https://data.riksdagen.se/filarkiv/bilder/ledamot/f1303c53-ef84-4558-adfa-774ba178ce63_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f1303c53-ef84-4558-adfa-774ba178ce63_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f1303c53-ef84-4558-adfa-774ba178ce63_max.jpg,Nilsson,S,https://data.riksdagen.se/person/f1303c53-ef84-4558-adfa-774ba178ce63,"",Tidigare riksdagsledamot,45590,45605
38b894c6-aa1c-4e78-b56b-c7ef9ff488de,1913,Södermanlands län,Sven,MAN,38b894c6-aa1c-4e78-b56b-c7ef9ff488de,https://data.riksdagen.se/filarkiv/bilder/ledamot/38b894c6-aa1c-4e78-b56b-c7ef9ff488de_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/38b894c6-aa1c-4e78-b56b-c7ef9ff488de_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/38b894c6-aa1c-4e78-b56b-c7ef9ff488de_max.jpg,Wedén,L,https://data.riksdagen.se/person/38b894c6-aa1c-4e78-b56b-c7ef9ff488de,"",Inga uppdrag,20114,20115
0135054091316,1972,Stockholms län,Metin,MAN,7f672e5b-19fa-41c0-ac56-7a317402e24f,https://data.riksdagen.se/filarkiv/bilder/ledamot/b41796f5-6383-4d19-ac18-835d0f2748da_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b41796f5-6383-4d19-ac18-835d0f2748da_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b41796f5-6383-4d19-ac18-835d0f2748da_max.jpg,Ataseven,M,https://data.riksdagen.se/person/b41796f5-6383-4d19-ac18-835d0f2748da,"",Tidigare riksdagsledamot,14360,14382
0823175828602,1926,"",Ulla,KVINNA,5e11bf0d-1048-456b-b8a7-70ef833db9eb,https://data.riksdagen.se/filarkiv/bilder/ledamot/dc364cce-6529-44d4-9641-63811417d6dd_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/dc364cce-6529-44d4-9641-63811417d6dd_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/dc364cce-6529-44d4-9641-63811417d6dd_max.jpg,Orring,FP,https://data.riksdagen.se/person/dc364cce-6529-44d4-9641-63811417d6dd,"",Tidigare riksdagsledamot,45451,45459
0573810408500,1938,"",Gudrun,KVINNA,9ad978c7-b86d-4278-8487-be5ee7986263,https://data.riksdagen.se/filarkiv/bilder/ledamot/32761a0a-1230-42b7-aa34-d3e8c5c98fec_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/32761a0a-1230-42b7-aa34-d3e8c5c98fec_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/32761a0a-1230-42b7-aa34-d3e8c5c98fec_max.jpg,Norberg,L,https://data.riksdagen.se/person/32761a0a-1230-42b7-aa34-d3e8c5c98fec,"",Tidigare riksdagsledamot,25304,25316
0469084171710,1972,Stockholms kommun,Ulrika,KVINNA,b27ed7e1-495e-41ae-9bbb-b5649abd48b5,https://data.riksdagen.se/filarkiv/bilder/ledamot/248bc1d8-761c-48b4-9979-7fed912abba7_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/248bc1d8-761c-48b4-9979-7fed912abba7_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/248bc1d8-761c-48b4-9979-7fed912abba7_max.jpg,Westerlund,MP,https://data.riksdagen.se/person/248bc1d8-761c-48b4-9979-7fed912abba7,"",Tjänstgörande riksdagsledamot,20639,20650
0115057914316,1954,Västerbottens län,Lars,MAN,b70e6c85-728c-4ced-bc7b-4b0625e73604,https://data.riksdagen.se/filarkiv/bilder/ledamot/3479a2f2-ba37-11d5-ae2a-0050040c9bc9_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3479a2f2-ba37-11d5-ae2a-0050040c9bc9_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3479a2f2-ba37-11d5-ae2a-0050040c9bc9_max.jpg,Lilja,S,https://data.riksdagen.se/person/3479a2f2-ba37-11d5-ae2a-0050040c9bc9,"",Tidigare riksdagsledamot,10484,10508
0393583311409,1945,Västernorrlands län,Lars,MAN,2f790b2a-7918-47f7-a976-d0e0886659de,https://data.riksdagen.se/filarkiv/bilder/ledamot/3fe2f3dc-a3d7-4f71-a089-2750a8686923_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3fe2f3dc-a3d7-4f71-a089-2750a8686923_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/3fe2f3dc-a3d7-4f71-a089-2750a8686923_max.jpg,Lindén,KD,https://data.riksdagen.se/person/3fe2f3dc-a3d7-4f71-a089-2750a8686923,"",Avliden  2023-01-05,6418,6441
c29a17cc-f0df-47d3-b0c4-741040bb17bf,1905,Stockholms län,Erik,MAN,c29a17cc-f0df-47d3-b0c4-741040bb17bf,https://data.riksdagen.se/filarkiv/bilder/ledamot/c29a17cc-f0df-47d3-b0c4-741040bb17bf_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c29a17cc-f0df-47d3-b0c4-741040bb17bf_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c29a17cc-f0df-47d3-b0c4-741040bb17bf_max.jpg,Grebäck,C,https://data.riksdagen.se/person/c29a17cc-f0df-47d3-b0c4-741040bb17bf,"",Inga uppdrag,26076,26077
0761548559113,1958,Skåne läns västra,Christin,KVINNA,0346356a-d970-4b8b-8783-744beadf34fe,https://data.riksdagen.se/filarkiv/bilder/ledamot/64c09856-f62d-4bbd-9126-0c8247d8b879_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/64c09856-f62d-4bbd-9126-0c8247d8b879_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/64c09856-f62d-4bbd-9126-0c8247d8b879_max.jpg,Hagberg,S,https://data.riksdagen.se/person/64c09856-f62d-4bbd-9126-0c8247d8b879,"",Tidigare riksdagsledamot,23405,23427
2ca68130-87cf-412e-b6f9-d4834c0a2792,1924,Älvsborgs läns norr,Kerstin,KVINNA,2ca68130-87cf-412e-b6f9-d4834c0a2792,https://data.riksdagen.se/filarkiv/bilder/ledamot/2ca68130-87cf-412e-b6f9-d4834c0a2792_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/2ca68130-87cf-412e-b6f9-d4834c0a2792_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/2ca68130-87cf-412e-b6f9-d4834c0a2792_max.jpg,Andersson,C,https://data.riksdagen.se/person/2ca68130-87cf-412e-b6f9-d4834c0a2792,"",Inga uppdrag,51790,51791
0566638963807,1932,"",Göthe,MAN,71943f2d-d939-4b7b-b2a5-76744051072f,https://data.riksdagen.se/filarkiv/bilder/ledamot/458283a0-aa2f-42fc-8111-61d717139152_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/458283a0-aa2f-42fc-8111-61d717139152_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/458283a0-aa2f-42fc-8111-61d717139152_max.jpg,Knutson,M,https://data.riksdagen.se/person/458283a0-aa2f-42fc-8111-61d717139152,"",Tidigare riksdagsledamot,22408,22428
0538404901718,1972,Stockholms län,Malin,KVINNA,5d790ca6-667c-43e0-b2e5-e8306c5bc346,https://data.riksdagen.se/filarkiv/bilder/ledamot/8d77a016-bb2b-4400-b893-c9ed0d601c9e_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/8d77a016-bb2b-4400-b893-c9ed0d601c9e_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/8d77a016-bb2b-4400-b893-c9ed0d601c9e_max.jpg,Löfsjögård,M,https://data.riksdagen.se/person/8d77a016-bb2b-4400-b893-c9ed0d601c9e,"",Tidigare riksdagsledamot,42484,42494
c11114e3-4058-4d99-baeb-79ec12eb0312,1913,Västerbottens län,Sigvard,MAN,c11114e3-4058-4d99-baeb-79ec12eb0312,https://data.riksdagen.se/filarkiv/bilder/ledamot/c11114e3-4058-4d99-baeb-79ec12eb0312_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c11114e3-4058-4d99-baeb-79ec12eb0312_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c11114e3-4058-4d99-baeb-79ec12eb0312_max.jpg,Larsson,L,https://data.riksdagen.se/person/c11114e3-4058-4d99-baeb-79ec12eb0312,"",Inga uppdrag,52148,52149
0489579494909,1935,"",Erik,MAN,d351f4b2-4f2a-42d6-a52d-4561b2e0e766,https://data.riksdagen.se/filarkiv/bilder/ledamot/c6665c5b-a39b-4d88-86c6-40dda1372273_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c6665c5b-a39b-4d88-86c6-40dda1372273_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/c6665c5b-a39b-4d88-86c6-40dda1372273_max.jpg,Janson,S,https://data.riksdagen.se/person/c6665c5b-a39b-4d88-86c6-40dda1372273,"",Tidigare riksdagsledamot,7817,7819
069309987221,1985,Västra Götalands läns norra,Johan,MAN,abae3465-b872-42c4-9b51-2ab53422ed78,https://data.riksdagen.se/filarkiv/bilder/ledamot/31ae8846-ad0b-4ff2-aaf7-72b398d1fb5a_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/31ae8846-ad0b-4ff2-aaf7-72b398d1fb5a_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/31ae8846-ad0b-4ff2-aaf7-72b398d1fb5a_max.jpg,Hultberg,M,https://data.riksdagen.se/person/31ae8846-ad0b-4ff2-aaf7-72b398d1fb5a,"",Tjänstgörande riksdagsledamot,31448,31500
0373453467292,1921,"",Gunnel,KVINNA,9c68d929-5fc8-4c24-83d3-a2ec0680bcd3,https://data.riksdagen.se/filarkiv/bilder/ledamot/020002b4-615b-462a-b76e-c03008f64bcf_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/020002b4-615b-462a-b76e-c03008f64bcf_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/020002b4-615b-462a-b76e-c03008f64bcf_max.jpg,Jonäng,C,https://data.riksdagen.se/person/020002b4-615b-462a-b76e-c03008f64bcf,"",Tidigare riksdagsledamot,27787,27794
e76d0666-2c64-4a79-b1ce-6ad8ece77e69,1911,Kalmar län,Lars,MAN,e76d0666-2c64-4a79-b1ce-6ad8ece77e69,https://data.riksdagen.se/filarkiv/bilder/ledamot/e76d0666-2c64-4a79-b1ce-6ad8ece77e69_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/e76d0666-2c64-4a79-b1ce-6ad8ece77e69_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/e76d0666-2c64-4a79-b1ce-6ad8ece77e69_max.jpg,Schött,H - M,https://data.riksdagen.se/person/e76d0666-2c64-4a79-b1ce-6ad8ece77e69,"",Inga uppdrag,53142,53143
0980247880005,1929,"",Olle,MAN,cc576825-976c-4e55-a446-fbfe0345718c,https://data.riksdagen.se/filarkiv/bilder/ledamot/2ca560a2-f02c-4cdd-bd49-96a4d942d905_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/2ca560a2-f02c-4cdd-bd49-96a4d942d905_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/2ca560a2-f02c-4cdd-bd49-96a4d942d905_max.jpg,Göransson,S,https://data.riksdagen.se/person/2ca560a2-f02c-4cdd-bd49-96a4d942d905,"",Avliden  2021-07-31,37835,37844
0599390849728,1987,Hallands län,Jeff,MAN,3dc35801-6647-4979-a712-1570ff19f185,https://data.riksdagen.se/filarkiv/bilder/ledamot/291f0b9f-45e2-4554-ab3d-206e276f2846_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/291f0b9f-45e2-4554-ab3d-206e276f2846_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/291f0b9f-45e2-4554-ab3d-206e276f2846_max.jpg,Ahl,-,https://data.riksdagen.se/person/291f0b9f-45e2-4554-ab3d-206e276f2846,"",Tidigare riksdagsledamot,27232,27251
0924947945722,1980,Stockholms län,Maryam,KVINNA,5974ae06-6ce7-4f6f-b54c-49edd25f2201,https://data.riksdagen.se/filarkiv/bilder/ledamot/0bb7639c-528b-45c5-b02c-d03ea13658f2_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/0bb7639c-528b-45c5-b02c-d03ea13658f2_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/0bb7639c-528b-45c5-b02c-d03ea13658f2_max.jpg,Yazdanfar,S,https://data.riksdagen.se/person/0bb7639c-528b-45c5-b02c-d03ea13658f2,"",Tidigare riksdagsledamot,11602,11627
0274590687101,1938,"",Karl-Gösta,MAN,fbd8a7d6-c04d-4644-b983-818fa9f94028,https://data.riksdagen.se/filarkiv/bilder/ledamot/e8a2d39f-c10c-4094-a42b-dff66e19c6ed_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/e8a2d39f-c10c-4094-a42b-dff66e19c6ed_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/e8a2d39f-c10c-4094-a42b-dff66e19c6ed_max.jpg,Svenson,M,https://data.riksdagen.se/person/e8a2d39f-c10c-4094-a42b-dff66e19c6ed,"",Tidigare riksdagsledamot,25929,26003
0973782197017,1967,Uppsala län,Mikael,MAN,312f9f36-69fb-4f31-beb5-8ed4575ff388,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c3256b-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c3256b-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c3256b-83e4-11d4-ae60-0050040c9b55_max.jpg,Oscarsson,KD,https://data.riksdagen.se/person/d7c3256b-83e4-11d4-ae60-0050040c9b55,"",Tjänstgörande riksdagsledamot,54708,54802
9fc72eb9-8be6-4483-b88b-a51550218107,1919,Stockholms län,Sture,MAN,9fc72eb9-8be6-4483-b88b-a51550218107,https://data.riksdagen.se/filarkiv/bilder/ledamot/9fc72eb9-8be6-4483-b88b-a51550218107_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9fc72eb9-8be6-4483-b88b-a51550218107_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9fc72eb9-8be6-4483-b88b-a51550218107_max.jpg,Palm,S,https://data.riksdagen.se/person/9fc72eb9-8be6-4483-b88b-a51550218107,"",Inga uppdrag,56487,56488
0488332307829,1992,Stockholms län,Abraham,MAN,16f4e5e3-950e-46b5-809e-4cf852e1f137,https://data.riksdagen.se/filarkiv/bilder/ledamot/4f8c750f-e0e5-4011-bfda-31a41f4b5996_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/4f8c750f-e0e5-4011-bfda-31a41f4b5996_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/4f8c750f-e0e5-4011-bfda-31a41f4b5996_max.jpg,Halef,S,https://data.riksdagen.se/person/4f8c750f-e0e5-4011-bfda-31a41f4b5996,"",Tillgänglig ersättare,49013,49019
0433422973328,1992,Gävleborgs län,Kristoffer,MAN,e937829e-99e7-4037-a34a-4768c4ac5266,https://data.riksdagen.se/filarkiv/bilder/ledamot/9842d41a-513d-4030-9799-7a44b6d775ce_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9842d41a-513d-4030-9799-7a44b6d775ce_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9842d41a-513d-4030-9799-7a44b6d775ce_max.jpg,Lindberg,S,https://data.riksdagen.se/person/9842d41a-513d-4030-9799-7a44b6d775ce,"",Tjänstgörande riksdagsledamot,53362,53368
0641996868011,1953,Skåne läns västra,Ann,KVINNA,df22609a-7ca8-4247-9c22-66e083aad117,https://data.riksdagen.se/filarkiv/bilder/ledamot/9d17f2d7-61b7-4aba-a9fd-3cdcf006d18b_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9d17f2d7-61b7-4aba-a9fd-3cdcf006d18b_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/9d17f2d7-61b7-4aba-a9fd-3cdcf006d18b_max.jpg,Arleklo,S,https://data.riksdagen.se/person/9d17f2d7-61b7-4aba-a9fd-3cdcf006d18b,"",Tidigare riksdagsledamot,33477,33510
0204145974808,1925,"",Jerzy,MAN,58903b85-050d-4e1b-bb34-728b1434f6cd,https://data.riksdagen.se/filarkiv/bilder/ledamot/ad900f76-8ee0-44a1-a639-a2bbf6dfbe77_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ad900f76-8ee0-44a1-a639-a2bbf6dfbe77_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ad900f76-8ee0-44a1-a639-a2bbf6dfbe77_max.jpg,Einhorn,KD,https://data.riksdagen.se/person/ad900f76-8ee0-44a1-a639-a2bbf6dfbe77,"",Avliden  2000-04-28,44174,44181
