person_id,first_name,last_name,party,born_year,gender,status,election_region,total_votes,yes_percentage,no_percentage,absence_rate,rebel_rate,success_rate,voting_days,first_vote_date,last_vote_date,voting_participation_rate,loyalty_rate,voting_consistency_score,analysis_comment
0798417016112,Kristina,Zakrisson,S,1956,KVINNA,Tidigare riksdagsledamot,Norrbottens län,1110169,56.59,22.17,17.27,0.06,59.23,9,2002-01-01,2010-01-01,82.73,99.94,59.19,Generally aligned
0956595590924,Tobias,Billström,M,1973,MAN,Avgången riksdagsledamot,Stockholms län,2083181,53.65,16.11,24.80,0.05,42.27,14,2002-01-01,2022-01-01,75.20,99.95,42.25,Generally aligned
0681085425612,Per,Rosengren,V,1951,MAN,Tidigare riksdagsledamot,Västra Götalands läns östra,681946,58.76,19.29,17.03,0.26,51.23,5,2002-01-01,2006-01-01,82.97,99.74,51.10,Generally aligned
0463955388312,Bengt-Anders,Johansson,M,1951,MAN,Tidigare riksdagsledamot,Jönköpings län,1810263,58.97,21.55,15.30,0.08,71.55,13,2002-01-01,2014-01-01,84.70,99.92,71.49,Often on winning side
0741225202024,Meeri,Wasberg,S,1973,KVINNA,Tidigare riksdagsledamot,Stockholms län,509191,61.98,21.09,12.59,0.00,44.62,6,2009-01-01,2014-01-01,87.41,100.00,44.62,Generally aligned
0341604836310,Karin,Engdahl,S,1972,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns norra,36994,59.79,21.56,12.88,0.00,67.92,1,2022-01-01,2022-01-01,87.12,100.00,67.92,Generally aligned
0319703582208,Björn,Hamilton,M,1945,MAN,Tidigare riksdagsledamot,Stockholms län,1154143,56.46,22.36,17.25,0.09,63.83,9,2002-01-01,2010-01-01,82.75,99.91,63.77,Generally aligned
0600928907216,Carina,Hägg,S,1957,KVINNA,Tidigare riksdagsledamot,Jönköpings län,1810263,58.97,21.55,15.30,0.17,43.42,13,2002-01-01,2014-01-01,84.70,99.83,43.35,Generally aligned
a47ab33b-610b-46cf-8d57-d82b0f753d04,Olle,Wästberg,L,1945,MAN,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0320093489709,Rolf L,Nilson,V,1945,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0747484716698,Rune,Ångström,L,1923,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0517869568019,Mikael,Johansson,MP,1960,MAN,Tidigare riksdagsledamot,Örebro län,1154143,56.46,22.36,17.25,0.15,51.29,9,2002-01-01,2010-01-01,82.75,99.85,51.21,Generally aligned
23fda174-e940-4cd1-961f-620307edc6d4,Thorbjörn,Fälldin,C,1926,MAN,Inga uppdrag,Västernorrlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0502490570219,Kristina,Axén Olin,M,1962,KVINNA,Tjänstgörande riksdagsledamot,Stockholms kommun,1082947,46.27,13.93,33.26,0.00,52.69,8,2018-01-01,2025-01-01,66.74,100.00,52.69,Frequently absent
0560258077929,Bino,Drummond,M,1982,MAN,Tidigare ersättare,Stockholms län,448116,64.39,18.95,11.94,0.00,90.19,3,2012-01-01,2014-01-01,88.06,100.00,90.19,Often on winning side
0827298177012,Maria,Östberg Svanelind,S,1958,KVINNA,Tidigare ersättare,Stockholms kommun,57585,56.42,22.66,18.53,0.00,39.39,1,2007-01-01,2007-01-01,81.47,100.00,39.39,Generally aligned
a103b396-edf5-48af-afba-9e3a936856fb,Holger,Bergqvist,L,1927,MAN,Inga uppdrag,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0481460392727,Jessica,Wetterling,V,1986,KVINNA,Tjänstgörande riksdagsledamot,Västra Götalands läns västra,1083225,46.27,13.93,33.25,0.00,45.31,8,2018-01-01,2025-01-01,66.75,100.00,45.31,Frequently absent
0354810740804,Carl Erik,Hedlund,M,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
