embedded_id_ballot_id,embedded_id_concern,embedded_id_issue,embedded_id_party,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,party_won,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,ballot_type,rm,label,vote_date,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
B1124447-34F9-47CA-8DE8-9560344A15C0,SAKFRÅGAN,4,L,1973,349,189,57,58,45,t,t,f,54.15,16.33,12.89,16.62,53.30,HUVUD,2018/19,SoU13,2019-03-28,1970,19,18,0,0,1,t,f,94.74,0.00,5.26,0.00,57.89
73EA8F32-A292-436B-A8D3-26DC1C00F3D3,SAKFRÅGAN,1,V,1969,349,118,40,135,56,t,f,f,33.81,11.46,16.05,38.68,55.59,HUVUD,2014/15,AU1,2014-12-15,1970,21,0,0,18,3,f,t,0.00,0.00,14.29,85.71,42.86
C2A05A64-B02A-4B71-8607-27F8ED23443F,SAKFRÅGAN,4,KD,1969,349,224,37,15,73,t,t,f,64.18,10.60,20.92,4.30,53.58,HUVUD,2016/17,MJU12,2017-04-06,1968,16,13,0,0,3,t,f,81.25,0.00,18.75,0.00,62.50
24ADA973-7DA8-4C01-9E3C-D524242BB172,SAKFRÅGAN,11,S,1973,349,190,116,16,27,t,t,f,54.44,33.24,7.74,4.58,53.30,HUVUD,2018/19,SoU7,2019-02-27,1972,100,92,0,0,8,t,f,92.00,0.00,8.00,0.00,52.00
8BB3FD7F-216B-4BB9-B3D7-43C2FE5F3143,SAKFRÅGAN,14,SD,1963,349,317,19,0,13,t,t,f,90.83,5.44,3.72,0.00,57.02,HUVUD,2012/13,TU2,2012-12-07,1969,20,18,0,0,2,t,f,90.00,0.00,10.00,0.00,85.00
7D3CF1D9-6F84-45E9-AA79-94B37D1E5AD9,SAKFRÅGAN,3,C,1969,349,294,17,0,38,t,t,f,84.24,4.87,10.89,0.00,53.58,HUVUD,2017/18,KU18,2018-01-17,1967,22,18,0,0,4,t,f,81.82,0.00,18.18,0.00,63.64
B700B9EC-2EB2-47FF-A5BA-DE1EE18719B3,SAKFRÅGAN,5,C,1973,349,285,32,26,6,t,f,f,81.66,9.17,1.72,7.45,52.72,HUVUD,2019/20,UbU8,2020-01-15,1972,31,0,31,0,0,f,f,0.00,100.00,0.00,0.00,64.52
44015167-F152-46AD-99F9-57A9E4D81415,SAKFRÅGAN,14,L,1963,349,172,137,0,40,t,t,f,49.28,39.26,11.46,0.00,57.02,HUVUD,2012/13,KrU1,2012-11-30,1960,24,21,0,0,3,t,f,87.50,0.00,12.50,0.00,62.50
8D6C348C-EEFA-4E66-B014-A97A0279643F,SAKFRÅGAN,5,SD,1963,349,169,125,0,55,t,f,f,48.42,35.82,15.76,0.00,55.30,HUVUD,2013/14,UbU6,2013-11-06,1968,20,0,17,0,3,f,f,0.00,85.00,15.00,0.00,80.00
5D0943D2-B129-4A88-9D09-ED70DAEC99B1,SAKFRÅGAN,20,V,1963,349,148,19,131,51,t,f,f,42.41,5.44,14.61,37.54,55.59,HUVUD,2013/14,KrU3,2013-11-21,1961,19,0,0,15,4,f,t,0.00,0.00,21.05,78.95,47.37
6C1E1A0A-AF30-4B20-9548-3A0259AA5467,SAKFRÅGAN,1,KD,1969,349,217,98,0,34,t,t,f,62.18,28.08,9.74,0.00,54.44,HUVUD,2015/16,SkU25,2016-06-21,1968,16,14,0,0,2,t,f,87.50,0.00,12.50,0.00,62.50
6072EDAB-4740-484C-B958-B0259A49C46E,SAKFRÅGAN,1,MP,1963,349,164,128,0,57,t,f,f,46.99,36.68,16.33,0.00,54.73,HUVUD,2011/12,NU6,2011-11-15,1964,25,0,22,0,3,f,f,0.00,88.00,12.00,0.00,52.00
7D99AF96-0676-4C78-9D70-A307B996F7CE,SAKFRÅGAN,1,-,1975,349,245,22,36,46,t,f,f,70.20,6.30,13.18,10.32,52.72,HUVUD,2022/23,SoU18,2023-06-21,1968,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,0.00
3BDB0996-A609-49B2-BAD4-54E933692A7D,SAKFRÅGAN,8,KD,1969,349,262,46,0,41,t,t,f,75.07,13.18,11.75,0.00,55.30,HUVUD,2015/16,MJU7,2016-03-03,1966,16,13,0,0,3,t,f,81.25,0.00,18.75,0.00,62.50
09BF13CE-C1F7-4A9A-B57C-73678498F20B,SAKFRÅGAN,5,C,1969,349,261,45,0,43,t,t,f,74.79,12.89,12.32,0.00,55.01,HUVUD,2014/15,MJU6,2015-03-04,1967,22,17,0,0,5,t,f,77.27,0.00,22.73,0.00,59.09
EE96E919-7B3A-4C07-851D-B2436C570F36,MOTIVFRÅGAN,1,KD,1963,349,278,18,19,34,t,t,f,79.66,5.16,9.74,5.44,55.59,HUVUD,2011/12,JuU10,2011-11-30,1961,19,15,0,0,4,t,f,78.95,0.00,21.05,0.00,57.89
05C2EE8A-2036-448F-A679-83851E553A4E,SAKFRÅGAN,11,MP,1975,349,246,42,15,46,t,f,f,70.49,12.03,13.18,4.30,53.01,HUVUD,2022/23,SoU19,2023-03-29,1976,18,0,0,15,3,f,t,0.00,0.00,16.67,83.33,33.33
47F6F299-521A-4F58-B433-506FF6D5EF75,SAKFRÅGAN,2,V,1963,349,155,103,55,36,t,f,f,44.41,29.51,10.32,15.76,57.02,HUVUD,2012/13,UU8,2012-11-20,1960,19,0,0,14,5,f,t,0.00,0.00,26.32,73.68,42.11
F2303B89-41E3-4B87-9E57-B88DFAC4D528,SAKFRÅGAN,5,L,1963,349,173,141,0,35,t,t,f,49.57,40.40,10.03,0.00,54.73,HUVUD,2010/11,KrU3,2010-11-18,1960,24,21,0,0,3,t,f,87.50,0.00,12.50,0.00,58.33
C2804A33-990E-4C7B-8AD3-4C8EE32175AA,SAKFRÅGAN,4,V,1973,349,40,4,12,293,t,f,f,11.46,1.15,83.95,3.44,53.01,HUVUD,2020/21,FöU7,2021-04-29,1974,27,0,4,0,23,f,f,0.00,14.81,85.19,0.00,29.63
08D443AE-FABF-42DB-A299-EF846C96114F,SAKFRÅGAN,9,C,1975,349,194,93,14,48,t,t,f,55.59,26.65,13.75,4.01,52.44,HUVUD,2023/24,MJU10,2024-04-03,1973,24,21,0,0,3,t,f,87.50,0.00,12.50,0.00,41.67
3FF162B0-BEEA-4529-87C6-2A7E53A789A3,SAKFRÅGAN,2,MP,1959,349,257,15,19,58,t,f,f,73.64,4.30,16.62,5.44,53.01,HUVUD,2009/10,UU15,2010-04-19,1964,19,0,15,0,4,f,f,0.00,78.95,21.05,0.00,57.89
11E0CCA9-64F9-11D7-AEC3-0004755048D1,SAKFRÅGAN,1,L,1954,349,233,50,32,34,t,t,f,66.76,14.33,9.74,9.17,55.30,HUVUD,2002/03,UBU14,2003-04-10,1956,48,41,0,1,6,t,f,85.42,0.00,12.50,2.08,52.08
F8CB8D5D-41E2-4E29-920C-3D11481B3773,SAKFRÅGAN,3,L,1969,349,184,123,0,42,t,f,f,52.72,35.24,12.03,0.00,54.44,HUVUD,2015/16,NU19,2016-05-12,1970,19,0,15,0,4,f,f,0.00,78.95,21.05,0.00,63.16
A3F51322-1222-4841-8AD3-A8A7EA41A5DD,SAKFRÅGAN,1,L,1973,349,32,23,0,294,t,t,f,9.17,6.59,84.24,0.00,51.86,HUVUD,2019/20,AU13,2020-06-03,1971,19,3,0,0,16,t,f,15.79,0.00,84.21,0.00,52.63
D3B2A806-E700-4987-9F04-DCCBCF1B2DAF,SAKFRÅGAN,9,KD,1958,349,146,120,16,67,t,t,f,41.83,34.38,19.20,4.58,53.30,HUVUD,2007/08,MJU18,2008-06-03,1952,24,18,0,0,6,t,f,75.00,0.00,25.00,0.00,54.17
3E96FDB8-047F-40C9-9CCF-A665969209E9,SAKFRÅGAN,7,SD,1963,349,289,19,18,23,t,f,f,82.81,5.44,6.59,5.16,54.73,HUVUD,2010/11,AU1,2010-12-03,1968,20,0,19,0,1,f,f,0.00,95.00,5.00,0.00,90.00
332273CB-32C1-40A2-BAAD-2C4B7F7F4DB4,SAKFRÅGAN,1,M,1973,349,36,18,0,295,t,f,f,10.32,5.16,84.53,0.00,52.44,HUVUD,2019/20,NU12,2020-03-25,1973,70,0,10,0,60,f,f,0.00,14.29,85.71,0.00,45.71
0CCC8A84-5850-4A89-9B5F-B5346A5AF68B,SAKFRÅGAN,3,L,1958,349,148,144,0,57,t,t,f,42.41,41.26,16.33,0.00,53.30,HUVUD,2007/08,UU6,2008-04-25,1960,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,46.43
BDF782BD-AE9D-49AA-9C8D-0D7742D14946,SAKFRÅGAN,2,M,1969,349,274,19,15,41,t,t,f,78.51,5.44,11.75,4.30,53.87,HUVUD,2017/18,CU1,2017-11-29,1968,83,74,0,0,9,t,f,89.16,0.00,10.84,0.00,49.40
C195AD2B-27F2-466D-A226-34057808D86E,SAKFRÅGAN,3,V,1970,349,235,36,20,58,t,f,f,67.34,10.32,16.62,5.73,54.44,HUVUD,2017/18,SoU13,2018-03-21,1972,21,0,0,20,1,f,t,0.00,0.00,4.76,95.24,38.10
4131A72F-F30A-4E92-92C5-B3AA35442EFC,SAKFRÅGAN,4,C,1958,349,166,125,4,54,t,t,f,47.56,35.82,15.47,1.15,53.30,HUVUD,2007/08,UbU9,2008-03-07,1955,29,26,0,0,3,t,f,89.66,0.00,10.34,0.00,58.62
8863F87D-7024-42E0-9DB7-6F945B092758,SAKFRÅGAN,7,MP,1963,349,288,18,0,43,t,t,f,82.52,5.16,12.32,0.00,57.02,HUVUD,2013/14,JuU15,2014-03-05,1964,25,24,0,0,1,t,f,96.00,0.00,4.00,0.00,52.00
D785FE9D-10E6-45F5-95EB-BC4AD85C337D,SAKFRÅGAN,3,L,1958,349,162,124,0,63,t,t,f,46.42,35.53,18.05,0.00,52.72,HUVUD,2007/08,FöU7,2008-02-20,1960,28,21,0,0,7,t,f,75.00,0.00,25.00,0.00,46.43
7CEB08C3-EDDB-4375-BBE2-A275F42D117B,SAKFRÅGAN,5,M,1959,349,143,136,0,70,t,t,f,40.97,38.97,20.06,0.00,53.58,HUVUD,2009/10,SfU8,2009-12-04,1959,97,83,0,0,14,t,f,85.57,0.00,14.43,0.00,57.73
C724DD11-A52B-4FE3-9090-4DC699F79801,SAKFRÅGAN,8,KD,1958,349,250,20,2,77,t,t,f,71.63,5.73,22.06,0.57,52.15,HUVUD,2006/07,SkU13,2007-03-07,1952,24,17,0,0,7,t,f,70.83,0.00,29.17,0.00,54.17
E8DF6291-0EB9-4644-8B29-C8996AA07400,SAKFRÅGAN,5,V,1954,349,266,26,0,57,t,t,f,76.22,7.45,16.33,0.00,54.44,HUVUD,2005/06,JuU7,2005-11-22,1953,28,22,0,0,6,t,f,78.57,0.00,21.43,0.00,53.57
75B26B21-05D2-11D7-AE49-000475504B05,SAKFRÅGAN,4,KD,1954,349,178,20,119,32,t,f,f,51.00,5.73,9.17,34.10,54.73,HUVUD,2002/03,FIU1,2002-11-21,1951,33,0,0,29,4,f,t,0.00,0.00,12.12,87.88,69.70
B18125C3-449B-4820-9B77-B0A20D1CC719,SAKFRÅGAN,3,S,1963,349,178,19,117,35,t,t,f,51.00,5.44,10.03,33.52,57.02,HUVUD,2011/12,SfU12,2012-05-21,1962,112,2,0,98,12,t,f,1.79,0.00,10.71,87.50,51.79
14AB3A95-5E7B-481A-8588-62DE6EBFF12F,SAKFRÅGAN,6,L,1963,349,268,20,0,61,t,t,f,76.79,5.73,17.48,0.00,56.73,HUVUD,2012/13,SkU17,2013-03-12,1960,24,16,0,0,8,t,f,66.67,0.00,33.33,0.00,54.17
