Generating view dependency analysis...

dependent_schema,dependent_view,source_schema,source_object,source_type
public,view_ministry_productivity_matrix,public,assignment_data,T
public,view_ministry_productivity_matrix,public,assignment_data,T
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document,M
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document,M
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document,M
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document,M
public,view_ministry_productivity_matrix,public,view_riksdagen_politician_document,M
public,view_ministry_risk_evolution,public,assignment_data,T
public,view_ministry_risk_evolution,public,assignment_data,T
public,view_ministry_risk_evolution,public,assignment_data,T
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document,M
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document,M
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document,M
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document,M
public,view_ministry_risk_evolution,public,view_riksdagen_politician_document,M
public,view_party_effectiveness_trends,public,person_data,T
public,view_party_effectiveness_trends,public,person_data,T
public,view_party_effectiveness_trends,public,rule_violation,T
public,view_party_effectiveness_trends,public,rule_violation,T
public,view_party_effectiveness_trends,public,rule_violation,T
public,view_party_effectiveness_trends,public,rule_violation,T
public,view_party_effectiveness_trends,public,rule_violation,T
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document,M
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document,M
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document,M
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document,M
public,view_party_effectiveness_trends,public,view_riksdagen_politician_document,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_effectiveness_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_party_performance_metrics,public,assignment_data,T
public,view_party_performance_metrics,public,assignment_data,T
public,view_party_performance_metrics,public,assignment_data,T
public,view_party_performance_metrics,public,assignment_data,T
public,view_party_performance_metrics,public,person_data,T
public,view_party_performance_metrics,public,person_data,T
public,view_party_performance_metrics,public,person_data,T
public,view_party_performance_metrics,public,rule_violation,T
public,view_party_performance_metrics,public,rule_violation,T
public,view_party_performance_metrics,public,rule_violation,T
public,view_party_performance_metrics,public,rule_violation,T
public,view_party_performance_metrics,public,rule_violation,T
public,view_party_performance_metrics,public,sweden_political_party,T
public,view_party_performance_metrics,public,sweden_political_party,T
public,view_party_performance_metrics,public,sweden_political_party,T
public,view_party_performance_metrics,public,view_riksdagen_politician_document,M
public,view_party_performance_metrics,public,view_riksdagen_politician_document,M
public,view_party_performance_metrics,public,view_riksdagen_politician_document,M
public,view_party_performance_metrics,public,view_riksdagen_politician_document,M
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_party_performance_metrics,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_politician_behavioral_trends,public,rule_violation,T
public,view_politician_behavioral_trends,public,rule_violation,T
public,view_politician_behavioral_trends,public,rule_violation,T
public,view_politician_behavioral_trends,public,rule_violation,T
public,view_politician_behavioral_trends,public,rule_violation,T
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_behavioral_trends,public,view_riksdagen_vote_data_ballot_politician_summary_daily,M
public,view_politician_risk_summary,public,person_data,T
public,view_politician_risk_summary,public,person_data,T
public,view_politician_risk_summary,public,person_data,T
public,view_politician_risk_summary,public,person_data,T
public,view_politician_risk_summary,public,person_data,T
public,view_politician_risk_summary,public,rule_violation,T
public,view_politician_risk_summary,public,rule_violation,T
public,view_politician_risk_summary,public,rule_violation,T
public,view_politician_risk_summary,public,rule_violation,T
public,view_politician_risk_summary,public,rule_violation,T
public,view_politician_risk_summary,public,rule_violation,T
public,view_politician_risk_summary,public,view_riksdagen_politician_document,M
public,view_politician_risk_summary,public,view_riksdagen_politician_document,M
public,view_politician_risk_summary,public,view_riksdagen_politician_document,M
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_politician_risk_summary,public,view_riksdagen_vote_data_ballot_politician_summary_annual,M
public,view_riksdagen_coalition_alignment_matrix,public,vote_data,T
public,view_riksdagen_coalition_alignment_matrix,public,vote_data,T
public,view_riksdagen_coalition_alignment_matrix,public,vote_data,T
public,view_riksdagen_coalition_alignment_matrix,public,vote_data,T
public,view_riksdagen_committee,public,assignment_data,T
public,view_riksdagen_committee,public,assignment_data,T
public,view_riksdagen_committee,public,assignment_data,T
public,view_riksdagen_committee,public,assignment_data,T
public,view_riksdagen_committee,public,assignment_data,T
public,view_riksdagen_committee,public,assignment_data,T
public,view_riksdagen_committee,public,assignment_data,T
public,view_riksdagen_committee,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee,public,view_riksdagen_politician_document,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_party_summary,public,view_riksdagen_vote_data_ballot_party_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_politician_summary,public,view_riksdagen_vote_data_ballot_politician_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_ballot_decision_summary,public,view_riksdagen_vote_data_ballot_summary,M
public,view_riksdagen_committee_decision_type_org_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_decision_type_org_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_decision_type_org_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_decision_type_org_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_decision_type_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_decision_type_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_decision_type_summary,public,view_riksdagen_committee_decisions,M
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_document_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_decisions,public,committee_proposal_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
public,view_riksdagen_committee_parliament_member_proposal,public,document_data,T
