person_id,first_name,last_name,party,network_connections,network_median,influence_classification,broker_classification,influence_assessment
0183544538819,Patrik,Jönsson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0427321850912,Lars Mejern,Larsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0412502344925,Ida,Ekeroth Clausson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0834510274913,Charlotte,Nordström,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0457722435319,Tomas,Kronståhl,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0866055333028,Alexandra,Anstrell,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0229627943828,Jytte,Guteland,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
07012286624,Daniel,Riazat,-,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0554852839719,Mikael,Dahlqvist,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0604811710522,Ida,Drougge,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0630820052511,Per-Arne,Håkansson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
082139988919,Kerstin,Hermansson,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0963046628824,Christian,Lindefjärd,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0591055036519,Mauricio,Rojas,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0304498908019,Gudrun,Brunegård,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0307835692938,Emelie,Nyman,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0588282566419,Lars,Beckman,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0362779191527,Erik,Hellsborn,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0130789484021,Mattias,Bäckström Johansson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0828721176319,Sten,Bergheden,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0947572086414,Anne-Li,Sjölund,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0619928872229,Laila,Naraghi,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0503363679811,Stefan,Plath,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0947134226212,Markus,Kauppinen,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0494242537816,Hans,Eklind,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0497217816024,Markus,Selin,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0890152141226,Nadja,Awad,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0474290584024,Azadeh,Rojhan,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0999976269027,Amanda,Palmstierna,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0838085832923,Ann-Sofie,Lifvenhage,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0466653728712,Denis,Begic,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0294138886823,Martin,Kinnunen,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0911916463828,Fredrik,Lundh Sammeli,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0516528386117,Patrik,Björck,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0802546764724,Åsa,Westlund,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0440225263920,Robert,Olesen,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0161616238120,Lina,Nordquist,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0144048894712,Ellen,Juntti,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0203877548421,Malin,Larsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0191189790215,Peter,Ollén,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0972636989226,Dzenan,Cisija,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0509830681123,Ida,Karkiainen,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0204240926023,Markus,Wiechel,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
025967059622,Magnus,Manhammar,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0880137451720,Emma,Nohrén,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0456680171315,Charlotte,Quensel,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0780214960516,Eva,Lindh,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0504851635310,Daniel,Helldén,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0522240580423,Arin,Karapet,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
083953568015,Malin,Höglund,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0564232053610,Mikael,Sandström,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
071293048118,Thomas,Ragnarsson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0376353897112,Leif,Nysmed,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0652497579621,Johanna,Haraldsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0644591005314,Crister,Spets,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0153782796218,Ulf,Rexefjord,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0926002991620,Pontus,Andersson Garpvall,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0364687971222,Alireza,Akhondi,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0737824098113,Magnus,Berntsson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0410640630411,Ulrik,Nilsson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0538387395826,Mats,Green,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0970259744617,Margareta,Cederfelt,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0803790353229,Azra,Muranovic,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0372414474424,Oskar,Svärd,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0937688366013,Peter,Hultqvist,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0290003389021,Chris,Dahlqvist,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0742883909221,John,E Weinerhall,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0389795960120,Martin,Marmgren,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0845133742919,Lili,André,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0389220391128,Christian,Carlsson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0852475703226,Lorena,Delgado Varas,-,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0618938634020,Marcus,Wennerström,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
065105536026,Niklas,Karlsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0315499690028,Teresa,Carvalho,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0499755198526,Mattias,Jonsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0965245623824,Nicklas,Attefjord,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0563922839001,Katarina,Olofsson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0301987597720,Liza-Maria,Norlin,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0130640724922,Clara,Aranda,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
049290762318,ClasGöran,Carlsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0986091320811,Catarina,Deremar,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0930305890123,Sara-Lena,Bjälkö,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0662032691523,Amalia,Rud Stenlöf,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0262411569110,Helene,Odenjung,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0122987223112,Lotta,Johnsson Fornarve,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0589561178823,Peter,Hedberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0860364634014,Mattias,Ottosson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0452784937426,Christopher,Lindvall,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
094145171913,Unni,Björnerfors,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0340418158820,Daniel,Persson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0721509806321,Nooshi,Dadgostar,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0358514648113,Marléne,Lund Kopparklint,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0990587970528,Zinaida,Kajevic,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0819601620927,Annika,Hirvonen,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0148424181819,Ann-Christine,Frohm,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0136268785826,Nima,Gholam Ali Pour,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0316505710324,Janine,Alm Ericson,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0426843954410,Ulrik,Bergman,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0397073482210,Camilla,Mårtensen,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0831636664429,Mattias,Karlsson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0671571847522,Mattias,Eriksson Falk,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0405594274208,Ewa,Pihl Krabbe,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0227531635413,Lars,Püss,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0250583732424,Jesper,Skalberg Karlsson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0313390540217,Ingela,Nylund Watz,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0559925283228,Teres,Lindberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0546731406922,Rebecka,Le Moine,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0236597884217,Rose-Marie,Carlsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0926477102420,Cecilia,Rönn,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0256716955026,Serkan,Köse,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0710595759638,Aida,Birinxhiku,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0576619284416,Aphram,Melki,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
048561486727,Isabell,Mixter,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0381853591928,Malte,Tängmark Roos,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0103624617217,Helén,Pettersson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
069534526423,Mathias,Bengtsson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0204443909416,Johan,Hedin,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0678597762924,Martin,Westmont,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0800956862429,Gulan,Avci,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0992867772421,Nils,Seye Larsen,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0694917698222,Michael,Rubbestad,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0251136832626,Muharrem,Demirok,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0766496753128,Fredrik,Malm,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0341628241813,Marianne,Fundahn,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0627450126815,Kajsa,Fredholm,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0388994689418,Malin,Östh,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0926214745119,Heléne,Björklund,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0598792324417,Ulrika,Jörgensen,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0376461485627,Henrik,Edin,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
088461404416,Richard,Herrey,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0257313105220,Arber,Gashi,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0371882294919,Carita,Boulwén,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0174490514929,Marcus,Andersson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0161972600410,Elsa,Widding,-,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0973350087929,Patrik,Karlson,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0530425150220,Annika,Strandhäll,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0899169869710,Helena,Gellerman,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0132818093422,Rickard,Nordin,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0386912710815,Mats,Arkhem,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0425115010020,Kadir,Kasirga,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0810201628512,Ann-Charlotte,Hammar Johnsson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0984153507725,Gustaf,Göthberg,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0665360289423,Fredrik,Stenberg,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0875221317013,Gunilla,Carlsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0768554866215,Katja,Nyberg,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0645111757928,Elin,Gustafsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0511863596121,Erica,Nådin,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0911067396229,Mattias,Vepsä,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0922497728524,Ardalan,Shekarabi,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0472349361027,Kalle,Olsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0564126739422,Åsa,Coenraads,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0810852280213,Marie-Louise,Hänel Sandström,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0983984918111,Matilda,Ernkrans,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0905254899611,Louise,Thunström,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0607691439013,Karin,Enström,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
025158809026,Ida,Gabrielsson,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0845783625227,Arwin,Sohrabi,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
084624777218,Helena,Lindahl,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0682989845822,Håkan,Svenneling,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0119851690521,David,Perez,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0720250789315,Mats,Wiking,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0653578338415,Agneta,Nilsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0229760896014,Anders,W Jonsson,C,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0717363246311,Jessica,Stegrud,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0525562399327,Caroline,Högström,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0150200797210,Mats,Sander,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0281670919717,Jörgen,Grubb,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0906620634423,Eleonore,Lundkvist,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0502490570219,Kristina,Axén Olin,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0202626512110,Lars-Ingvar,Ljungman,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
037561614928,Lawen,Redar,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0792733370419,Magnus,Oscarsson,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0481460392727,Jessica,Wetterling,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0468956880528,Mikael,Eskilandersson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
036926802512,Blåvitt,Elofsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0987246082523,Paula,Örn,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0534870997412,Åsa,Hartzell,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0604604418610,Jacob,Risberg,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0624994476012,Nermina,Mizimovic,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0496341906327,Alexandra,Völker,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0412148992926,Hanna,Westerén,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0576122429317,Martin,Melin,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0992473266516,Larry,Söder,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0980092192122,Joar,Forssell,L,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0606863154419,Mats,Berglund,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0641953830512,Magnus,Persson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0744993950910,Anders,Ygeman,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0764422217512,Lars,Engsund,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0170585430421,Jimmy,Ståhl,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0610162335824,Niklas,Sigvardsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0273506284025,Edward,Riedl,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0512645510895,Jonathan,Svensson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0482689573825,Björn,Wiechel,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0729710260118,Helena,Bouveng,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0828001951212,Ingemar,Kihlström,KD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0339894357417,Jennie,Nilsson,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0615175917521,Kent,Kumpula,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0371013828421,Lars,Larsson,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0140985614421,Peder,Björk,S,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0692076685824,Camilla,Hansén,MP,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0955748436811,Robert,Stenkvist,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0663840649717,Anette,Rangdag,SD,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
0522054204918,Mattias,Karlsson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
041911485722,Magdalena,Thuresson,M,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
030110584526,Caroline,Täljeblad,V,0,,MINIMAL_INFLUENCE,NON_BROKER,Minimal network influence detected
