hjid,address,city,co_address,email,fax_number,party_id,party_name,phone_number,post_code,registered_date,short_code,website,parties_sweden_election_regi_0,id,born_year,election_region,first_name,gender,hangar_guid,image_url_192,image_url_80,image_url_max,last_name,party,person_url_xml,place,status,person_assignment_data_perso_0,person_detail_data_person_da_0,total_documents,party_motions,individual_motions,committee_motions,multi_party_motions,documents_last_year,activity_level,activity_profile,collaboration_percentage
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0365797008114,1954,Norrbottens län,Leif,MAN,fd88fd78-dc79-4d42-9228-d7901bdc2e26,https://data.riksdagen.se/filarkiv/bilder/ledamot/b8689412-61af-4894-9c74-e6a39dfa173c_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b8689412-61af-4894-9c74-e6a39dfa173c_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/b8689412-61af-4894-9c74-e6a39dfa173c_max.jpg,Pettersson,S,https://data.riksdagen.se/person/b8689412-61af-4894-9c74-e6a39dfa173c,"",Tidigare riksdagsledamot,46437,46464,89,0,73,13,3,0,Medium,Individual-focused,3.4
24,Box 2080,Stockholm,"",info@moderat.se,08-676 81 30,1,Moderaterna,08-676 80 00,10312,2013-09-06,M,www.moderat.se,,0351867771418,1955,"",Peeter,MAN,0d2f848e-338a-403d-8b0d-86527d1ab6ae,https://data.riksdagen.se/filarkiv/bilder/ledamot/53baa875-c07d-4978-a010-745c42b1a7f3_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/53baa875-c07d-4978-a010-745c42b1a7f3_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/53baa875-c07d-4978-a010-745c42b1a7f3_max.jpg,Luksep,M,https://data.riksdagen.se/person/53baa875-c07d-4978-a010-745c42b1a7f3,"",Tidigare riksdagsledamot,11559,11565,0,0,0,0,0,0,Inactive,None,0
2,Box 10185,Stockholm,"","","",170,NyDemokrati,08-16 09 30,10055,1991-02-15,NYD,"",,0410190907901,1938,"",Lars,MAN,cb727f92-fa63-4842-bc93-84dbee148942,https://data.riksdagen.se/filarkiv/bilder/ledamot/eef0d909-4437-4948-9365-1098bc896c91_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/eef0d909-4437-4948-9365-1098bc896c91_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/eef0d909-4437-4948-9365-1098bc896c91_max.jpg,Moquist,NYD,https://data.riksdagen.se/person/eef0d909-4437-4948-9365-1098bc896c91,"",Tidigare riksdagsledamot,12884,12891,0,0,0,0,0,0,Inactive,None,0
21,Box 2253,Stockholm,"",info@liberal.se,08-509 116 60,3,Folkpartiet liberalerna,08-410 242 00,10316,1990-12-17,FP,www.folkpartiet.se,,0133282248705,1942,Stockholms län,Helena,KVINNA,0053f254-c537-40a7-9e04-7a8f7c0d4d22,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32977-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32977-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32977-83e4-11d4-ae60-0050040c9b55_max.jpg,Bargholtz,FP,https://data.riksdagen.se/person/d7c32977-83e4-11d4-ae60-0050040c9b55,"",Tidigare riksdagsledamot,1727,1754,105,8,39,46,8,0,High,Committee-focused,7.6
40,Box 12660,Stockholm,"",info@vansterpartiet.se,08-653 23 85,5,Vänsterpartiet,08-654 08 20,11293,1990-06-15,V,www.vansterpartiet.se,,0541785328823,1976,Uppsala län,Jonas,MAN,dccc2c77-3003-4ea1-8430-9424bd10f9a7,https://data.riksdagen.se/filarkiv/bilder/ledamot/a970a403-d50e-4ac8-aa4e-0939cd5bd4cb_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a970a403-d50e-4ac8-aa4e-0939cd5bd4cb_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a970a403-d50e-4ac8-aa4e-0939cd5bd4cb_max.jpg,Wikström,V,https://data.riksdagen.se/person/a970a403-d50e-4ac8-aa4e-0939cd5bd4cb,"",Tidigare ersättare,12603,12606,0,0,0,0,0,0,Inactive,None,0
23,Pustegränd 1-3,Stockholm,"","",08-545 224 60,55,Miljöpartiet de gröna,08-545 224 50,11820,1985-02-04,MP,www.mp.se,,0880452278816,1967,Stockholms län,Mikaela,KVINNA,01c84eca-bedf-4365-b1d3-82bcdeab1da3,https://data.riksdagen.se/filarkiv/bilder/ledamot/ab12f548-7d75-4f06-9877-fbd42cfcb3a1_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ab12f548-7d75-4f06-9877-fbd42cfcb3a1_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ab12f548-7d75-4f06-9877-fbd42cfcb3a1_max.jpg,Valtersson,MP,https://data.riksdagen.se/person/ab12f548-7d75-4f06-9877-fbd42cfcb3a1,"",Tidigare riksdagsledamot,17175,17193,144,41,59,41,3,0,High,Individual-focused,2.1
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0910803550317,1969,Västmanlands län,Lena,KVINNA,fdab857e-be64-4130-b464-8927bfc3e973,https://data.riksdagen.se/filarkiv/bilder/ledamot/266eead2-8511-44a9-90e2-ebd76d779ba7_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/266eead2-8511-44a9-90e2-ebd76d779ba7_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/266eead2-8511-44a9-90e2-ebd76d779ba7_max.jpg,Johansson,S,https://data.riksdagen.se/person/266eead2-8511-44a9-90e2-ebd76d779ba7,"",Tjänstgörande riksdagsledamot,15033,15039,10,0,6,4,0,0,Low,Individual-focused,0.0
20,Box 2253,Stockholm,"",info@liberalerna.se,08-509 116 60,3,Liberalerna,08-410 242 00,10316,2015-11-30,L,www.liberalerna.se,,0603490586517,1962,Stockholms län,Jan,MAN,0fb16c00-cb31-4bd3-b055-5092ce06d845,https://data.riksdagen.se/filarkiv/bilder/ledamot/fb860100-9be3-4365-b84c-24fe53434882_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/fb860100-9be3-4365-b84c-24fe53434882_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/fb860100-9be3-4365-b84c-24fe53434882_max.jpg,Björklund,L,https://data.riksdagen.se/person/fb860100-9be3-4365-b84c-24fe53434882,"",Tidigare riksdagsledamot,29463,29489,39,36,2,0,0,0,Low,Party-focused,0.0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0457722435319,1967,Kalmar län,Tomas,MAN,978b1334-fb77-4305-96db-88d0e097c2ea,https://data.riksdagen.se/filarkiv/bilder/ledamot/173d7387-fa63-4689-ac8c-e12f278487bd_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/173d7387-fa63-4689-ac8c-e12f278487bd_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/173d7387-fa63-4689-ac8c-e12f278487bd_max.jpg,Kronståhl,S,https://data.riksdagen.se/person/173d7387-fa63-4689-ac8c-e12f278487bd,"",Tjänstgörande riksdagsledamot,13879,13906,22,0,13,9,0,0,Low,Individual-focused,0.0
6,Box 2200,Stockholm,"",centerpartiet@centerpartiet.se,08-617 38 10,4,Centerpartiet,08-617 38 00,10315,1995-05-18,C,www.centerpartiet.se,,0703330864716,1962,Södermanlands län,Inger,KVINNA,1b0bfa3c-97d0-4094-a967-e80f789e3b36,https://data.riksdagen.se/filarkiv/bilder/ledamot/a5e56388-1009-45c9-878d-013f6b62c528_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a5e56388-1009-45c9-878d-013f6b62c528_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a5e56388-1009-45c9-878d-013f6b62c528_max.jpg,Fredriksson,C,https://data.riksdagen.se/person/a5e56388-1009-45c9-878d-013f6b62c528,"",Tidigare ersättare,9406,9415,3,0,3,0,0,0,Low,Individual-focused,0.0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0955635879822,1975,Kalmar län,Dan,MAN,fbc96821-e270-453b-8062-796c6f603aa7,https://data.riksdagen.se/filarkiv/bilder/ledamot/96deb098-4550-47ba-8c2a-f60e6eb4b0d0_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/96deb098-4550-47ba-8c2a-f60e6eb4b0d0_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/96deb098-4550-47ba-8c2a-f60e6eb4b0d0_max.jpg,Nilsson,S,https://data.riksdagen.se/person/96deb098-4550-47ba-8c2a-f60e6eb4b0d0,"",Tidigare ersättare,10214,10220,12,0,9,3,0,0,Low,Individual-focused,0.0
40,Box 12660,Stockholm,"",info@vansterpartiet.se,08-653 23 85,5,Vänsterpartiet,08-654 08 20,11293,1990-06-15,V,www.vansterpartiet.se,,0890152141226,1991,Örebro län,Nadja,KVINNA,1b580bd0-fc68-4367-9ca9-380d777e9776,https://data.riksdagen.se/filarkiv/bilder/ledamot/dc9b8a2d-c038-4add-a103-c810a0890f80_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/dc9b8a2d-c038-4add-a103-c810a0890f80_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/dc9b8a2d-c038-4add-a103-c810a0890f80_max.jpg,Awad,V,https://data.riksdagen.se/person/dc9b8a2d-c038-4add-a103-c810a0890f80,"",Tjänstgörande riksdagsledamot,29780,29792,17,0,0,17,0,2,Low,Committee-focused,0.0
23,Pustegränd 1-3,Stockholm,"","",08-545 224 60,55,Miljöpartiet de gröna,08-545 224 50,11820,1985-02-04,MP,www.mp.se,,0110409174800,1936,"",Krister,MAN,6a421255-470d-4c28-b27f-d4b4416cc057,https://data.riksdagen.se/filarkiv/bilder/ledamot/6f8bb55f-ced3-491f-9a1e-e0fd9d3ca465_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/6f8bb55f-ced3-491f-9a1e-e0fd9d3ca465_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/6f8bb55f-ced3-491f-9a1e-e0fd9d3ca465_max.jpg,Skånberg,MP,https://data.riksdagen.se/person/6f8bb55f-ced3-491f-9a1e-e0fd9d3ca465,"",Tidigare riksdagsledamot,26598,26627,0,0,0,0,0,0,Inactive,None,0
24,Box 2080,Stockholm,"",info@moderat.se,08-676 81 30,1,Moderaterna,08-676 80 00,10312,2013-09-06,M,www.moderat.se,,0566638963807,1932,"",Göthe,MAN,71943f2d-d939-4b7b-b2a5-76744051072f,https://data.riksdagen.se/filarkiv/bilder/ledamot/458283a0-aa2f-42fc-8111-61d717139152_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/458283a0-aa2f-42fc-8111-61d717139152_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/458283a0-aa2f-42fc-8111-61d717139152_max.jpg,Knutson,M,https://data.riksdagen.se/person/458283a0-aa2f-42fc-8111-61d717139152,"",Tidigare riksdagsledamot,22408,22428,0,0,0,0,0,0,Inactive,None,0
20,Box 2253,Stockholm,"",info@liberalerna.se,08-509 116 60,3,Liberalerna,08-410 242 00,10316,2015-11-30,L,www.liberalerna.se,,354b135b-3a40-4154-b17f-21d1919e2e17,1917,Örebro län,Sven,MAN,354b135b-3a40-4154-b17f-21d1919e2e17,https://data.riksdagen.se/filarkiv/bilder/ledamot/354b135b-3a40-4154-b17f-21d1919e2e17_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/354b135b-3a40-4154-b17f-21d1919e2e17_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/354b135b-3a40-4154-b17f-21d1919e2e17_max.jpg,Andersson,L,https://data.riksdagen.se/person/354b135b-3a40-4154-b17f-21d1919e2e17,"",Inga uppdrag,52737,52740,0,0,0,0,0,0,Inactive,None,0
6,Box 2200,Stockholm,"",centerpartiet@centerpartiet.se,08-617 38 10,4,Centerpartiet,08-617 38 00,10315,1995-05-18,C,www.centerpartiet.se,,0847676507229,1977,Skåne läns södra,Stina,KVINNA,9f4a6d48-f1b4-4c00-b92c-4f8fd8b10519,https://data.riksdagen.se/filarkiv/bilder/ledamot/7b077f5d-490e-4aab-84a0-7ecd607fe309_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/7b077f5d-490e-4aab-84a0-7ecd607fe309_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/7b077f5d-490e-4aab-84a0-7ecd607fe309_max.jpg,Larsson,C,https://data.riksdagen.se/person/7b077f5d-490e-4aab-84a0-7ecd607fe309,"",Tjänstgörande riksdagsledamot,36202,36226,58,5,18,35,0,3,Medium,Committee-focused,0.0
21,Box 2253,Stockholm,"",info@liberal.se,08-509 116 60,3,Folkpartiet liberalerna,08-410 242 00,10316,1990-12-17,FP,www.folkpartiet.se,,0282360034405,1937,"",Lennart,MAN,413a5ad5-b920-4d77-b446-bd76e39c6171,https://data.riksdagen.se/filarkiv/bilder/ledamot/58e9e7f6-9312-4608-b8fd-14f5ab86089a_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/58e9e7f6-9312-4608-b8fd-14f5ab86089a_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/58e9e7f6-9312-4608-b8fd-14f5ab86089a_max.jpg,Alsén,FP,https://data.riksdagen.se/person/58e9e7f6-9312-4608-b8fd-14f5ab86089a,"",Tidigare riksdagsledamot,44136,44138,0,0,0,0,0,0,Inactive,None,0
4, ,Stockholm,"",info@sap.se,08-20 42 57,2,Arbetarepartiet-Socialdemokraterna,08-700 26 00,10560,1956-08-02,S,www.socialdemokraterna.se,,0913695315308,1925,"",Hans Göran,MAN,30d68227-7a56-4b82-b22f-ed632834a07f,https://data.riksdagen.se/filarkiv/bilder/ledamot/981f23ec-62c0-4e49-b318-4916e5c1eb7e_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/981f23ec-62c0-4e49-b318-4916e5c1eb7e_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/981f23ec-62c0-4e49-b318-4916e5c1eb7e_max.jpg,Franck,S,https://data.riksdagen.se/person/981f23ec-62c0-4e49-b318-4916e5c1eb7e,"",Tidigare riksdagsledamot,44213,44236,0,0,0,0,0,0,Inactive,None,0
24,Box 2080,Stockholm,"",info@moderat.se,08-676 81 30,1,Moderaterna,08-676 80 00,10312,2013-09-06,M,www.moderat.se,,0980681611418,1965,Skåne läns norra och östra,Hans,MAN,1c228d97-5efd-400c-93e5-46e653ee52b1,https://data.riksdagen.se/filarkiv/bilder/ledamot/ef84acf4-4f56-45d9-9951-1c8ba4098302_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ef84acf4-4f56-45d9-9951-1c8ba4098302_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/ef84acf4-4f56-45d9-9951-1c8ba4098302_max.jpg,Wallmark,M,https://data.riksdagen.se/person/ef84acf4-4f56-45d9-9951-1c8ba4098302,"",Avgången riksdagsledamot,20204,20318,178,22,128,26,2,0,High,Individual-focused,1.1
21,Box 2253,Stockholm,"",info@liberal.se,08-509 116 60,3,Folkpartiet liberalerna,08-410 242 00,10316,1990-12-17,FP,www.folkpartiet.se,,0393108743200,1933,"",Hadar,MAN,2137f234-ba3a-4034-8932-22fd66c16568,https://data.riksdagen.se/filarkiv/bilder/ledamot/02247974-c0fd-44fa-beaf-523cff6b45fd_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/02247974-c0fd-44fa-beaf-523cff6b45fd_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/02247974-c0fd-44fa-beaf-523cff6b45fd_max.jpg,Cars,FP,https://data.riksdagen.se/person/02247974-c0fd-44fa-beaf-523cff6b45fd,"",Tidigare riksdagsledamot,39955,39984,0,0,0,0,0,0,Inactive,None,0
17,Box 2373,Stockholm,"",info@kristdemokraterna.se,08-723 25 10,68,Kristdemokraterna,08-723 25 00,10318,1996-08-29,KD,www.kristdemokraterna.se,,0338278373318,1957,Värmlands län,Dan,MAN,12e8934f-22bf-4813-b0df-97f61d2321e6,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c327eb-83e4-11d4-ae60-0050040c9b55_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c327eb-83e4-11d4-ae60-0050040c9b55_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c327eb-83e4-11d4-ae60-0050040c9b55_max.jpg,Kihlström,KD,https://data.riksdagen.se/person/d7c327eb-83e4-11d4-ae60-0050040c9b55,"",Tidigare riksdagsledamot,45723,45739,279,0,52,216,3,0,Very High,Committee-focused,1.1
6,Box 2200,Stockholm,"",centerpartiet@centerpartiet.se,08-617 38 10,4,Centerpartiet,08-617 38 00,10315,1995-05-18,C,www.centerpartiet.se,,0890727249707,1930,Stockholms län,Lennart,MAN,9f2f3bd1-6bd3-4f5b-89bf-fdc82c9516d9,https://data.riksdagen.se/filarkiv/bilder/ledamot/f04f0b70-90e1-4f06-8339-edda773f5362_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f04f0b70-90e1-4f06-8339-edda773f5362_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/f04f0b70-90e1-4f06-8339-edda773f5362_max.jpg,Levi,C,https://data.riksdagen.se/person/f04f0b70-90e1-4f06-8339-edda773f5362,"",Avliden  2024-02-18,5856,5860,4,0,4,0,0,0,Low,Individual-focused,0.0
20,Box 2253,Stockholm,"",info@liberalerna.se,08-509 116 60,3,Liberalerna,08-410 242 00,10316,2015-11-30,L,www.liberalerna.se,,a7b37ede-7d40-4b3f-a6af-4f9ef2693be0,1918,Älvsborgs läns södr,Wilhelm,MAN,a7b37ede-7d40-4b3f-a6af-4f9ef2693be0,https://data.riksdagen.se/filarkiv/bilder/ledamot/a7b37ede-7d40-4b3f-a6af-4f9ef2693be0_192.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a7b37ede-7d40-4b3f-a6af-4f9ef2693be0_80.jpg,https://data.riksdagen.se/filarkiv/bilder/ledamot/a7b37ede-7d40-4b3f-a6af-4f9ef2693be0_max.jpg,Gustafsson,L,https://data.riksdagen.se/person/a7b37ede-7d40-4b3f-a6af-4f9ef2693be0,"",Inga uppdrag,52111,52112,0,0,0,0,0,0,Inactive,None,0
