person_id,first_name,last_name,party,born_year,gender,first_assignment_date,last_assignment_date,total_days_served,total_days_served_parliament,total_days_served_committee,total_days_served_government,total_days_served_eu,active,total_assignments,current_assignments,total_days_served_speaker,active_speaker,total_days_served_party,active_party,current_committee_assignments,current_ministry_assignments,current_party_assignments,current_speaker_assignments,total_committee_assignments,total_party_assignments,total_speaker_assignments,total_ministry_assignments,active_eu,active_government,active_committee,active_parliament,total_committee_substitute_assignments,current_committee_substitute_assignments,total_days_served_committee_substitute,total_committee_leadership_assignments,current_committee_leadership_assignments,total_days_served_committee_leadership,total_committee_chair_assignments,current_committee_chair_assignments,total_committee_vice_chair_all_assignments,current_committee_vice_chair_all_assignments,total_suppleant_assignments,current_suppleant_assignments,total_statsminister_assignments,current_statsminister_assignments,total_party_leader_assignments,current_party_leader_assignments,total_party_secretary_assignments,current_party_secretary_assignments,total_documents,party_motions,individual_motions,committee_motions,multi_party_motions,follow_up_motions,documents_last_year,document_years_active,average_docs_per_year,doc_activity_level,doc_activity_profile,collaboration_percentage,document_types,first_document_date,last_document_date
0115607185214,Gunnar,Nordmark,L,1954,MAN,2002-09-30,2007-01-17,5855,1463,2893,0,0,f,6,0,0,f,0,f,0,0,0,0,4,0,0,0,f,f,f,f,4,0,2893,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,139,12,48,72,7,0,0,3,46.3,High,Committee-focused,5.0,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2002-10-23,2006-05-05
0490704966896,Lars,De Geer,FP,1922,MAN,1985-09-30,1991-09-30,3471,2160,1056,0,0,f,6,0,0,f,0,f,0,0,0,0,1,0,0,0,f,f,f,f,1,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0371882294919,Carita,Boulwén,SD,1967,KVINNA,2022-09-26,2026-09-21,3908,1191,2717,0,0,t,6,3,0,f,0,f,2,0,0,0,5,0,0,0,f,f,t,t,4,1,1885,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,51,0,13,38,0,0,8,1,51.0,Medium,Committee-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2023-10-04,2025-09-30
0139582082909,Charlotte,Branting,FP,1943,KVINNA,1985-09-30,1994-10-03,5640,3258,1193,0,0,f,10,0,0,f,0,f,0,0,0,0,3,0,0,0,f,f,f,f,1,0,104,1,0,823,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0307835692938,Emelie,Nyman,C,1999,KVINNA,2024-01-10,2024-06-23,481,165,316,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,316,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0840626810107,Nils,Åsling,C,1927,MAN,1976-10-04,1988-10-03,4382,4382,0,0,0,f,4,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0828672375390,Karl,Boo,C,1918,MAN,1976-10-04,1988-10-03,4382,4382,0,0,0,f,4,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0959236354417,Anders,Sundström,S,1952,MAN,1994-10-07,2004-07-31,2183,670,981,532,0,f,9,0,0,f,0,f,0,0,0,0,6,0,0,1,f,f,f,f,5,0,319,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2002-10-23,2003-10-07
0494242537816,Hans,Eklind,KD,1966,MAN,2018-09-24,2026-10-27,24552,2654,19270,0,0,t,29,8,0,f,1120,t,4,0,1,0,24,1,0,0,f,f,t,t,21,3,16632,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,54,0,38,16,0,0,19,6,9.0,Medium,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2018-10-10,2025-10-07
0893004490313,Cecilia,Widegren,M,1973,KVINNA,2002-09-30,2022-09-26,47442,7301,22821,0,0,f,64,0,0,f,0,f,0,0,0,0,39,0,0,0,f,f,f,f,22,0,17781,6,0,1586,0,0,6,0,22,0,0,0,0,0,0,0,602,0,397,123,81,0,0,18,33.4,Very High,Individual-focused,13.5,"{mot:,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2002-10-23,2021-09-29
0691468495629,Axel,Darvik,FP,1982,MAN,2002-09-30,2006-10-02,5114,1463,3651,0,0,f,4,0,0,f,0,f,0,0,0,0,3,0,0,0,f,f,f,f,3,0,3651,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,129,11,46,61,11,0,0,3,43.0,High,Committee-focused,8.5,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2002-10-23,2006-04-06
0839411947603,Odd,Engström,S,1941,MAN,1991-09-30,1993-02-09,1001,493,489,0,0,f,5,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,1,0,394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0229002789006,Reynoldh,Furustrand,S,1942,MAN,1985-09-30,2006-10-02,32637,7025,13983,0,281,f,36,0,0,f,0,f,0,0,0,0,14,0,0,0,f,f,f,f,7,0,6646,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,68,0,64,0,0,0,0,5,13.6,Medium,Individual-focused,0.0,"{mot:-,""mot:Enskild motion""}",2000-05-02,2005-10-05
0165732384110,Ulrica,Messing,S,1968,KVINNA,1991-09-30,2007-09-18,10430,4827,3124,1467,0,f,21,0,0,f,0,f,0,0,0,0,7,0,0,2,f,f,f,f,2,0,2180,2,0,346,2,0,0,0,2,0,0,0,0,0,0,0,15,3,10,2,0,0,0,0,0,Low,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",2006-10-31,2007-05-02
0544046588414,Jan-Olof,Larsson,S,1951,MAN,2001-12-12,2017-01-09,16019,5247,8550,0,0,f,20,0,0,f,0,f,0,0,0,0,8,0,0,0,f,f,f,f,3,0,2995,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,259,0,201,52,5,0,0,13,19.9,Very High,Individual-focused,1.9,"{""mot:Enskild motion"",mot:Flerpartimotion,""mot:Fristående motion"",mot:Kommittémotion}",2002-10-23,2016-10-05
0591055036519,Mauricio,Rojas,L,1950,MAN,2002-09-30,2026-10-27,13268,3367,9595,0,0,t,19,6,0,f,0,f,4,0,0,0,13,0,0,0,f,f,t,t,9,3,7768,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,109,16,27,63,3,0,9,22,5.0,High,Committee-focused,2.8,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2002-10-23,2025-10-07
0410231576416,Lars,Johnsson,M,1964,MAN,2022-10-18,2026-10-31,4650,1169,2320,0,0,t,9,4,0,f,0,f,2,0,0,0,3,0,0,0,f,f,t,t,1,1,1160,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,46,0,46,0,0,0,15,2,23.0,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2023-10-02,2025-10-07
0655109700507,Ingrid,Skeppstedt,C,1935,KVINNA,1993-05-12,1998-10-05,6827,1972,3392,0,0,f,8,0,0,f,0,f,0,0,0,0,5,0,0,0,f,f,f,f,3,0,1939,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0740457070816,Margot,Wallström,S,1954,KVINNA,2014-10-03,2019-09-10,1803,0,0,1803,0,f,2,0,0,f,0,f,0,0,0,0,0,0,0,2,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,3,18.0,Medium,Mixed,0,"{prop:prop,prop:skr}",2014-11-06,2018-07-03
0393332254704,Inga,Berggren,M,1941,KVINNA,1991-09-30,2011-04-05,14629,4018,9073,0,0,f,11,0,0,f,0,f,0,0,0,0,7,0,0,0,f,f,f,f,5,0,6171,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,159,1,39,65,42,0,0,2,79.5,High,Committee-focused,26.4,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-04-06,2002-05-02
0363721826713,Per,Lodenius,C,1966,MAN,2006-10-02,2021-09-30,24557,5477,19080,0,0,f,31,0,0,f,0,f,0,0,0,0,27,0,0,0,f,f,f,f,23,0,15091,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,216,23,155,34,4,0,0,14,15.4,Very High,Individual-focused,1.9,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2006-10-31,2021-09-30
0171759254626,Alice,Teodorescu Måwe,KD,1984,KVINNA,2024-07-16,2029-07-16,532,0,0,0,532,t,1,1,0,f,0,f,0,0,0,0,0,0,0,0,t,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
017025148404,Doris,Håvik,S,1924,KVINNA,1976-10-04,1994-10-03,11234,6573,729,0,0,f,12,0,0,f,0,f,0,0,0,0,1,0,0,0,f,f,f,f,0,0,0,1,0,729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0322827326923,Arman,Teimouri,L,1980,MAN,2018-09-24,2022-09-26,18251,1463,14390,0,0,f,28,0,0,f,0,f,0,0,0,0,22,0,0,0,f,f,f,f,18,0,12936,1,0,309,0,0,1,0,18,0,0,0,0,0,0,0,13,0,10,3,0,0,0,2,6.5,Low,Individual-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion}",2020-02-24,2022-06-08
0191189790215,Peter,Ollén,M,1959,MAN,2022-09-26,2026-09-28,3557,1191,2366,0,0,t,4,3,0,f,0,f,2,0,0,0,3,0,0,0,f,f,t,t,2,1,1206,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,56,0,56,0,0,0,19,2,28.0,Medium,Individual-focused,0.0,"{""mot:Enskild motion""}",2023-10-02,2025-10-07
0541320528015,Nina,Lundström,L,1961,KVINNA,2002-09-30,2022-09-26,36871,5214,23543,0,0,f,51,0,0,f,746,f,0,0,0,0,34,2,0,0,f,f,f,f,27,0,18984,1,0,713,0,0,1,0,27,0,0,0,0,0,0,0,323,57,174,85,7,0,0,18,17.9,Very High,Individual-focused,2.2,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2002-10-22,2021-10-01
0391621769505,Roland,Larsson,C,1939,MAN,1988-10-03,1998-10-05,12488,3654,7379,0,0,f,12,0,0,f,0,f,0,0,0,0,8,0,0,0,f,f,f,f,5,0,3752,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0535289016620,Christoffer,Järkeborn,M,1985,MAN,2011-02-07,2011-06-03,348,116,232,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,232,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0567810897103,Lilian,Virgin,S,1939,KVINNA,1994-10-03,2006-10-02,17461,4382,8714,0,0,f,12,0,0,f,0,f,0,0,0,0,6,0,0,0,f,f,f,f,3,0,4357,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,121,0,120,0,1,0,0,5,24.2,High,Individual-focused,0.8,"{""mot:Enskild motion"",mot:Flerpartimotion}",2000-09-22,2006-04-21
057390531612,Laila,Bäck,S,1963,KVINNA,1994-10-03,2001-10-25,9400,2579,5286,0,0,f,11,0,0,f,0,f,0,0,0,0,6,0,0,0,f,f,f,f,6,0,5286,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,70,0,65,0,1,0,0,1,70.0,Medium,Individual-focused,1.4,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",2000-04-06,2001-10-18
075043103804,Per,Lager,MP,1944,MAN,1994-10-03,2006-10-16,18857,2919,8769,0,0,f,15,0,0,f,0,f,0,0,0,0,9,0,0,0,f,f,f,f,6,0,5837,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,150,43,49,50,3,0,0,2,75.0,High,Committee-focused,2.0,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2000-03-08,2002-05-02
0970607693429,Lage,Rahm,MP,1980,MAN,2007-11-14,2010-10-04,3263,1055,2208,0,0,f,6,0,0,f,0,f,0,0,0,0,5,0,0,0,f,f,f,f,5,0,2208,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,137,24,25,82,6,0,0,2,68.5,High,Committee-focused,4.4,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2008-02-28,2010-04-14
0231363411995,Vivi,Niva,V,1919,KVINNA,1988-02-01,1991-09-29,1174,28,1146,0,0,f,5,0,0,f,0,f,0,0,0,0,4,0,0,0,f,f,f,f,3,0,63,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
04671560703,Bengt-Ola,Ryttar,S,1941,MAN,1983-10-04,2002-09-30,18701,5856,12564,0,281,f,21,0,0,f,0,f,0,0,0,0,13,0,0,0,f,f,f,f,7,0,6641,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,57,0,54,0,1,0,0,1,57.0,Medium,Individual-focused,1.8,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion}",2000-04-06,2002-01-18
0664751846104,Göte,Jonsson,M,1939,MAN,1979-10-01,2002-09-30,17821,7219,7345,0,0,f,19,0,0,f,0,f,0,0,0,0,8,0,0,0,f,f,f,f,2,0,1165,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,31,0,13,16,0,0,0,2,15.5,Low,Committee-focused,0.0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",2000-04-06,2002-04-09
0200490530919,Marco,Venegas,MP,1962,MAN,2014-09-29,2018-09-24,4345,1456,2889,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,1,0,1441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,22,0,0,0,0,2,11.0,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2014-11-07,2017-10-05
0882001830516,Carin,Jämtin,S,1964,KVINNA,2002-09-30,2017-05-28,6256,1047,1761,1467,0,f,9,0,0,f,1981,f,0,0,0,0,3,1,0,2,f,f,f,f,2,0,1689,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,29,0,29,0,0,0,0,9,3.2,Low,Individual-focused,0.0,"{""mot:Enskild motion""}",2006-10-31,2016-10-05
0766285636614,Kjell,Nordström,S,1949,MAN,1985-09-30,2010-10-19,25523,6741,9374,0,0,f,27,0,0,f,0,f,0,0,0,0,13,0,0,0,f,f,f,f,9,0,5841,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,44,0,41,1,0,0,0,6,7.3,Low,Individual-focused,0.0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion}",2000-02-09,2006-04-06
043972220518,Jasenko,Omanovic,S,1967,MAN,2006-10-02,2022-09-26,32546,5837,22364,0,0,f,33,0,0,f,0,f,0,0,0,0,25,0,0,0,f,f,f,f,21,0,18013,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,369,2,304,59,4,0,0,14,26.4,Very High,Individual-focused,1.1,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion,mot:Partimotion}",2006-10-31,2021-10-01
0249303256091,Nils Erik,Wååg,S,1921,MAN,1976-10-04,1988-10-03,4382,4382,0,0,0,f,4,0,0,f,0,f,0,0,0,0,0,0,0,0,f,f,f,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0892012091809,Sten,Andersson,-,1943,MAN,1983-05-31,2002-09-30,16150,7062,9088,0,0,f,14,0,0,f,0,f,0,0,0,0,8,0,0,0,f,f,f,f,4,0,4005,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,64,0,42,15,5,0,0,1,64.0,Medium,Individual-focused,7.8,"{mot:-,""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2000-04-28,2001-10-18
0361964723211,Tomas,Agenberg,S,1973,MAN,2004-11-01,2005-04-10,320,160,160,0,0,f,2,0,0,f,0,f,0,0,0,0,1,0,0,0,f,f,f,f,1,0,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0987224899103,Birger,Schlaug,MP,1949,MAN,1988-10-06,2001-10-17,16638,2929,10821,0,0,f,23,0,0,f,0,f,0,0,0,0,17,0,0,0,f,f,f,f,14,0,9242,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,81,35,24,17,0,0,0,1,81.0,Medium,Party-focused,0.0,"{mot:-,""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",2000-03-08,2001-10-05
0370463969500,Karin,Nilsson,V,1945,KVINNA,1989-01-27,1989-02-28,59,1,58,0,0,f,3,0,0,f,0,f,0,0,0,0,2,0,0,0,f,f,f,f,2,0,58,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive,None,0,,,
0338088431726,Sara,Gille,SD,1981,KVINNA,2018-09-24,2026-10-31,21874,2100,18825,0,0,t,38,6,0,f,0,f,3,0,0,0,31,0,0,0,f,f,t,t,28,2,17973,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,19,1,6,12,0,0,3,7,2.7,Low,Committee-focused,0.0,"{""mot:Enskild motion"",mot:Kommittémotion,mot:Partimotion}",2018-10-11,2025-10-29
0150200797210,Mats,Sander,M,1963,MAN,2006-10-02,2025-05-23,7389,2059,5171,0,0,f,21,0,0,f,0,f,0,0,0,0,14,0,0,0,f,f,f,f,12,0,5115,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,81,0,76,2,3,0,0,17,4.8,Medium,Individual-focused,3.7,"{""mot:Enskild motion"",mot:Flerpartimotion,mot:Kommittémotion}",2006-10-31,2024-10-03
