embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male
GX01UbU11,1,2303848,UbU11,2009/10,Vuxenutbildning,Vuxenutbildningens omfattning och inriktning,0,UBU,2010-02-22,2010-02-23,03028596-AF77-4BB1-A574-63263DF80C10,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,UbU11,2010-02-22,1959,349,169,107,19,54,t,f,48.42,30.66,15.47,5.44,53.01
GX01SkU21,2,2292312,SkU21,2009/10,Vissa punktskattefrågor med anledning av budgetpropositionen för 2010,Energiskatt,0,SKU,2009-12-02,2009-12-02,A5C18A64-6DAE-4D22-8CF2-19D5D4BEDF48,röstning,"""s"",""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,SkU21,2009-12-02,1959,349,148,141,0,60,t,f,42.41,40.40,17.19,0.00,53.58
H001NU17,1,2832886,NU17,2012/13,Energipolitiska frågor,Biogas,0,NU,2013-04-10,2013-04-10,E430B00C-9B1C-4B94-A933-869E347F1095,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,NU17,2013-04-10,1963,349,152,133,19,45,t,f,43.55,38.11,12.89,5.44,56.45
GX01SoU3,1,2222534,SoU3,2009/10,Vissa psykiatrifrågor m.m.,Lagförslagen,0,SOU,2009-10-13,2009-10-14,88DEEB30-E143-4970-977B-0FFB3D12BC0E,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU3,2009-10-13,1958,349,249,39,0,61,t,f,71.35,11.17,17.48,0.00,53.58
GY01JuU8,21,2377773,JuU8,2010/11,Straffrättsliga frågor,Förhindrande av räddningsinsats,0,JUU,2011-01-19,2011-01-19,0217CDDE-99BD-4EC1-9952-4BB8EF622452,röstning,"""SD""",16,utskottet,SAKFRÅGAN,HUVUD,JuU8,2011-01-19,1963,349,277,19,0,53,t,f,79.37,5.44,15.19,0.00,54.44
GR01MJU4,20,2227827,MJU4,2003/04,Ett samhälle med giftfria och resurssnåla kretslopp,Slutförvaring av kvicksilver,0,MJU,2003-10-16,2012-04-02,A1E07ADC-D3A6-11D7-AF2B-000475502D6F,röstning,"""m"",""c"",""fp"",""kd""",25,utskottet,SAKFRÅGAN,HUVUD,MJU4,2003-10-16,1954,349,155,125,0,69,t,f,44.41,35.82,19.77,0.00,55.30
GU01CU1,2,2288651,CU1,2006/07,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik",Investeringsbidraget för byggande av hyresbostäder,0,CU,2006-12-11,2006-12-11,9B1D9C6C-AE9D-4BE6-97D2-48FBCFB47842,röstning,"""s"",""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,CU1,2006-12-11,1958,349,154,143,0,52,t,f,44.13,40.97,14.90,0.00,52.72
H101JuU1,78,2860040,JuU1,2013/14,Utgiftsområde 4 Rättsväsendet,Ökad kunskap inom polisen om arbetsmiljörelaterade brott,0,JUU,2013-11-22,2013-11-22,4832E97D-C1BB-43B1-B35D-D3DD41645C2D,röstning,"""S"",""V""",55,utskottet,SAKFRÅGAN,HUVUD,JuU1,2013-12-10,1963,349,200,119,0,30,t,f,57.31,34.10,8.60,0.00,55.87
GR01SFU6,9,2242433,SFU6,2003/04,Människosmuggling och tidsbegränsat uppehållstillstånd för målsägande ochvittnen,Stöd vid återvändande,0,SFU,2004-03-02,2006-03-15,2CFC1295-EF67-47FA-AA68-0501615917B4,röstning,"""c"",""kd"",""mp""",14,utskottet,SAKFRÅGAN,HUVUD,SFU6,2004-03-02,1954,349,206,54,17,72,t,f,59.03,15.47,20.63,4.87,54.73
H101FöU6,6,2894725,FöU6,2013/14,"Strålskydd, kärnteknisk säkerhet och explosivämnen m.m.",Kärnavfallsavgiften,0,FÖU,2014-01-21,2014-01-21,0FB60CF3-E44D-4908-8AEC-1D4AE1CEC4C7,röstning,"""MP""",3,utskottet,SAKFRÅGAN,HUVUD,FöU6,2014-01-29,1963,349,269,22,15,43,t,f,77.08,6.30,12.32,4.30,56.73
GR01BOU8,3,2300552,BOU8,2003/04,Bostadsförsörjningsfrågor,Förmedling av andrahandslägenheter,0,BOU,2004-04-01,2006-03-15,E1A6FE7E-5CD0-4956-A86E-5F50961BDF25,röstning,"""mp""",6,utskottet,SAKFRÅGAN,HUVUD,BOU8,2004-04-01,1954,349,159,15,114,61,t,f,45.56,4.30,17.48,32.66,54.73
GY01UU10,5,2375926,UU10,2010/11,Berättelse om verksamheten i Europeiska unionen under 2010,Området söder om EU,0,UU,2011-05-12,2011-05-12,31FEA485-7EDB-40B9-9107-CA96548810AF,röstning,"""SD""",13,utskottet,MOTIVFRÅGAN,HUVUD,UU10,2011-05-12,1963,349,145,19,128,57,t,f,41.55,5.44,16.33,36.68,53.87
H101NU9,2,2877247,NU9,2013/14,Riksrevisionens rapport om staten på elmarknaden,Elcertifikatssystemet,0,NU,2014-02-21,2014-02-21,8634DE93-87A3-4BB0-9B0C-38F9709AAF35,röstning,"""S"",""MP"",""V""",4,utskottet,SAKFRÅGAN,HUVUD,NU9,2014-03-06,1963,349,146,129,19,55,t,f,41.83,36.96,15.76,5.44,57.02
GT01FiU13,1,2222371,FiU13,2005/06,Vissa kommunalekonomiska frågor (prop. 2005/06:7),Ändring av bestämmelser om överklagande av beslut i de kommunala utjämningssystemen,0,FIU,2005-10-25,2005-11-14,979A1314-7EB3-4A42-8ADB-1F73A3320649,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,FiU13,2005-10-25,1954,349,161,130,0,58,t,f,46.13,37.25,16.62,0.00,54.73
GQ01FIU1,2,2224050,FIU1,2002/03,"Utgiftsramar och beräkning avstatsinkomsterna, m.m.",Gröna nyckeltal i EU (avsnitt 1.4.1),0,FIU,2002-11-21,2006-03-15,75B26B1D-05D2-11D7-AE49-000475504B05,röstning,"""mp""",2,utskottet,SAKFRÅGAN,HUVUD,FIU1,2002-11-21,1954,349,303,16,0,30,t,f,86.82,4.58,8.60,0.00,54.73
GV01UU9,1,2284006,UU9,2007/08,Mänskliga rättigheter i svensk utrikespolitik,Mål och inriktning,0,UU,2008-05-27,2008-05-27,A6E99EA0-AA44-4AF0-B881-A762C554B664,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,UU9,2008-05-27,1958,349,263,19,0,67,t,f,75.36,5.44,19.20,0.00,53.30
GR01BOU6,11,2289347,BOU6,2003/04,Byggfrågor,Barnsäkerhet i bostäder,0,BOU,2004-02-19,2006-03-15,6CD2B089-9945-4F77-B0EC-A4D99227B28A,röstning,"""c"",""kd"",""v"",""mp""",12,utskottet,SAKFRÅGAN,HUVUD,BOU6,2004-02-19,1954,349,186,78,0,85,t,f,53.30,22.35,24.36,0.00,54.73
GW01CU15,3,2253626,CU15,2008/09,Arvsrättsliga frågor,Sambors arvsrätt,0,CU,2008-12-03,2008-12-03,5EE339F9-660C-4534-912A-FA0335371B66,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,CU15,2008-12-03,1959,349,282,21,0,46,t,f,80.80,6.02,13.18,0.00,53.30
GW01UbU5,1,2222105,UbU5,2008/09,En ny betygsskala,Ny betygsskala,0,UBU,2009-01-30,2009-01-30,5A412150-63ED-415F-AF7D-702F218073E9,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,UbU5,2009-01-30,1959,349,140,102,29,78,t,f,40.11,29.23,22.35,8.31,52.72
H001FiU1,2,2793083,FiU1,2012/13,Utgiftsramar och beräkning av statsinkomsterna ,"Utgiftsramar, utgiftstak och beräkning av inkomsterna på statens budget för 2013",0,FIU,2012-11-13,2012-11-13,46197064-1818-49E3-ADDE-8A1AB05C660A,röstning,"""S""",5,utskottet,SAKFRÅGAN,HUVUD,FiU1,2012-11-13,1963,349,156,101,54,38,t,f,44.70,28.94,10.89,15.47,56.73
GT01KU7,7,2227795,KU7,2005/06,"Statlig förvaltning, m.m.",Avveckling eller omstrukturering av myndigheter,0,KU,2006-02-21,2006-02-27,8EC8D4CD-0064-455E-AF96-A7DEB0E92352,röstning,"""fp""",3,utskottet,SAKFRÅGAN,HUVUD,KU7,2006-02-21,1954,349,242,39,0,68,t,f,69.34,11.17,19.48,0.00,54.44
GQ01NU5,7,2298300,NU5,2002/03,Vissa utrikeshandelspolitiska frågor,Exportkreditfrågor,0,NU,2003-03-11,2006-03-15,1AE27FF4-593C-11D7-AEDE-000475504AA4,röstning,"""v"",""mp""",5,utskottet,SAKFRÅGAN,HUVUD,NU5,2003-03-11,1954,349,238,39,25,47,t,f,68.19,11.17,13.47,7.16,53.87
GZ01SoU24,1,2769265,SoU24,2011/12,En EU-rättslig anpassning av regelverket för sprutor och kanyler,En EU-rättslig anpassning av regelverket för sprutor och kanyler,0,SOU,2012-09-10,2012-09-10,CE1D4B06-2DC0-46F6-BB29-B4E9B70A38D0,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,SoU24,2012-09-10,1963,349,303,20,0,26,t,f,86.82,5.73,7.45,0.00,56.16
GV01NU2,3,2285967,NU2,2007/08,Utgiftsområde 19 Regional utveckling,Organisering och lokalisering av myndigheter,0,NU,2007-12-07,2007-12-10,4DE39803-1C0B-4B87-A028-7B9FF02BBA3E,röstning,"""v""",3,utskottet,SAKFRÅGAN,HUVUD,NU2,2007-12-07,1958,349,284,20,2,43,t,f,81.38,5.73,12.32,0.57,53.01
H001NU21,2,2832892,NU21,2012/13,Förbättrade möjligheter till licensiering av upphovsrätt,Skyddstid och översyn av upphovsrätten,0,NU,2013-06-10,2013-06-10,5A7CE976-490A-417F-A617-7AF2E5585FB5,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,NU21,2013-06-10,1963,349,271,38,0,40,t,f,77.65,10.89,11.46,0.00,56.45
GY01MJU5,38,2350918,MJU5,2010/11,Åtgärder för levande hav,Utfiskning i fattiga länder,0,MJU,2010-11-22,2010-11-22,D41D37EE-136B-4787-AA23-F714FBD2DF5A,röstning,"""S"",""MP"",""V""",40,utskottet,SAKFRÅGAN,HUVUD,MJU5,2010-11-22,1963,349,177,139,0,33,t,f,50.72,39.83,9.46,0.00,54.73
GW01JuU26,1,2222236,JuU26,2008/09,Utvidgat avlägsnande vid ordningstörningar,Utvidgat avlägsnande,0,JUU,2009-04-28,2009-04-28,F1E1767A-CC35-48A8-9743-D133D5E0C052,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,JuU26,2009-04-28,1959,349,262,34,0,53,t,f,75.07,9.74,15.19,0.00,52.44
GV01JuU20,1,2284374,JuU20,2007/08,Godkännande av Prümrådsbeslutet,Godkännande av Prümrådsbeslutet,0,JUU,2008-05-07,2008-05-07,CDEED228-CBCE-4EC8-A615-E579F1E7DB10,röstning,"""s""",1,utskottet,SAKFRÅGAN,HUVUD,JuU20,2008-05-07,1958,349,153,112,35,49,t,f,43.84,32.09,14.04,10.03,53.30
H001SoU4,14,2804779,SoU4,2012/13,Stärkt stöd och skydd för barn och unga,Samverkansmodeller m.m. i kommunernas kvalitetsarbete,0,SOU,2012-11-14,2012-11-14,53C39A01-4A51-4D8F-A893-E1AB982FD4B9,röstning,"""S"",""V""",11,utskottet,SAKFRÅGAN,HUVUD,SoU4,2012-11-14,1963,349,151,111,41,46,t,f,43.27,31.81,13.18,11.75,56.73
GV01SfU1,33,2287000,SfU1,2007/08,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Pensionssystemet m.m.,0,SFU,2007-12-03,2007-12-03,88528A95-2AD2-4B17-B0F8-C54ECAB7AC70,röstning,"""v""",37,utskottet,SAKFRÅGAN,HUVUD,SfU1,2007-12-03,1958,349,270,19,0,60,t,f,77.36,5.44,17.19,0.00,53.01
H101UU12,4,2896862,UU12,2013/14,Sveriges politik för global utveckling,Den globala utmaningen migrationsströmmar,0,UU,2014-05-19,2014-05-19,024B2F4F-10A7-4D30-A1CC-2E94FBD9EC0E,röstning,"""MP""",5,utskottet,SAKFRÅGAN,HUVUD,UU12,2014-06-04,1963,349,260,19,17,53,t,f,74.50,5.44,15.19,4.87,56.45
GZ01NU13,7,2756433,NU13,2011/12,Handelspolitiska frågor,Export av miljöteknik,0,NU,2012-03-13,2012-03-13,297C6A1B-92F2-470A-BF37-7909BC5B9AB4,röstning,"""S"",""MP"",""V""",6,utskottet,MOTIVFRÅGAN,HUVUD,NU13,2012-03-13,1963,349,172,137,0,40,t,f,49.28,39.26,11.46,0.00,55.87
GW01UbU17,12,2222067,UbU17,2008/09,Grundskolan,Resursfrågor,0,UBU,2009-04-08,2009-04-08,FA2DD7E4-298A-4DCC-BDBC-3321F56C0BAD,röstning,"""s""",8,utskottet,SAKFRÅGAN,HUVUD,UbU17,2009-04-08,1958,349,163,108,19,59,t,f,46.70,30.95,16.91,5.44,52.15
GZ01SoU13,7,2762586,SoU13,2011/12,Funktionshindersfrågor,Hjälpmedel,0,SOU,2012-04-24,2012-04-24,0747BB79-0710-46F4-8D26-27D22F9B7E7C,röstning,"""MP""",8,utskottet,SAKFRÅGAN,HUVUD,SoU13,2012-04-24,1963,349,265,19,17,48,t,f,75.93,5.44,13.75,4.87,57.02
GY01TU18,14,2419625,TU18,2010/11,Trafiksäkerhet,Två-plus-ett-vägar,0,TU,2011-04-05,2011-04-05,22DC71B1-645B-4EC1-BF75-47A67A8CD216,röstning,"""S"",""MP"",""V""",8,utskottet,SAKFRÅGAN,HUVUD,TU18,2011-04-05,1963,349,151,115,0,83,t,f,43.27,32.95,23.78,0.00,54.44
GY01FöU1,2,2370706,FöU1,2010/11,Utgiftsområde 6 Försvar och samhällets krisberedskap 2011,Materielprojekt samt bemyndigande och investeringsplan för anskaffning av materiel m.m.,0,FÖU,2010-12-03,2010-12-03,6AA4BE66-6E8B-43EB-BEE5-3F622E285B73,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,FöU1,2010-12-03,1963,349,173,19,134,23,t,f,49.57,5.44,6.59,38.40,54.73
GQ01FIU1,5,2224050,FIU1,2002/03,"Utgiftsramar och beräkning avstatsinkomsterna, m.m.","Budgetförslagen för 2003 (avsnitten 2.4-2.12, 3 och 4.1)",0,FIU,2002-11-21,2006-03-15,75B26B25-05D2-11D7-AE49-000475504B05,röstning,"""m""",8,utskottet,SAKFRÅGAN,HUVUD,FIU1,2002-11-21,1954,349,176,48,95,30,t,f,50.43,13.75,8.60,27.22,54.73
H001TU2,5,2804406,TU2,2012/13,Transportsystemets inriktning,Transportpolitiken och klimatmålen,0,TU,2012-12-07,2012-12-07,05CDCF53-6F4D-489C-950E-53D55FF0200F,röstning,"""S"",""MP"",""V""",5,utskottet,SAKFRÅGAN,HUVUD,TU2,2012-12-07,1963,349,187,150,0,12,t,f,53.58,42.98,3.44,0.00,57.02
GY01CU22,15,2424223,CU22,2010/11,Plan- och byggfrågor,Bestämmelser om tillgänglighet,0,CU,2011-03-29,2011-03-29,6706363C-591E-4128-8AAA-2F87D285DB46,röstning,"""S""",13,utskottet,SAKFRÅGAN,HUVUD,CU22,2011-03-29,1963,349,198,114,0,37,t,f,56.73,32.66,10.60,0.00,54.44
GZ01TU1,9,2720033,TU1,2011/12,Utgiftsområde 22 Kommunikationer,Höghastighetsbanor,0,TU,2011-12-07,2011-12-07,4595F439-1E7C-4036-99EC-5B14A5DA2F7B,röstning,"""S"",""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,TU1,2011-12-07,1963,349,174,139,0,36,t,f,49.86,39.83,10.32,0.00,55.59
