embedded_id_party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
S,GY01CU18,13,2380132,CU18,2010/11,Familjerättsliga frågor,Juridiskt biträde för barn,0,CU,2011-04-05,2011-04-05,B568C62B-CE2B-4051-81BF-0724FABC3E90,röstning,"""S"",""MP""",8,utskottet,SAKFRÅGAN,HUVUD,CU18,2011-04-05,1963,349,176,139,0,34,t,f,50.43,39.83,9.74,0.00,54.15,1962,112,0,102,0,10,f,f,0.00,91.07,8.93,0.00,51.79
V,GX01UbU21,7,2312631,UbU21,2009/10,Ny skollag,Lika tillgång till utbildning och likvärdig utbildning,0,UBU,2010-06-11,2010-06-11,40E0D233-32E9-418D-9854-2D9E8EACC674,röstning,"""v""",8,utskottet,SAKFRÅGAN,HUVUD,UbU21,2010-06-11,1959,349,293,22,0,34,t,f,83.95,6.30,9.74,0.00,53.01,1958,22,0,20,0,2,f,f,0.00,90.91,9.09,0.00,36.36
V,GY01KrU5,2,2380139,KrU5,2010/11,Mediefrågor,"Översyn av Förvaltningsstiftelsen för SR, SVT och UR",0,KRU,2011-02-07,2011-02-08,6D4AF9FD-BB6F-48D1-8D09-CA99D55D7DEF,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,KrU5,2011-02-07,1963,349,301,20,0,28,t,f,86.25,5.73,8.02,0.00,54.15,1960,19,15,1,0,3,t,f,78.95,5.26,15.79,0.00,42.11
KD,GY01SoU15,6,2424432,SoU15,2010/11,Läkemedelsfrågor,Barn-Fass,0,SOU,2011-03-29,2011-03-29,8DA441E7-3BB2-40E5-8AD3-BD769E61B940,röstning,"""MP""",3,utskottet,SAKFRÅGAN,HUVUD,SoU15,2011-03-29,1963,349,265,37,0,47,t,f,75.93,10.60,13.47,0.00,54.44,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,57.89
S,H101FöU7,1,2897834,FöU7,2013/14,Försvarspolitiska frågor,Säkerhetsstrategi och anpassad hotbild,0,FÖU,2014-01-21,2014-01-22,EDC73D18-5D5B-43D1-A388-9B27F87B466C,röstning,"""MP""",1,utskottet,SAKFRÅGAN,HUVUD,FöU7,2014-01-29,1963,349,284,22,0,43,t,f,81.38,6.30,12.32,0.00,56.73,1962,112,98,0,0,14,t,f,87.50,0.00,12.50,0.00,50.89
MP,GV01SoU1,27,2242161,SoU1,2007/08,"Utgiftsområde 9 Hälsovård, sjukvård och social omsorg m.m.",Personligt ombud,0,SOU,2007-12-06,2007-12-06,DC11827B-4E11-4920-BF65-11981810C339,röstning,"""v""",16,utskottet,SAKFRÅGAN,HUVUD,SoU1,2007-12-06,1958,349,258,19,0,72,t,f,73.93,5.44,20.63,0.00,53.01,1963,19,15,0,0,4,t,f,78.95,0.00,21.05,0.00,63.16
L,H001AU8,14,2833037,AU8,2012/13,"Arbetsrätt
",Rätt till heltid,0,AU,2013-04-15,2013-04-15,C8B5792D-98CC-453D-BB86-A5EC419C21B0,röstning,"""S""",12,utskottet,SAKFRÅGAN,HUVUD,AU8,2013-04-15,1963,349,195,96,17,41,t,f,55.87,27.51,11.75,4.87,56.45,1960,24,20,0,0,4,t,f,83.33,0.00,16.67,0.00,54.17
C,GZ01FiU8,1,2719967,FiU8,2011/12,Upphandling på försvars- och säkerhetsområdet,Lag om upphandling på försvars- och säkerhetsområdet,0,FIU,2011-09-22,2011-09-22,2710B29A-59F0-44F9-A621-BE6310C048C5,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,FiU8,2011-09-22,1963,349,295,18,0,36,t,f,84.53,5.16,10.32,0.00,54.44,1964,23,20,0,0,3,t,f,86.96,0.00,13.04,0.00,60.87
V,GT01LU35,1,2224445,LU35,2005/06,Ny skuldsaneringslag,Ny skuldsaneringslag,0,LU,2006-05-09,2006-05-10,86A456FA-7EE8-46E3-ABC4-4C06E5B45E21,röstning,"""m"",""c"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,LU35,2006-05-09,1954,349,176,72,0,101,t,f,50.43,20.63,28.94,0.00,53.87,1953,28,21,0,0,7,t,f,75.00,0.00,25.00,0.00,53.57
M,GQ01AU8,1,2228318,AU8,2002/03,Arbetsmarknadspolitik,"Mål och inriktning, styrning av AMV",0,AU,2003-05-13,2006-03-15,CDC70055-8D1E-11D7-AE8E-0004755046D0,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,AU8,2003-05-13,1954,349,162,45,81,61,t,f,46.42,12.89,17.48,23.21,55.30,1954,55,0,45,0,10,f,f,0.00,81.82,18.18,0.00,60.00
KD,GR01KUU1,63,2227247,KUU1,2003/04,Europeiska   konventet   om  EU:s  framtid   (skr.2003/04:13),En europeisk åklagare,0,KUU,2003-11-12,2006-03-15,04CB57B0-EB8C-42DC-B53C-81E0F582C102,röstning,"""m"",""c""",71,utskottet,SAKFRÅGAN,HUVUD,KUU1,2003-11-12,1954,349,208,56,14,71,t,f,59.60,16.05,20.34,4.01,54.73,1951,33,24,0,2,7,t,f,72.73,0.00,21.21,6.06,66.67
MP,GT01UbU8,5,2227090,UbU8,2005/06,Vuxenutbildning,Infrastruktur för vuxenutbildningen,0,UBU,2006-02-09,2006-02-17,331712E6-6A56-4BCB-8E5F-BDDE19E7FD5A,röstning,"""kd""",6,utskottet,SAKFRÅGAN,HUVUD,UbU8,2006-02-09,1954,349,218,24,0,107,t,f,62.46,6.88,30.66,0.00,54.44,1958,17,12,0,0,5,t,f,70.59,0.00,29.41,0.00,52.94
L,GQ01SOU3,41,2227813,SOU3,2002/03,Hälso- och sjukvårdsfrågor m.m.,Utländska kvinnors rätt till abort i Sverige,0,SOU,2003-03-25,2006-03-15,EDAEB426-5AAF-11D7-AE79-0004755038EE,röstning,"""c"",""fp"",""v"",""mp""",55,utskottet,SAKFRÅGAN,HUVUD,SOU3,2003-03-25,1954,349,203,102,6,38,t,f,58.17,29.23,10.89,1.72,55.30,1956,48,0,41,0,7,f,f,0.00,85.42,14.58,0.00,52.08
V,GY01CU18,10,2380132,CU18,2010/11,Familjerättsliga frågor,Automatisk gemensam vårdnad för ogifta föräldrar,0,CU,2011-04-05,2011-04-05,9999F612-F48E-487F-B020-41722F35902C,röstning,"""S""",6,utskottet,SAKFRÅGAN,HUVUD,CU18,2011-04-05,1963,349,197,118,0,34,t,f,56.45,33.81,9.74,0.00,54.15,1960,19,0,16,0,3,f,f,0.00,84.21,15.79,0.00,42.11
KD,GT01TU11,7,2227437,TU11,2005/06,Luftfartsfrågor,Regionala flygplatsfrågor,0,TU,2006-03-14,2006-03-14,226B06D7-0058-40D0-9996-DA449D72D5A0,röstning,"""m"",""c"",""fp"",""kd""",7,utskottet,SAKFRÅGAN,HUVUD,TU11,2006-03-14,1954,349,151,118,1,79,t,f,43.27,33.81,22.64,0.29,54.44,1951,33,0,21,1,11,f,f,0.00,63.64,33.33,3.03,69.70
M,GR01LU17,9,2298301,LU17,2003/04,Immaterialrättsliga frågor,Arenarätt,0,LU,2004-03-18,2006-03-15,C44DAA62-AFCD-463F-9461-5624D5AAF460,röstning,"""m"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,LU17,2004-03-18,1954,349,216,70,0,63,t,f,61.89,20.06,18.05,0.00,54.73,1953,55,0,42,0,13,f,f,0.00,76.36,23.64,0.00,61.82
V,GR01UBU3,23,2227651,UBU3,2003/04,Högskolan,Distansutbildning m.m.,0,UBU,2004-02-19,2006-03-15,43E71612-8AE0-48D9-844E-A522CB2EC96B,röstning,"""c""",36,utskottet,SAKFRÅGAN,HUVUD,UBU3,2004-02-19,1954,349,263,16,0,70,t,f,75.36,4.58,20.06,0.00,55.01,1953,30,25,0,0,5,t,f,83.33,0.00,16.67,0.00,50.00
C,H101KrU10,11,2903027,KrU10,2013/14,Kyrkoantikvarisk ersättning och övriga kulturarvsfrågor,Det industriella kulturarvet,0,KRU,2014-06-05,2014-06-05,0BC6C216-B54B-483A-A3D7-5D08D267B720,röstning,"""S"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,KrU10,2014-06-17,1963,349,198,117,0,34,t,f,56.73,33.52,9.74,0.00,56.45,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,65.22
MP,H101TU17,2,2902667,TU17,2013/14,Luftartsfrågor,Flygplatsfrågor och övriga infrastrukturfrågor,0,TU,2014-06-04,2014-06-04,5D3DF92D-4653-496E-8361-EE81C6F8C238,röstning,"""V""",3,utskottet,SAKFRÅGAN,HUVUD,TU17,2014-06-17,1963,349,274,17,24,34,t,f,78.51,4.87,9.74,6.88,56.45,1964,25,0,0,23,2,f,t,0.00,0.00,8.00,92.00,52.00
KD,H101KU18,9,2899055,KU18,2013/14,Författningsfrågor,Den offentliga äganderätten,0,KU,2014-03-13,2014-03-13,DF5DA032-554A-4C80-94DE-6EA9E2455A5F,röstning,"""V""",7,utskottet,SAKFRÅGAN,HUVUD,KU18,2014-03-26,1963,349,297,18,0,34,t,f,85.10,5.16,9.74,0.00,56.45,1961,19,16,0,0,3,t,f,84.21,0.00,15.79,0.00,57.89
L,H501AU10,7,4783286,AU10,2017/18,Jämställdhet och åtgärder mot diskriminering,Utvärdering av diskrimineringslagen m.m.,0,AU,2018-04-20,2017-12-05,1FE9FA91-1654-4E73-89A2-3AC508CA0814,röstning,"M, SD, L",21,utskottet,SAKFRÅGAN,HUVUD,AU10,2018-05-03,1970,349,151,124,18,56,t,f,43.27,35.53,16.05,5.16,54.15,1969,19,0,15,0,4,f,f,0.00,78.95,21.05,0.00,57.89
L,GY01JuU7,35,2377772,JuU7,2010/11,Polisfrågor,Offentliga brottsregister,0,JUU,2011-05-31,2011-05-31,7C5AA8D0-259A-42AE-B3B4-A27633719305,röstning,"""SD""",16,utskottet,SAKFRÅGAN,HUVUD,JuU7,2011-05-31,1963,349,284,22,0,43,t,f,81.38,6.30,12.32,0.00,54.44,1959,24,18,0,0,6,t,f,75.00,0.00,25.00,0.00,54.17
L,GU01UU12,8,2283960,UU12,2006/07,Strategisk exportkontroll 2006 ,"Krigsmaterielhandel och mänskliga rättigheter, fattigdomsbekämpning m.m.",0,UU,2007-05-11,2007-05-11,FC7DCC6E-1539-40E7-AB1A-EEEBECC04243,röstning,"""v"",""mp""",9,utskottet,SAKFRÅGAN,HUVUD,UU12,2007-05-11,1958,349,255,34,0,60,t,f,73.07,9.74,17.19,0.00,51.58,1960,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,46.43
S,H101CU1,16,2855923,CU1,2013/14,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",Konsumentpolitiskt mål,0,CU,2013-12-04,2013-12-04,798B598F-A8F2-4CEE-82CB-ED68E1D9B11F,röstning,"""S"",""MP"",""V""",26,utskottet,SAKFRÅGAN,HUVUD,CU1,2013-12-12,1963,349,167,133,0,49,t,f,47.85,38.11,14.04,0.00,55.87,1962,112,0,94,0,18,f,f,0.00,83.93,16.07,0.00,50.00
V,GR01MJU12,1,2285429,MJU12,2003/04,Icke-joniserande strålning,Försiktighetsprincipen,0,MJU,2004-03-11,2006-03-15,72000ED0-745E-4343-9C18-1E20749C3593,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU12,2004-03-11,1954,349,276,21,3,49,t,f,79.08,6.02,14.04,0.86,54.73,1953,30,19,1,0,10,t,f,63.33,3.33,33.33,0.00,50.00
KD,GR01MJU15,13,2289409,MJU15,2003/04,Handlingsplan för åtgärder inom hästsektorn,Handel med hästar,0,MJU,2004-03-25,2006-03-15,C36036B0-6CE5-11D8-891E-0004755037A9,röstning,"""v""",17,utskottet,SAKFRÅGAN,HUVUD,MJU15,2004-03-25,1954,349,204,24,85,36,t,f,58.45,6.88,10.32,24.36,55.01,1951,33,0,0,27,6,f,t,0.00,0.00,18.18,81.82,69.70
C,H001AU5,8,2805076,AU5,2012/13,Lag om uthyrning av arbetstagare m.m. ,Socialt protokoll,0,AU,2012-11-14,2012-11-14,8265A0E9-3D2D-42C8-9C77-F1AC8FB715AD,röstning,"""M"",""FP"",""C"",""KD""",9,utskottet,SAKFRÅGAN,HUVUD,AU5,2012-11-14,1963,349,159,153,1,36,t,f,45.56,43.84,10.32,0.29,57.02,1963,23,1,17,1,4,f,f,4.35,73.91,17.39,4.35,65.22
S,H101KU46,1,2903011,KU46,2013/14,Översyn av riksdagsordningen och En utvecklad budgetprocess,En ny riksdagsordning,0,KU,2014-01-01,2014-06-10,5376E9A7-BA23-4825-A2A9-974EC6FE2B97,röstning,"",0,utskottet,SAKFRÅGAN,HUVUD,KU46,2014-06-17,1963,349,315,0,0,34,t,f,90.26,0.00,9.74,0.00,56.45,1963,112,100,0,0,12,t,f,89.29,0.00,10.71,0.00,51.79
L,GZ01UU3,12,2722438,UU3,2011/12,Norden,Arktissamarbete,0,UU,2011-10-19,2011-10-19,1958C6E1-CFB5-4874-AD4F-4D091BA2BC2F,röstning,"""S""",10,utskottet,SAKFRÅGAN,HUVUD,UU3,2011-10-19,1963,349,168,94,40,47,t,f,48.14,26.93,13.47,11.46,55.01,1959,24,20,0,0,4,t,f,83.33,0.00,16.67,0.00,54.17
SD,GZ01JuU22,3,2768204,JuU22,2011/12,Vissa åtgärder mot illegala vapen,Skärpta straff för vapenbrott,0,JUU,2012-05-10,2012-05-10,55DDFDB6-E88F-47A4-8796-D68EC1F61B4F,röstning,"""S""",3,utskottet,SAKFRÅGAN,HUVUD,JuU22,2012-05-10,1963,349,181,98,37,33,t,f,51.86,28.08,9.46,10.60,57.02,1969,19,0,0,19,0,f,t,0.00,0.00,0.00,100.00,84.21
C,GZ01JuU15,26,2747459,JuU15,2011/12,Polisfrågor,Gendarmeriorganisation,0,JUU,2012-02-23,2012-02-23,28EA3781-272B-461A-A1E3-6FC77F4B3AB8,röstning,"""SD""",16,utskottet,SAKFRÅGAN,HUVUD,JuU15,2012-02-23,1963,349,274,19,0,56,t,f,78.51,5.44,16.05,0.00,55.87,1964,23,18,0,0,5,t,f,78.26,0.00,21.74,0.00,65.22
MP,H101SfU1,10,2876290,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Rehabiliteringsinsatser,0,SFU,2013-12-02,2013-12-02,64F7E521-DDE6-4E72-98CD-FC331000D6BE,röstning,"""S"",""MP"",""V""",14,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,175,143,0,31,t,f,50.14,40.97,8.88,0.00,55.87,1964,25,0,24,0,1,f,f,0.00,96.00,4.00,0.00,52.00
V,GY01NU21,4,2424228,NU21,2010/11,Tredje inre marknadspaketet för el och naturgas m.m.,Elmarknadens funktion och utveckling,0,NU,2011-05-24,2011-05-24,990B290C-D737-43FC-8E3F-D0A0515BAA5B,röstning,"""S"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,NU21,2011-05-24,1963,349,185,107,0,57,t,f,53.01,30.66,16.33,0.00,53.87,1960,19,0,18,0,1,f,f,0.00,94.74,5.26,0.00,42.11
C,GR01UBU13,3,2290915,UBU13,2003/04,Utveckling av gymnasieskolan,Skolans värdegrund,0,UBU,2004-09-09,2006-03-15,EA626985-54B8-4916-98CB-805D94C0660D,röstning,"""kd""",3,utskottet,SAKFRÅGAN,HUVUD,UBU13,2004-09-09,1954,349,270,28,0,51,t,f,77.36,8.02,14.61,0.00,53.58,1954,22,20,0,0,2,t,f,90.91,0.00,9.09,0.00,54.55
C,H101JuU1,80,2860040,JuU1,2013/14,Utgiftsområde 4 Rättsväsendet,Nationell djurskyddspolis m.m.,0,JUU,2013-11-22,2013-11-22,0629AD8E-3846-49AC-92BB-436DA90F8785,röstning,"""SD""",57,utskottet,SAKFRÅGAN,HUVUD,JuU1,2013-12-10,1963,349,302,17,0,30,t,f,86.53,4.87,8.60,0.00,55.87,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,60.87
KD,H801FöU3,10,5065520,FöU3,2020/21,En effektivare kommunal räddningstjänst,Kommunernas förebyggande arbete,0,FÖU,2020-10-16,2020-08-20,C2AB3F2D-FFFA-47B4-A446-F8800925281B,röstning,KD,8,utskottet,SAKFRÅGAN,HUVUD,FöU3,2020-10-21,1973,349,52,3,0,294,t,f,14.90,0.86,84.24,0.00,50.72,1969,22,0,3,0,19,f,f,0.00,13.64,86.36,0.00,68.18
C,H101MJU7,1,2877066,MJU7,2013/14,En hållbar rovdjurspolitik,Avslag på propositionen,0,MJU,2013-11-29,2013-11-29,1B6F49CE-FA71-4FF7-AE56-3E1C41FE3343,röstning,"""MP"",""V""",1,utskottet,MOTIVFRÅGAN,HUVUD,MJU7,2013-12-10,1963,349,175,101,42,31,t,f,50.14,28.94,8.88,12.03,55.87,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,60.87
KD,GR01FÖU3,2,2292785,FÖU3,2003/04,Riksdagens     revisorers     förslag     angåendeFörsvarsmaktens    arbetsgivarpolitik    och   vissapersonalfrågor i försvaret,Karriärsystem,0,FÖU,2004-02-17,2006-03-15,E122698C-7CD4-4D6F-9EBC-9956FFF4E980,röstning,"""m"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,FÖU3,2004-02-17,1954,349,158,99,0,92,t,f,45.27,28.37,26.36,0.00,54.73,1951,33,0,25,0,8,f,f,0.00,75.76,24.24,0.00,69.70
MP,GQ01NU10,3,2303215,NU10,2002/03,Vissa konkurrenspolitiska frågor,Upphävande av det s.k. leniencyprogrammet,0,NU,2003-05-13,2006-03-15,DB9A0CD7-86CC-11D7-AF0C-000475504AA4,röstning,"""c"",""fp""",3,utskottet,SAKFRÅGAN,HUVUD,NU10,2003-05-13,1954,349,234,63,0,52,t,f,67.05,18.05,14.90,0.00,55.30,1954,17,12,1,0,4,t,f,70.59,5.88,23.53,0.00,47.06
SD,H101UbU4,3,2863753,UbU4,2013/14,Vissa register för forskning om vad arv och miljö betyder för människors hälsa,Underrättelser till enskilda,0,UBU,2013-10-16,2013-10-16,3351BF45-4C28-418A-8F5F-E985A63F5726,röstning,"""MP""",3,utskottet,SAKFRÅGAN,HUVUD,UbU4,2013-10-23,1963,349,275,22,18,34,t,f,78.80,6.30,9.74,5.16,55.59,1968,20,19,0,0,1,t,f,95.00,0.00,5.00,0.00,80.00
