id,committee_report_url_xml
HD01FiU26,https://data.riksdagen.se/utskottsforslag/HD01FiU26
GX01CU29,https://data.riksdagen.se/utskottsforslag/GX01CU29
GQ01UU9,https://data.riksdagen.se/utskottsforslag/GQ01UU9
GV01JuU6,https://data.riksdagen.se/utskottsforslag/GV01JuU6
H501UbU9,https://data.riksdagen.se/utskottsforslag/H501UbU9
GN01LU14,https://data.riksdagen.se/utskottsforslag/GN01LU14
H101SoU28,https://data.riksdagen.se/utskottsforslag/H101SoU28
H901NU12,https://data.riksdagen.se/utskottsforslag/H901NU12
H401TU14,https://data.riksdagen.se/utskottsforslag/H401TU14
GN01SoU9,https://data.riksdagen.se/utskottsforslag/GN01SoU9
H101JuU7,https://data.riksdagen.se/utskottsforslag/H101JuU7
GO01JuU12,https://data.riksdagen.se/utskottsforslag/GO01JuU12
GP01KU15,https://data.riksdagen.se/utskottsforslag/GP01KU15
H301MJU18,https://data.riksdagen.se/utskottsforslag/H301MJU18
HD01KU12,https://data.riksdagen.se/utskottsforslag/HD01KU12
H301KU5,https://data.riksdagen.se/utskottsforslag/H301KU5
GT01BoU12,https://data.riksdagen.se/utskottsforslag/GT01BoU12
GP01NU3,https://data.riksdagen.se/utskottsforslag/GP01NU3
GR01UU5,https://data.riksdagen.se/utskottsforslag/GR01UU5
H001SkU3,https://data.riksdagen.se/utskottsforslag/H001SkU3
GT01KU20,https://data.riksdagen.se/utskottsforslag/GT01KU20
GO01JuU20,https://data.riksdagen.se/utskottsforslag/GO01JuU20
H301AU7,https://data.riksdagen.se/utskottsforslag/H301AU7
GO01SkU23,https://data.riksdagen.se/utskottsforslag/GO01SkU23
H901UbU19,https://data.riksdagen.se/utskottsforslag/H901UbU19
H001KU20,https://data.riksdagen.se/utskottsforslag/H001KU20
GU01FöU1,https://data.riksdagen.se/utskottsforslag/GU01FöU1
H001SfU16,https://data.riksdagen.se/utskottsforslag/H001SfU16
GZ01UU3,https://data.riksdagen.se/utskottsforslag/GZ01UU3
GX01SkU5,https://data.riksdagen.se/utskottsforslag/GX01SkU5
GP01SOU14,https://data.riksdagen.se/utskottsforslag/GP01SOU14
GQ01LU17,https://data.riksdagen.se/utskottsforslag/GQ01LU17
GR01JUU19,https://data.riksdagen.se/utskottsforslag/GR01JUU19
H001NU13,https://data.riksdagen.se/utskottsforslag/H001NU13
GT01LU23,https://data.riksdagen.se/utskottsforslag/GT01LU23
HD01SoU21,https://data.riksdagen.se/utskottsforslag/HD01SoU21
H901KU40,https://data.riksdagen.se/utskottsforslag/H901KU40
H401FöU3,https://data.riksdagen.se/utskottsforslag/H401FöU3
H101KU42,https://data.riksdagen.se/utskottsforslag/H101KU42
H301SkU25,https://data.riksdagen.se/utskottsforslag/H301SkU25
H601SfU9,https://data.riksdagen.se/utskottsforslag/H601SfU9
GP01UU2,https://data.riksdagen.se/utskottsforslag/GP01UU2
HA01SoU23,https://data.riksdagen.se/utskottsforslag/HA01SoU23
H401FiU9,https://data.riksdagen.se/utskottsforslag/H401FiU9
GV01UbU12,https://data.riksdagen.se/utskottsforslag/GV01UbU12
GO01SkU15,https://data.riksdagen.se/utskottsforslag/GO01SkU15
HD01KU14,https://data.riksdagen.se/utskottsforslag/HD01KU14
H201JuU7,https://data.riksdagen.se/utskottsforslag/H201JuU7
H001KU24,https://data.riksdagen.se/utskottsforslag/H001KU24
H001AU8,https://data.riksdagen.se/utskottsforslag/H001AU8
HD01KrU7,https://data.riksdagen.se/utskottsforslag/HD01KrU7
GZ01CU5,https://data.riksdagen.se/utskottsforslag/GZ01CU5
H101SkU16,https://data.riksdagen.se/utskottsforslag/H101SkU16
GO01UU13,https://data.riksdagen.se/utskottsforslag/GO01UU13
H301UU12,https://data.riksdagen.se/utskottsforslag/H301UU12
H101SfU7,https://data.riksdagen.se/utskottsforslag/H101SfU7
H401CU8,https://data.riksdagen.se/utskottsforslag/H401CU8
H101NU18,https://data.riksdagen.se/utskottsforslag/H101NU18
GS01SOU11,https://data.riksdagen.se/utskottsforslag/GS01SOU11
H901SoU15,https://data.riksdagen.se/utskottsforslag/H901SoU15
H201SfU4,https://data.riksdagen.se/utskottsforslag/H201SfU4
GR01NU8,https://data.riksdagen.se/utskottsforslag/GR01NU8
GQ01SOU4,https://data.riksdagen.se/utskottsforslag/GQ01SOU4
GN01FöU7,https://data.riksdagen.se/utskottsforslag/GN01FöU7
GR01KU17,https://data.riksdagen.se/utskottsforslag/GR01KU17
GZ01KU10,https://data.riksdagen.se/utskottsforslag/GZ01KU10
H301JuU26,https://data.riksdagen.se/utskottsforslag/H301JuU26
GP01KRU22,https://data.riksdagen.se/utskottsforslag/GP01KRU22
H101SkU2,https://data.riksdagen.se/utskottsforslag/H101SkU2
H001SkU10,https://data.riksdagen.se/utskottsforslag/H001SkU10
GW01FöU4,https://data.riksdagen.se/utskottsforslag/GW01FöU4
H701NU7,https://data.riksdagen.se/utskottsforslag/H701NU7
GU01SfU7,https://data.riksdagen.se/utskottsforslag/GU01SfU7
H101CU36,https://data.riksdagen.se/utskottsforslag/H101CU36
GV01FiU11,https://data.riksdagen.se/utskottsforslag/GV01FiU11
H401FiU26,https://data.riksdagen.se/utskottsforslag/H401FiU26
GT01KrU13,https://data.riksdagen.se/utskottsforslag/GT01KrU13
GU01JuU10,https://data.riksdagen.se/utskottsforslag/GU01JuU10
GQ01SFU1,https://data.riksdagen.se/utskottsforslag/GQ01SFU1
GQ01NU13,https://data.riksdagen.se/utskottsforslag/GQ01NU13
GW01SoU26,https://data.riksdagen.se/utskottsforslag/GW01SoU26
H001FiU12,https://data.riksdagen.se/utskottsforslag/H001FiU12
H501JuU10,https://data.riksdagen.se/utskottsforslag/H501JuU10
GZ01FiU5,https://data.riksdagen.se/utskottsforslag/GZ01FiU5
GX01FiU15,https://data.riksdagen.se/utskottsforslag/GX01FiU15
GW01MJU10,https://data.riksdagen.se/utskottsforslag/GW01MJU10
HD01SoU15,https://data.riksdagen.se/utskottsforslag/HD01SoU15
H201KrU10,https://data.riksdagen.se/utskottsforslag/H201KrU10
GR01BOU13,https://data.riksdagen.se/utskottsforslag/GR01BOU13
GN01KU23,https://data.riksdagen.se/utskottsforslag/GN01KU23
GT01JuU19,https://data.riksdagen.se/utskottsforslag/GT01JuU19
GP01LU5,https://data.riksdagen.se/utskottsforslag/GP01LU5
GX01UU5,https://data.riksdagen.se/utskottsforslag/GX01UU5
H101KU47,https://data.riksdagen.se/utskottsforslag/H101KU47
H801TU9,https://data.riksdagen.se/utskottsforslag/H801TU9
H501FiU19,https://data.riksdagen.se/utskottsforslag/H501FiU19
GS01JUU5,https://data.riksdagen.se/utskottsforslag/GS01JUU5
GP01LU27,https://data.riksdagen.se/utskottsforslag/GP01LU27
GQ01KRU4,https://data.riksdagen.se/utskottsforslag/GQ01KRU4
