hjid,application_operation,created_date,event_group,model_object_id,model_object_version,events_application_session_h_0,session_id,page,page_mode,element_id,action_name,user_id,error_message,application_message
3389814,READ,2026-02-03 13:35:55.885,USER,,0,3389813,node01nrsladglmbxf15ulpom84i8w9119,documents,OVERVIEW,"",VISIT_DOCUMENTS_VIEW,anonymousUser,,VISIT_DOCUMENTS_VIEW
3389735,READ,2026-02-03 13:34:17.667,USER,,0,3389734,node01g0df9kld8om838mqyfwmhr9679,governmentbodyranking,Overview,DATAGRID,VISIT_GOVERNMENT_BODY_RANKING_VIEW,anonymousUser,,VISIT_GOVERNMENT_BODY_RANKING_VIEW
3389992,READ,2026-02-03 13:40:21.79,ADMIN,,0,3389987,node08ru0niq5f8isrl4r89vrjpsf157,adminapplicationevents,"",3389990,VISIT_ADMIN_APPLICATION_EVENTS_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_APPLICATION_EVENTS_VIEW
3389887,AUTHENTICATION,2026-02-03 13:37:56.114,USER,,0,3389885,node01wp6rgqliazti1ts8nxc1atmd1136,,,a23bf694-23e7-4cc1-8221-182a4f8f3377@test.com,LoginRequest,,Security:USERNAME_OR_PASSWORD_DO_NOT_MATCH,FAILURE
3389691,READ,2026-02-03 13:33:33.776,USER,,0,3389690,node0lkat9y8rseaq1k83bkx2401ao57,ministryranking,CHARTS,ALL_GOVERNMENT_ROLE_CHART,VISIT_MINISTRY_RANKING_VIEW,anonymousUser,,VISIT_MINISTRY_RANKING_VIEW
3389783,READ,2026-02-03 13:35:27.353,USER,,0,3389782,node0lwgyzopaf02pvjj81whnch51103,politician,BALLOTDECISIONSUMMARY,0222691314314,VISIT_POLITICIAN_VIEW,anonymousUser,,VISIT_POLITICIAN_VIEW
3392572,READ,2026-02-06 19:56:21.222,USER,,0,3390043,node0xp2r8wrgi92w1rr9jabyr480j0,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3389741,READ,2026-02-03 13:34:23.748,USER,,0,3389740,node01caa9rk5sz1dnpbsrk42ik8rz82,governmentbodyranking,Overview,PAGEVISITHISTORY,VISIT_GOVERNMENT_BODY_RANKING_VIEW,anonymousUser,,VISIT_GOVERNMENT_BODY_RANKING_VIEW
3390029,READ,2026-02-03 13:41:09.717,USER,,0,3390027,node01ljfvvwgjp2rwc1dcuaakj8wp164,main,Overview,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3393163,READ,2026-02-06 22:18:26.368,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,main,OVERVIEW,"",VISIT_MAIN_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_MAIN_VIEW
3389960,READ,2026-02-03 13:39:35.218,USER,,0,3389957,node05xgrampdsdvx15vailnh2fjqz151,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3393142,READ,2026-02-06 22:16:09.116,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,DOCUMENTDETAILS,rdhdc120260205ip,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
3389985,READ,2026-02-03 13:40:11.926,USER,,0,3389982,node01mwrptkvlcreueq72jvljxv1o156,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3365763,READ,2026-01-16 13:04:52.448,USER,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3389643,READ,2026-02-03 13:32:24.758,USER,,0,3389642,node018x70n24ay341w4siq5vqtgs833,committee,ROLEGHANT,JuU,VISIT_COMMITTEE_VIEW,anonymousUser,,VISIT_COMMITTEE_VIEW
3389905,CREATE,2026-02-03 13:38:23.396,USER,,0,3389899,node0h1zrgkpggmmg1mrsy4vjcbezl140,,,,ChangePasswordRequest,c96934fe-4385-4201-9b92-ba4079a75b0e,,SUCCESS
3389855,CREATE,2026-02-03 13:37:03.849,USER,,0,3389849,node01wgksiwtu8djow1d5q8eatqo2129,,,,SetGoogleAuthenticatorCredentialRequest,7a3d8dbc-2e5f-4115-b0a1-25df1d123a4d,,FAILURE
3393133,READ,2026-02-06 22:13:57.4,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,main,OVERVIEW,"",VISIT_MAIN_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_MAIN_VIEW
3393158,READ,2026-02-06 22:18:01.226,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,documents,OVERVIEW,"",VISIT_DOCUMENTS_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENTS_VIEW
3389749,READ,2026-02-03 13:34:30.519,USER,,0,3389748,node0548c5nqq6mrvfvf2hr6nxdtl86,parliamentranking,CHARTS,DECISIONACTIVITYBYTYPE,VISIT_PARLIAMENT_RANKING_VIEW,anonymousUser,,VISIT_PARLIAMENT_RANKING_VIEW
3389751,READ,2026-02-03 13:34:32.195,USER,,0,3389750,node018u8fp9b8bvpu1b8gcocagdrnj87,parliamentranking,RULES,RISK_SUMMARY,VISIT_PARLIAMENT_RANKING_VIEW,anonymousUser,,VISIT_PARLIAMENT_RANKING_VIEW
3365984,READ,2026-01-18 02:09:31.413,USER,,0,3365979,node0pzpjjtqwip6yfsd2m15v1njg0,partyranking,CHARTS,CURRENTPARTYLEADERSCORECARD,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3390000,AUTHENTICATION,2026-02-03 13:40:34.761,USER,,0,3389998,node01e6x2dr3kj8ozvmpflyqxxk1q159,,,admin@hack23.com,LoginRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3389759,READ,2026-02-03 13:35:01.597,USER,,0,3389758,node0ewviw4iobuet124f8x31kplbs91,parliamentranking,OVERVIEW,"",VISIT_PARLIAMENT_RANKING_VIEW,anonymousUser,,VISIT_PARLIAMENT_RANKING_VIEW
3389601,READ,2026-02-03 13:31:41.43,USER,,0,3389600,node0fcn4oeois8wl1457e86nhkvtt12,partyranking,Overview,PAGEVISITHISTORY,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3389927,CREATE,2026-02-03 13:38:48.423,USER,,0,3389921,node01e7u1dvxc27lr1utoneu6qc69y145,,,,SetGoogleAuthenticatorCredentialRequest,b7f0bf13-897c-4f86-938e-0d6a3b0e3a39,,SUCCESS
3365760,READ,2026-01-16 13:04:31.154,USER,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,main,OVERVIEW,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389860,READ,2026-02-03 13:37:07.894,USER,,0,3389856,node0nrwhtnurphq1vzwlublkfp8130,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,00b752b2-d9f8-428f-bbb3-602b6f3b9318,,VISIT_USER_HOME_VIEW
3389703,READ,2026-02-03 13:33:45.632,USER,,0,3389702,node01s7qzoixoomtn116b46arddfvi63,ministry,ROLEGHANT,Finansdepartementet,VISIT_MINISTRY_VIEW,anonymousUser,,VISIT_MINISTRY_VIEW
3389699,READ,2026-02-03 13:33:42.303,USER,,0,3389698,node032unmlz0cs51kr6jbfp2i8qk61,ministryranking,Overview,GOVERNMENT_BODIES_EXPENDITURE,VISIT_MINISTRY_RANKING_VIEW,anonymousUser,,VISIT_MINISTRY_RANKING_VIEW
54087,AUTHORIZATION,2026-01-15 13:56:23.946,APPLICATION,,0,54086,node01ozjy4f3zp0nx1t7it3eu4cbrm1,AdminMonitoringView,!adminmonitoring,,,anonymousUser,"SECURITY:Url:https://localhost:8443/cia/#!adminmonitoring , MethodAdminMonitoringPageModContentFactoryImpl.createContent ,Authorities:[ROLE_ANONYMOUS] , RequiredAuthorities:[ROLE_ADMIN] source:ReflectiveMethodInvocation: public abstract com.vaadin.ui.Layout com.hack23.cia.web.impl.ui.application.views.common.pagemode.PageModeContentFactory.createContent(java.lang.String,com.vaadin.ui.MenuBar,com.vaadin.ui.Panel); target is of class [com.hack23.cia.web.impl.ui.application.views.admin.system.pagemode.AdminMonitoringPageModContentFactoryImpl]",Access Denied
3389777,READ,2026-02-03 13:35:18.031,USER,,0,3389776,node0vu1pggbqrf2o1dw3irs96r4ne100,politician,ROLELIST,0222691314314,VISIT_POLITICIAN_VIEW,anonymousUser,,VISIT_POLITICIAN_VIEW
3389824,READ,2026-02-03 13:36:16.685,USER,,0,3389822,node01rnii0x2w45797g30281mxnik121,,,,SearchDocumentRequest,,,SUCCESS
3390007,READ,2026-02-03 13:40:43.855,USER,,0,3390004,node04ebwjj8cddgo1665a71g5rbef160,userhome,OVERVIEW,"",VISIT_USER_HOME_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_USER_HOME_VIEW
3389771,READ,2026-02-03 13:35:11.813,USER,,0,3389770,node01shep1mmx6wagzpzta5vowqg797,politician,DOCUMENTHISTORY,0222691314314,VISIT_POLITICIAN_VIEW,anonymousUser,,VISIT_POLITICIAN_VIEW
3393149,READ,2026-02-06 22:16:41.635,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,OVERVIEW,rdhdc120260205ip,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
3389879,READ,2026-02-03 13:37:40.997,USER,,1,3389878,node01n1ul4p8jijcv1in8ym7drg0m135,main,Overview,REGISTER,VISIT_MAIN_VIEW,,,VISIT_MAIN_VIEW
3371379,READ,2026-01-24 16:13:55.067,USER,,0,3371376,node0ujqz1zai5mqj1ur17ii15f5y0,partyranking,Overview,DATAGRID,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3389615,READ,2026-02-03 13:31:57.953,USER,,0,3389614,node011jy7kaktjx621668alrfuof2519,party,PARTYAGAINSTCOALATIONSSUARY,M,VISIT_PARTY_VIEW,anonymousUser,,VISIT_PARTY_VIEW
3390014,READ,2026-02-03 13:40:52.885,ADMIN,,0,3390010,node018rrvujftt3bg1dubp17orv7ef161,adminmonitoring,"","",VISIT_ADMIN_MONITORING_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_MONITORING_VIEW
3393145,READ,2026-02-06 22:16:22.652,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,OVERVIEW,rdhdc120260205ip,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
3393332,READ,2026-02-06 22:48:54.866,ADMIN,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,adminmonitoring,"","",VISIT_ADMIN_MONITORING_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_MONITORING_VIEW
216,AUTHENTICATION,2026-01-15 05:33:32.394,USER,,0,213,node0epp9byyktd3n1qyel8exuzoe20,,,admin@hack23.com,LoginRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3389893,READ,2026-02-03 13:38:05.56,USER,,0,3389888,node0bqipw1yd26sh1l4glr2kv7nd2137,userhome,Overview,SECURITY_SETTINGS,VISIT_USER_HOME_VIEW,2c908a86-c3cc-4187-8fb2-0495ae46e640,,VISIT_USER_HOME_VIEW
3389739,READ,2026-02-03 13:34:21.809,USER,,0,3389738,node01ujughsjwj11nt1nhbwjxlw5p81,governmentbodyranking,CHARTS,EXPENDITURE,VISIT_MINISTRY_RANKING_VIEW,anonymousUser,,VISIT_MINISTRY_RANKING_VIEW
3389755,READ,2026-02-03 13:34:57.878,USER,,0,3389754,node09qs9qpfs69r4tek72fmecrn89,parliamentranking,CHARTS,PARTYGENDER,VISIT_PARLIAMENT_RANKING_VIEW,anonymousUser,,VISIT_PARLIAMENT_RANKING_VIEW
3389900,READ,2026-02-03 13:38:11.995,USER,,0,3389899,node0h1zrgkpggmmg1mrsy4vjcbezl140,main,Overview,REGISTER,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389944,READ,2026-02-03 13:39:12.711,USER,,0,3389943,node013c81jepyrdwfsylakiy9ywqz149,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389599,READ,2026-02-03 13:31:37.494,USER,,0,3389598,node04qhkj83rxvgp35j0iueaee5511,partyranking,CHARTS,CURRENTPARTYLEADERSCORECARD,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3390028,READ,2026-02-03 13:41:09.527,USER,,0,3390027,node01ljfvvwgjp2rwc1dcuaakj8wp164,main,Overview,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389731,READ,2026-02-03 13:34:13.36,USER,,0,3389730,node016jqkghy5v92b1rbazx1i7zp3n77,governmentbody,OVERVIEW,202100-4979,VISIT_GOVERNMENT_BODY_VIEW,anonymousUser,,VISIT_GOVERNMENT_BODY_VIEW
3389920,READ,2026-02-03 13:38:35.982,USER,,0,3389919,node01v1gt44k47hgnefervluum4f4144,main,OVERVIEW,"",VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389989,AUTHENTICATION,2026-02-03 13:40:17.445,USER,,0,3389987,node08ru0niq5f8isrl4r89vrjpsf157,,,admin@hack23.com,LoginRequest,04825a07-ce9a-42d7-8987-5ea83e769e3a,,SUCCESS
3390019,READ,2026-02-03 13:40:58.387,ADMIN,,0,3390015,node01ankwikfgq5ga12q2ftga36lrp162,adminuseraccount,"","",VISIT_ADMIN_USERACCOUNT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_USERACCOUNT_VIEW
3366320,READ,2026-01-21 01:08:03.092,USER,,0,3366319,node01skde6unvnmp0l3a6z9iyqr10,partyranking,Overview,DATAGRID,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
54088,READ,2026-01-15 13:56:26.677,USER,,0,54086,node01ozjy4f3zp0nx1t7it3eu4cbrm1,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389894,CREATE,2026-02-03 13:38:08.493,USER,,0,3389888,node0bqipw1yd26sh1l4glr2kv7nd2137,,,,ChangePasswordRequest,2c908a86-c3cc-4187-8fb2-0495ae46e640,,FAILURE
3393161,READ,2026-02-06 22:18:09.186,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,OVERVIEW,hd023902,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
3365761,READ,2026-01-16 13:04:33.28,USER,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,main,Overview,LOGIN,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3389679,READ,2026-02-03 13:33:14.857,USER,,0,3389678,node01iigmqc8q7j3f1sejhiuqrq3sq51,ministryranking,CHARTS,ALLPARTIESBYHEADCOUNT,VISIT_MINISTRY_RANKING_VIEW,anonymousUser,,VISIT_MINISTRY_RANKING_VIEW
3389883,READ,2026-02-03 13:37:49.407,USER,,1,3389878,node01n1ul4p8jijcv1in8ym7drg0m135,userhome,Overview,SECURITY_SETTINGS,VISIT_USER_HOME_VIEW,,,VISIT_USER_HOME_VIEW
3389973,READ,2026-02-03 13:39:53.396,ADMIN,,0,3389968,node09387ifz5tb8os9miwnbku24l153,adminapplicationsession,"",3389968,VISIT_ADMIN_APPLICATION_SESSION_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_APPLICATION_SESSION_VIEW
3389619,READ,2026-02-03 13:32:01.57,USER,,0,3389618,node0i0gn4gg1iidy14r9hby70vjkr21,party,VOTEHISTORY,M,VISIT_PARTY_VIEW,anonymousUser,,VISIT_PARTY_VIEW
3389863,READ,2026-02-03 13:37:14.325,USER,,0,3389862,node04lhhab0pzemw1nnlys8oy6pyg131,main,Overview,REGISTER,VISIT_MAIN_VIEW,anonymousUser,,VISIT_MAIN_VIEW
3392716,READ,2026-02-06 20:34:42.164,ADMIN,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,adminmonitoring,"","",VISIT_ADMIN_MONITORING_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_ADMIN_MONITORING_VIEW
3365764,READ,2026-01-16 13:04:56.592,USER,,0,3365758,node01pgjs92vqpr231xf20lrldn6q80,main,OVERVIEW,"",VISIT_MAIN_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_MAIN_VIEW
3366324,READ,2026-01-21 01:13:17.983,USER,,0,3366319,node01skde6unvnmp0l3a6z9iyqr10,partyranking,Overview,DATAGRID,VISIT_PARTY_RANKING_VIEW,anonymousUser,,VISIT_PARTY_RANKING_VIEW
3389585,READ,2026-02-03 13:31:19.937,USER,,0,3387279,node0flzcpgihfnu41ijgpj1zzwebq4,dashboard,OVERVIEW,"",VISIT_DASHBOARD_VIEW,anonymousUser,,VISIT_DASHBOARD_VIEW
3393143,READ,2026-02-06 22:16:11.216,USER,,0,3392613,node0v4ftppxxu2uz1dwdiru1j68xr0,document,OVERVIEW,rdhdc120260205ip,VISIT_DOCUMENT_VIEW,04825a07-ce9a-42d7-8987-5ea83e769e3a,,VISIT_DOCUMENT_VIEW
