embedded_id_intressent_id,party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,first_name,last_name,born_year,vote,won,rebel,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
0934639939611,C,GY01NU7,5,2372779,Ola,Johansson,1960,NEJ,f,f,NU7,2010/11,Statliga företag,Statens ägande av Vattenfall AB,0,NU,2011-03-08,2011-03-08,EC4DF56B-124D-4CAF-A579-FE1B1ABB41F8,röstning,"""M"",""FP"",""C"",""KD""",4,utskottet,SAKFRÅGAN,HUVUD,NU7,2011-03-08,1963,349,172,170,0,7,t,f,49.28,48.71,2.01,0.00,54.44,1964,23,0,23,0,0,f,f,0.00,100.00,0.00,0.00,60.87
0395292877305,S,GT01UU8,3,2224282,Per-Olof,Svensson,1942,JA,t,f,UU8,2005/06,Vår relation till den muslimska världen i EU:s grannskapsområde,Israels roll i Mellanösternkonflikten,0,UU,2006-03-14,2006-03-16,6D2C6CAC-07FC-4DBE-8E3A-FDC603E72DEC,röstning,"""mp""",2,utskottet,SAKFRÅGAN,HUVUD,UU8,2006-03-14,1954,349,126,36,131,56,t,f,36.10,10.32,16.05,37.54,54.44,1954,144,123,1,0,20,t,f,85.42,0.69,13.89,0.00,51.39
0745594497101,C,GT01LU14,19,2222618,Lars-Ivar,Ericson,1948,NEJ,f,f,LU14,2005/06,Ersättningsrättsliga frågor,Handläggning av trafikskadeärenden,0,LU,2006-02-14,2006-02-22,CBAA6785-1905-479C-A715-56583BF37DE1,röstning,"""c"",""v""",15,utskottet,SAKFRÅGAN,HUVUD,LU14,2006-02-14,1954,349,196,49,37,67,t,f,56.16,14.04,19.20,10.60,54.15,1954,22,0,17,0,5,f,f,0.00,77.27,22.73,0.00,54.55
0992420223820,M,GZ01JuU15,27,2747459,Jessica,Rosencrantz,1987,JA,t,f,JuU15,2011/12,Polisfrågor,"""Allemansrätt"" till gator och torg",0,JUU,2012-02-23,2012-02-23,22733679-EF25-45B5-800F-3C287AA4EC1D,röstning,"""MP"",""V""",17,utskottet,SAKFRÅGAN,HUVUD,JuU15,2012-02-23,1963,349,254,37,0,58,t,f,72.78,10.60,16.62,0.00,55.87,1964,107,92,0,0,15,t,f,85.98,0.00,14.02,0.00,57.94
033662260219,M,H101UU20,6,2903195,Montaser,Eneim,1967,JA,t,f,UU20,2013/14,Biståndspolitisk plattform,"Enprocentsmål, klimatfinansiering, ekosystem",0,UU,2014-05-28,2014-05-28,DE00A4B4-DFD1-4F0B-B41E-716ABF3CEB7F,röstning,"""MP"",""V""",10,utskottet,SAKFRÅGAN,HUVUD,UU20,2014-06-10,1963,349,274,40,0,35,t,f,78.51,11.46,10.03,0.00,56.45,1964,107,97,0,0,10,t,f,90.65,0.00,9.35,0.00,57.01
0540190357911,S,GR01SOU8,4,2222609,Hans,Hoff,1963,JA,t,f,SOU8,2003/04,Rökfria serveringsmiljöer m.m.,Rökrum,0,SOU,2004-04-22,2006-03-15,8AF1C1E4-4805-44D4-B2D2-F088F6042874,röstning,"""fp""",3,utskottet,SAKFRÅGAN,HUVUD,SOU8,2004-04-22,1954,349,205,45,46,53,t,f,58.74,12.89,15.19,13.18,55.01,1954,144,125,0,0,19,t,f,86.81,0.00,13.19,0.00,52.08
0262455192724,MP,GW01NU17,1,2222055,Max,Andersson,1973,AVSTÅR,f,f,NU17,2008/09,Europeiska energinät,Europeiska energinät,0,NU,2009-03-03,2009-03-03,42253863-BAFA-4141-841D-930CCB1499AF,röstning,"""s"",""v""",1,utskottet,MOTIVFRÅGAN,HUVUD,NU17,2009-03-03,1959,349,150,123,15,61,t,f,42.98,35.24,17.48,4.30,51.86,1964,19,0,0,15,4,f,t,0.00,0.00,21.05,78.95,57.89
0720249554818,S,GY01SfU9,4,2424216,Börje,Vestlund,1960,JA,t,f,SfU9,2010/11,EU:s viseringskodex,Avsikten med vistelsen,0,SFU,2011-05-20,2011-05-20,D65F7CB7-22B4-4DFF-814F-C03AC565FFBE,röstning,"""SD""",3,utskottet,SAKFRÅGAN,HUVUD,SfU9,2011-05-20,1963,349,252,19,19,59,t,f,72.21,5.44,16.91,5.44,53.87,1962,112,87,0,1,24,t,f,77.68,0.00,21.43,0.89,51.79
0960030082916,S,GY01AU5,4,2424851,Ann-Kristine,Johansson,1962,NEJ,f,f,AU5,2010/11,Jämställdhet,Ändringar i diskrimineringslagen m.m.,0,AU,2011-03-31,2011-03-31,8072ED12-36E3-40E8-88DA-1532F4EC7CB6,röstning,"""S"",""MP"",""V""",5,utskottet,SAKFRÅGAN,HUVUD,AU5,2011-03-31,1963,349,167,128,0,54,t,f,47.85,36.68,15.47,0.00,54.44,1962,112,0,92,0,20,f,f,0.00,82.14,17.86,0.00,51.79
0548089226618,V,GT01SfU1,77,2222509,Mats,Einarsson,1960,FRÅNVARANDE,f,f,SfU1,2005/06,"Anslag inom socialförsäkringsområdet (utgiftsområdena 10, 11 och 12)",Familjepolitikens inriktning,0,SFU,2005-11-29,2005-12-02,CEA957C5-1CED-4872-B13B-786BE6CFDA8F,röstning,"""fp""",74,utskottet,SAKFRÅGAN,HUVUD,SfU1,2005-11-29,1954,349,136,38,114,61,t,f,38.97,10.89,17.48,32.66,53.87,1953,28,2,0,21,5,t,f,7.14,0.00,17.86,75.00,53.57
0515990253512,S,H101KrU4,9,2877304,Yilmaz,Kerimo,1963,AVSTÅR,f,f,KrU4,2013/14,Läsa för livet,Litteratur- och läsfrämjande på regional och lokal nivå,0,KRU,2013-12-04,2013-12-04,12C55348-B4A5-4A6D-B518-7280BFF23316,röstning,"""SD""",15,utskottet,SAKFRÅGAN,HUVUD,KrU4,2013-12-12,1963,349,182,17,100,50,t,f,52.15,4.87,14.33,28.65,55.87,1962,112,1,0,93,18,t,f,0.89,0.00,16.07,83.04,50.00
0181478122414,M,GR01UBU4,6,2303264,Anne Marie,Brodén,1956,AVSTÅR,f,f,UBU4,2003/04,Fristående skolor,Bidrag för elever i behov av särskilt stöd,0,UBU,2004-02-19,2006-03-15,B7265352-8DEC-4C3A-B15B-90681F66FAAB,röstning,"""c"",""fp"",""kd""",8,utskottet,SAKFRÅGAN,HUVUD,UBU4,2004-02-19,1954,349,179,85,28,57,t,f,51.29,24.36,16.33,8.02,55.30,1953,55,17,0,28,10,t,f,30.91,0.00,18.18,50.91,61.82
0186989169008,M,GR01TU10,4,2223871,Nils Oskar,Nilsson,1935,NEJ,f,f,TU10,2003/04,Titel saknas,Alternativ finansiering,0,TU,2004-05-27,2006-03-15,EFA79C4F-49E1-4D54-B37D-C15F5027662D,röstning,"""m"",""c"",""fp"",""kd""",12,utskottet,SAKFRÅGAN,HUVUD,TU10,2004-05-27,1954,349,171,136,1,41,t,f,49.00,38.97,11.75,0.29,55.01,1953,55,0,46,0,9,f,f,0.00,83.64,16.36,0.00,63.64
0463955388312,M,H101SoU23,1,2902661,Bengt-Anders,Johansson,1951,JA,t,f,SoU23,2013/14,Åtgärder för att stärka barnets rättigheter och uppväxtvillkor,Inkorporering av barnkonventionen i svensk lagstiftning,0,SOU,2014-06-04,2014-06-04,26FA1684-BFF1-4686-B9C4-FF02562765E8,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,SoU23,2014-06-12,1963,349,162,126,0,61,t,f,46.42,36.10,17.48,0.00,56.45,1964,107,94,0,0,13,t,f,87.85,0.00,12.15,0.00,57.01
0194498232620,S,H101TU17,2,2902667,Roza,Güclü Hedin,1982,JA,t,f,TU17,2013/14,Luftartsfrågor,Flygplatsfrågor och övriga infrastrukturfrågor,0,TU,2014-06-04,2014-06-04,5D3DF92D-4653-496E-8361-EE81C6F8C238,röstning,"""V""",3,utskottet,SAKFRÅGAN,HUVUD,TU17,2014-06-17,1963,349,274,17,24,34,t,f,78.51,4.87,9.74,6.88,56.45,1963,112,100,0,0,12,t,f,89.29,0.00,10.71,0.00,51.79
0155487380917,C,H101SfU2,1,2876289,Kerstin,Lundgren,1955,JA,t,f,SfU2,2013/14,Utgiftsområde 8 Migration,Anslagen för 2014 inom utgiftsområde 8,0,SFU,2013-11-26,2013-11-26,18291B34-0C86-49F2-A653-486F7353DD20,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,SfU2,2013-12-04,1963,349,276,20,20,33,t,f,79.08,5.73,9.46,5.73,55.59,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,60.87
0479155832315,KD,GQ01NU9,1,2227848,Kenneth,Lantz,1949,NEJ,f,f,NU9,2002/03,Statliga företag,Synen på statligt ägande av företag,0,NU,2003-04-08,2006-03-15,658CF349-6C17-11D7-AEF2-000475504AA4,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU9,2003-04-08,1954,349,167,139,0,43,t,f,47.85,39.83,12.32,0.00,55.30,1951,33,0,31,0,2,f,f,0.00,93.94,6.06,0.00,69.70
0537400268911,S,GZ01SoU14,2,2762585,Caroline,Helmersson Olsson,1963,NEJ,f,f,SoU14,2011/12,Hälso- och sjukvårdsfrågor samt tandvårdsfrågor,Patienträttigheter,0,SOU,2012-03-28,2012-06-28,FDF5C61C-F245-414F-802D-27BC62B10272,röstning,"""S""",5,utskottet,SAKFRÅGAN,HUVUD,SoU14,2012-03-28,1963,349,165,94,36,54,t,f,47.28,26.93,15.47,10.32,57.02,1962,112,0,94,0,18,f,f,0.00,83.93,16.07,0.00,51.79
0229760896014,C,H101UU9,2,2896845,Anders,W Jonsson,1961,JA,t,f,UU9,2013/14,"Redovisning av verksamheten i Internationella valutafonden, Världsbanken samt de regionala utvecklings- och investeringsbankerna 2012 och 2013 ",Jämställdhetsfrågor och klimatinsatser,0,UU,2014-05-13,2014-05-13,C57027FA-E5FC-41D7-96B2-CB83200AA16D,röstning,"""V""",3,utskottet,SAKFRÅGAN,HUVUD,UU9,2014-05-28,1963,349,288,19,0,42,t,f,82.52,5.44,12.03,0.00,56.45,1964,23,17,0,0,6,t,f,73.91,0.00,26.09,0.00,65.22
0879782396219,S,H101AU3,1,2874595,Olle,Thorell,1967,FRÅNVARANDE,f,f,AU3,2013/14,Ungdomars väg till arbete,Ungdomars väg till arbete,0,AU,2014-02-10,2014-02-10,1B19B589-E126-42AA-8583-DC2F1B32CBEF,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,AU3,2014-02-27,1963,349,146,92,57,54,t,f,41.83,26.36,15.47,16.33,57.02,1962,112,0,92,0,20,f,f,0.00,82.14,17.86,0.00,50.89
0489096664719,V,GT01TU12,14,2285333,Sten,Lundström,1952,NEJ,t,f,TU12,2005/06,Sjöfartsfrågor,Miljö- och säkerhetsfrågor i Östersjöområdet,0,TU,2006-04-06,2006-04-18,0F143D82-E6EA-45DE-8EF7-71FE2D1F4D79,röstning,"""s""",8,reservation 8,SAKFRÅGAN,HUVUD,TU12,2006-04-06,1954,349,130,133,1,85,f,f,37.25,38.11,24.36,0.29,53.87,1953,28,0,20,1,7,f,f,0.00,71.43,25.00,3.57,53.57
0284192765516,S,H101AU10,1,2902974,Tomas,Eneroth,1966,FRÅNVARANDE,f,f,AU10,2013/14,Subventionerade anställningar för nyanlända,Subventionerade anställningar för nyanlända,0,AU,2014-06-12,2014-06-12,B0615B6C-6DDA-4508-B7BA-9068A6E0887E,röstning,"""S"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,AU10,2014-06-24,1963,349,185,118,18,28,t,f,53.01,33.81,8.02,5.16,56.45,1963,112,0,100,0,12,f,f,0.00,89.29,10.71,0.00,51.79
0139948283718,MP,GZ01UU8,8,2728734,Agneta,Börjesson,1957,NEJ,f,f,UU8,2011/12,Mänskliga rättigheter i svensk utrikespolitik,USA,0,UU,2012-04-10,2012-04-11,316DD5E2-21B4-4A81-AF50-03337E3745C4,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,UU8,2012-04-10,1963,349,257,36,0,56,t,f,73.64,10.32,16.05,0.00,56.73,1964,25,0,20,0,5,f,f,0.00,80.00,20.00,0.00,48.00
087735695612,S,GT01SkU17,26,2287828,Anders,Karlsson,1951,FRÅNVARANDE,f,f,SkU17,2005/06,Motioner om företags- och kapitalbeskattning,"Konstinköp, m.m.",0,SKU,2006-02-21,2006-03-06,53D1EBB6-5AD6-4D22-B589-CDDE44B1BDCB,röstning,"""c""",23,utskottet,SAKFRÅGAN,HUVUD,SkU17,2006-02-21,1954,349,216,54,2,77,t,f,61.89,15.47,22.06,0.57,54.44,1954,144,117,0,0,27,t,f,81.25,0.00,18.75,0.00,51.39
0792716417210,V,GT01KU19,2,2288296,Lars,Bäckström,1953,NEJ,f,f,KU19,2005/06,Minoritetsfrågor,Omnämnande av de nationella minoriteterna i regeringsformen,0,KU,2006-05-02,2006-05-04,FB3F18A3-AACC-4A73-B5B1-8C915B2014E5,röstning,"""c"",""fp"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,KU19,2006-05-02,1954,349,180,83,2,84,t,f,51.58,23.78,24.07,0.57,53.87,1953,28,0,21,0,7,f,f,0.00,75.00,25.00,0.00,53.57
0658668232410,M,GT01UbU1,36,2223150,Per,Bill,1958,FRÅNVARANDE,f,f,UbU1,2005/06,Utgiftsområde 16 Utbildning och universitetsforskning,Forskning om lärarutbildningen,0,UBU,2005-11-22,2005-12-16,2607BB2B-5D5E-48A9-9E6F-2DA4B7AF60DF,röstning,"""kd""",28,utskottet,SAKFRÅGAN,HUVUD,UbU1,2005-11-22,1954,349,267,28,0,54,t,f,76.50,8.02,15.47,0.00,53.87,1954,55,46,0,0,9,t,f,83.64,0.00,16.36,0.00,58.18
0992604658114,L,GR01MJU20,6,2303209,Cecilia,Wigström,1971,NEJ,f,f,MJU20,2003/04,Titel saknas,Forskning om valar,0,MJU,2004-06-01,2006-03-15,EC07508C-9CCF-11D8-8948-0004755037A9,röstning,"""fp"",""kd""",6,utskottet,SAKFRÅGAN,HUVUD,MJU20,2004-06-01,1954,349,199,70,0,80,t,f,57.02,20.06,22.92,0.00,54.73,1956,48,0,42,0,6,f,f,0.00,87.50,12.50,0.00,52.08
0376867803913,S,GR01MJU12,1,2285429,Agneta,Gille,1956,JA,t,f,MJU12,2003/04,Icke-joniserande strålning,Försiktighetsprincipen,0,MJU,2004-03-11,2006-03-15,72000ED0-745E-4343-9C18-1E20749C3593,röstning,"""mp""",1,utskottet,SAKFRÅGAN,HUVUD,MJU12,2004-03-11,1954,349,276,21,3,49,t,f,79.08,6.02,14.04,0.86,54.73,1954,144,131,0,0,13,t,f,90.97,0.00,9.03,0.00,52.78
0575313291605,SD,GY01NU2,4,2350916,Stellan,Bojerud,1944,JA,t,f,NU2,2010/11,Utgiftsområde 19 Regional tillväxt,Kommersiell och offentlig service på landsbygden,0,NU,2010-12-13,2010-12-13,3C28B30E-9225-4C1F-8990-A4855509C687,röstning,"""V""",5,utskottet,SAKFRÅGAN,HUVUD,NU2,2010-12-13,1963,349,267,18,32,32,t,f,76.50,5.16,9.17,9.17,54.44,1968,20,20,0,0,0,t,f,100.00,0.00,0.00,0.00,90.00
0801311569314,S,GZ01SfU12,4,2768356,Gunilla,Svantorp,1964,NEJ,f,f,SfU12,2011/12,Anhöriginvandring,Identitetskrav m.m.,0,SFU,2012-05-21,2012-05-21,AD8D7B86-1254-4F14-BE84-155B47FA6032,röstning,"""S""",8,utskottet,SAKFRÅGAN,HUVUD,SfU12,2012-05-21,1963,349,195,100,19,35,t,f,55.87,28.65,10.03,5.44,57.02,1962,112,0,100,0,12,f,f,0.00,89.29,10.71,0.00,51.79
0836001490919,C,H001NU14,1,2825508,Ulrika,Carlsson,1965,JA,t,f,NU14,2012/13,Mineralpolitiska frågor,Mineralersättningens utformning,0,NU,2013-03-12,2013-03-12,4EA18B9E-687D-4057-B70C-C90D8F42A511,röstning,"""MP"",""V""",1,utskottet,MOTIVFRÅGAN,HUVUD,NU14,2013-03-12,1963,349,144,86,58,61,t,f,41.26,24.64,17.48,16.62,56.73,1963,23,21,0,0,2,t,f,91.30,0.00,8.70,0.00,65.22
0456305921813,S,H001AU6,1,2819546,Hans,Olsson,1951,JA,t,f,AU6,2012/13,"Åtgärder inom arbetslöshetsförsäkringen, m.m.",Avslag på propositionen,0,AU,2013-02-25,2013-02-25,C9BC1F11-B797-4AB0-9983-8641175F4649,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,AU6,2013-02-25,1963,349,259,36,0,54,t,f,74.21,10.32,15.47,0.00,56.73,1962,112,93,0,0,19,t,f,83.04,0.00,16.96,0.00,50.89
0115607185214,L,GT01LU13,13,2253638,Gunnar,Nordmark,1954,NEJ,f,f,LU13,2005/06,Immaterialrättsliga frågor,Översyn av upphovsrättslagen,0,LU,2006-01-19,2006-01-25,6C4767E7-8E4D-42C6-AF99-11C36E50324F,röstning,"""m"",""c"",""fp"",""kd""",13,utskottet,SAKFRÅGAN,HUVUD,LU13,2006-01-19,1954,349,156,127,0,66,t,f,44.70,36.39,18.91,0.00,53.58,1956,48,0,42,0,6,f,f,0.00,87.50,12.50,0.00,45.83
0352254228107,C,GT01SoU1,8,2223639,Staffan,Danielsson,1947,FRÅNVARANDE,f,f,SoU1,2005/06,"Utgiftsområde 9 Hälsovård, sjukvård och social omsorg m.m.",Framtida tandvårdsreform,0,SOU,2005-12-01,2005-12-07,7F9D2EE0-7DD7-4AC4-9B56-B255EC85133A,röstning,"""fp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU1,2005-12-01,1954,349,192,40,58,59,t,f,55.01,11.46,16.91,16.62,53.87,1955,22,19,0,0,3,t,f,86.36,0.00,13.64,0.00,50.00
0540190357911,S,GT01TU12,16,2285333,Hans,Hoff,1963,JA,t,f,TU12,2005/06,Sjöfartsfrågor,Sjöfartsskydd,0,TU,2006-04-06,2006-04-18,1F41797B-1CEA-45C0-9992-4774FA5A5B85,röstning,"""v""",12,utskottet,SAKFRÅGAN,HUVUD,TU12,2006-04-06,1954,349,240,22,0,87,t,f,68.77,6.30,24.93,0.00,53.87,1954,144,113,0,0,31,t,f,78.47,0.00,21.53,0.00,50.69
0731442709013,L,H101SfU1,6,2876290,Christer,Nylander,1968,JA,t,f,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Rehabiliteringskedjan,0,SFU,2013-12-02,2013-12-02,8A10181A-0493-4D20-A8EF-4B3F87257CB9,röstning,"""S""",7,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,176,100,43,30,t,f,50.43,28.65,8.60,12.32,55.87,1960,24,20,0,0,4,t,f,83.33,0.00,16.67,0.00,58.33
0324815829026,C,GV01AU1,23,2285892,Johan,Linander,1974,FRÅNVARANDE,f,f,AU1,2007/08,Utgiftsområdena 13 Arbetsmarknad och 14 Arbetsliv,Fempunktsprogram för introduktion,0,AU,2007-12-05,2007-12-05,C8CCC0DC-1AB9-44E6-92EE-88B3A3B26C78,röstning,"""s""",17,utskottet,SAKFRÅGAN,HUVUD,AU1,2007-12-05,1958,349,174,108,0,67,t,f,49.86,30.95,19.20,0.00,53.01,1957,29,24,0,0,5,t,f,82.76,0.00,17.24,0.00,62.07
0744993950910,S,H101KrU10,11,2903027,Anders,Ygeman,1970,NEJ,f,f,KrU10,2013/14,Kyrkoantikvarisk ersättning och övriga kulturarvsfrågor,Det industriella kulturarvet,0,KRU,2014-06-05,2014-06-05,0BC6C216-B54B-483A-A3D7-5D08D267B720,röstning,"""S"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,KrU10,2014-06-17,1963,349,198,117,0,34,t,f,56.73,33.52,9.74,0.00,56.45,1963,112,0,100,0,12,f,f,0.00,89.29,10.71,0.00,51.79
0534056896314,KD,GS01NU14,3,2222658,Lars,Gustafsson,1951,NEJ,f,f,NU14,2004/05,"Genomförande av EG-direktiv rörande el- och gasmarknaderna, m.m.",Systemansvar för naturgas,0,NU,2005-05-12,2006-03-15,D2B0FE63-ECAC-45C2-BD89-CF824B611DC0,röstning,"""m"",""fp"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,NU14,2005-05-12,1954,349,175,110,0,64,t,f,50.14,31.52,18.34,0.00,54.73,1951,33,0,25,0,8,f,f,0.00,75.76,24.24,0.00,69.70
0235974887200,S,H101MJU14,2,2896632,Susanne,Eberstein,1948,JA,t,f,MJU14,2013/14,Ändringar i djurskyddslagen,Förbudets placering,0,MJU,2014-02-10,2014-02-10,9DAF3A66-36C3-4527-BE99-7944E7F3B569,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,MJU14,2014-02-20,1963,349,279,19,0,51,t,f,79.94,5.44,14.61,0.00,56.73,1962,112,95,0,0,17,t,f,84.82,0.00,15.18,0.00,50.89
