value,count
Changes in inventories (current LCU),390
Changes in inventories (current US$),390
"Charges for the use of intellectual property, payments (BoP, current US$)",390
"Charges for the use of intellectual property, receipts (BoP, current US$)",390
Chemicals (% of value added in manufacturing),390
Child employment in agriculture (% of economically active children ages 7-14),390
"Child employment in agriculture, female (% of female economically active children ages 7-14)",390
"Child employment in agriculture, male (% of male economically active children ages 7-14)",390
Child employment in manufacturing (% of economically active children ages 7-14),390
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",390
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",390
Child employment in services (% of economically active children ages 7-14),390
"Child employment in services, female (% of female economically active children ages 7-14)",390
"Child employment in services, male (% of male economically active children ages 7-14)",390
Children (0-14) living with HIV,390
Children (ages 0-14) newly infected with HIV,390
"Children in employment, female (% of female children ages 7-14)",390
"Children in employment, male (% of male children ages 7-14)",390
"Children in employment, self-employed (% of children in employment, ages 7-14)",390
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",390
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",390
"Children in employment, study and work (% of children in employment, ages 7-14)",390
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",390
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",390
"Children in employment, total (% of children ages 7-14)",390
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",390
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",390
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",390
"Children in employment, wage workers (% of children in employment, ages 7-14)",390
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",390
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",390
"Children in employment, work only (% of children in employment, ages 7-14)",390
"Children in employment, work only, female (% of female children in employment, ages 7-14)",390
"Children in employment, work only, male (% of male children in employment, ages 7-14)",390
Children out of school (% of primary school age),390
"Children out of school, female (% of female primary school age)",390
"Children out of school, male (% of male primary school age)",390
"Children out of school, primary",390
"Children out of school, primary, female",390
"Children out of school, primary, male",390
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),390
Claims on central government (annual growth as % of broad money),390
"Claims on central government, etc. (% GDP)",390
Claims on other sectors of the domestic economy (% of GDP),390
Claims on other sectors of the domestic economy (annual growth as % of broad money),390
Claims on private sector (annual growth as % of broad money),390
Coal rents (% of GDP),390
Combustible renewables and waste (% of total energy),390
"Commercial bank branches (per 100,000 adults)",390
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",390
Commercial service exports (current US$),390
Commercial service imports (current US$),390
"Communications, computer, etc. (% of service exports, BoP)",390
"Communications, computer, etc. (% of service imports, BoP)",390
"Community health workers (per 1,000 people)",390
Compensation of employees (% of expense),390
Compensation of employees (current LCU),390
Completeness of birth registration (%),390
"Completeness of birth registration, female (%)",390
"Completeness of birth registration, male (%)",390
"Completeness of birth registration, rural (%)",390
"Completeness of birth registration, urban (%)",390
Completeness of death registration with cause-of-death information (%),390
"Compulsory education, duration (years)",390
"Computer, communications and other services (% of commercial service exports)",390
"Computer, communications and other services (% of commercial service imports)",390
"Condom use, population ages 15-24, female (% of females ages 15-24)",390
"Condom use, population ages 15-24, male (% of males ages 15-24)",390
Consumer price index (2010 = 100),390
Consumption of iodized salt (% of households),390
Container port traffic (TEU: 20 foot equivalent units),390
"Contraceptive prevalence, any method (% of married women ages 15-49)",390
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",390
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",390
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",390
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",390
Control of Corruption: Estimate,390
Control of Corruption: Number of Sources,390
Control of Corruption: Percentile Rank,390
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",390
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",390
Control of Corruption: Standard Error,390
Coverage of social insurance programs (% of population),390
Coverage of social insurance programs in 2nd quintile (% of population),390
Coverage of social insurance programs in 3rd quintile (% of population),390
Coverage of social insurance programs in 4th quintile (% of population),390
Coverage of social insurance programs in poorest quintile (% of population),390
Coverage of social insurance programs in richest quintile (% of population),390
Coverage of social protection and labor programs (% of population),390
Coverage of social safety net programs (% of population),390
Coverage of social safety net programs in 2nd quintile (% of population),390
Coverage of social safety net programs in 3rd quintile (% of population),390
Coverage of social safety net programs in 4th quintile (% of population),390
Coverage of social safety net programs in poorest quintile (% of population),390
Coverage of social safety net programs in richest quintile (% of population),390
Coverage of unemployment benefits and ALMP (% of population),390
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),390
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),390
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),390
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),390
Coverage of unemployment benefits and ALMP in richest quintile (% of population),390
Crop production index (2014-2016 = 100),390
Current account balance (% of GDP),390
"Current account balance (BoP, current US$)",390
"Current education expenditure, primary (% of total expenditure in primary public institutions)",390
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",390
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",390
"Current education expenditure, total (% of total expenditure in public institutions)",390
Current health expenditure (% of GDP),390
Current health expenditure per capita (current US$),390
"Current health expenditure per capita, PPP (current international $)",390
Customs and other import duties (% of tax revenue),390
Customs and other import duties (current LCU),390
DEC alternative conversion factor (LCU per US$),390
"Death rate, crude (per 1,000 people)",390
"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",390
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",390
"Debt service on external debt, total (TDS, current US$)",390
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),390
Deposit interest rate (%),390
"Depositors with commercial banks (per 1,000 adults)",390
Diabetes prevalence (% of population ages 20 to 79),390
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),390
Diarrhea treatment (% of children under 5 who received ORS packet),390
Disaster risk reduction progress score (1-5 scale; 5=best),390
Discrepancy in expenditure estimate of GDP (constant LCU),390
Discrepancy in expenditure estimate of GDP (current LCU),390
Domestic credit provided by financial sector (% of GDP),390
Domestic credit to private sector (% of GDP),390
Domestic credit to private sector by banks (% of GDP),390
Domestic general government health expenditure (% of GDP),390
Domestic general government health expenditure (% of current health expenditure),390
Domestic general government health expenditure (% of general government expenditure),390
Domestic general government health expenditure per capita (current US$),390
"Domestic general government health expenditure per capita, PPP (current international $)",390
Domestic private health expenditure (% of current health expenditure),390
Domestic private health expenditure per capita (current US$),390
"Domestic private health expenditure per capita, PPP (current international $)",390
"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",390
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",390
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",390
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",390
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",390
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",390
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",390
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",390
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",390
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",390
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",390
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",390
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",390
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",390
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",390
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",390
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",390
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",390
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",390
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",390
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",390
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",390
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",390
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",390
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",390
Electric power consumption (kWh per capita),390
Electric power transmission and distribution losses (% of output),390
Electricity production from coal sources (% of total),390
Electricity production from hydroelectric sources (% of total),390
Electricity production from natural gas sources (% of total),390
Electricity production from nuclear sources (% of total),390
Electricity production from oil sources (% of total),390
"Electricity production from oil, gas and coal sources (% of total)",390
"Electricity production from renewable sources, excluding hydroelectric (% of total)",390
"Electricity production from renewable sources, excluding hydroelectric (kWh)",390
"Employers, female (% of female employment) (modeled ILO estimate)",390
"Employers, male (% of male employment) (modeled ILO estimate)",390
"Employers, total (% of total employment) (modeled ILO estimate)",390
Employment in agriculture (% of total employment) (modeled ILO estimate),390
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",390
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",390
Employment in industry (% of total employment) (modeled ILO estimate),390
"Employment in industry, female (% of female employment) (modeled ILO estimate)",390
"Employment in industry, male (% of male employment) (modeled ILO estimate)",390
Employment in services (% of total employment) (modeled ILO estimate),390
"Employment in services, female (% of female employment) (modeled ILO estimate)",390
"Employment in services, male (% of male employment) (modeled ILO estimate)",390
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",390
"Employment to population ratio, 15+, female (%) (national estimate)",390
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",390
"Employment to population ratio, 15+, male (%) (national estimate)",390
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",390
"Employment to population ratio, 15+, total (%) (national estimate)",390
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",390
"Employment to population ratio, ages 15-24, female (%) (national estimate)",390
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",390
"Employment to population ratio, ages 15-24, male (%) (national estimate)",390
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",390
"Employment to population ratio, ages 15-24, total (%) (national estimate)",390
"Energy imports, net (% of energy use)",390
Energy intensity level of primary energy (MJ/$2021 PPP GDP),390
Energy use (kg of oil equivalent per capita),390
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",390
Exclusive breastfeeding (% of children under 6 months),390
Expenditure on primary education (% of government expenditure on education),390
Expenditure on secondary education (% of government expenditure on education),390
Expenditure on tertiary education (% of government expenditure on education),390
Expense (% of GDP),390
Expense (current LCU),390
Export unit value index (2015 = 100),390
Export value index (2015 = 100),390
Export volume index (2015 = 100),390
Exports as a capacity to import (constant LCU),390
Exports of goods and services (% of GDP),390
"Exports of goods and services (BoP, current US$)",390
Exports of goods and services (annual % growth),390
Exports of goods and services (constant 2015 US$),390
Exports of goods and services (constant LCU),390
Exports of goods and services (current LCU),390
Exports of goods and services (current US$),390
"Exports of goods, services and primary income (BoP, current US$)",390
External balance on goods and services (% of GDP),390
External balance on goods and services (constant LCU),390
External balance on goods and services (current LCU),390
External balance on goods and services (current US$),390
External debt stocks (% of GNI),390
"External debt stocks, long-term (DOD, current US$)",390
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",390
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",390
"External debt stocks, short-term (DOD, current US$)",390
"External debt stocks, total (DOD, current US$)",390
External health expenditure (% of current health expenditure),390
External health expenditure per capita (current US$),390
"External health expenditure per capita, PPP (current international $)",390
F-gases emissions from Industrial Processes (Mt CO2e),390
Female genital mutilation prevalence (%),390
Female headed households (% of households with a female head),390
Female primary school age children out-of-school (%),390
Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,390
Female share of employment in senior and middle management (%),390
"Fertility rate, total (births per woman)",390
Fertilizer consumption (% of fertilizer production),390
Fertilizer consumption (kilograms per hectare of arable land),390
Final consumption expenditure (% of GDP),390
Final consumption expenditure (annual % growth),390
Final consumption expenditure (constant 2015 US$),390
Final consumption expenditure (constant LCU),390
Final consumption expenditure (current LCU),390
Final consumption expenditure (current US$),390
Financial intermediary services indirectly Measured (FISIM) (constant LCU),390
Financial intermediary services indirectly Measured (FISIM) (current LCU),390
Firms adopting energy management measures to reduce emissions (% of firms),390
Firms competing against unregistered firms (% of firms),390
Firms expected to give gifts in meetings with tax officials (% of firms),390
Firms experiencing electrical outages (% of firms),390
Firms exporting directly at least 10% of sales (% of firms),390
Firms filling taxes electronically (% of firms),390
Firms formally registered when operations started (% of firms),390
Firms monitoring own CO2 emissions (% of firms),390
Firms offering formal training (% of firms),390
Firms that are fully credit constrained (% of firms),390
Firms that are partially credit constrained (% of firms),390
"Firms that introduced a new product/service and process, and spent on R&D",390
Firms that use a third party to resolve commercial disputes (% of firms),390
Firms using banks to finance investment (% of firms),390
Firms using banks to finance working capital (% of firms),390
Firms visited or required meetings with tax officials (% of firms),390
Firms where largest owner is also the top manager (% of firms),390
Firms with a bank loan/line of credit (% of firms),390
Firms with at least 10% foreign ownership,390
Firms with female participation in ownership (% of firms),390
Firms with female top manager (% of firms),390
"Fish species, threatened",390
Fixed broadband subscriptions,390
Fixed broadband subscriptions (per 100 people),390
Fixed telephone subscriptions,390
Fixed telephone subscriptions (per 100 people),390
Food exports (% of merchandise exports),390
Food imports (% of merchandise imports),390
Food production index (2014-2016 = 100),390
"Food, beverages and tobacco (% of value added in manufacturing)",390
Forcibly displaced people,390
"Foreign direct investment, net (BoP, current US$)",390
"Foreign direct investment, net inflows (% of GDP)",390
"Foreign direct investment, net inflows (BoP, current US$)",390
"Foreign direct investment, net outflows (% of GDP)",390
"Foreign direct investment, net outflows (BoP, current US$)",390
Forest area (% of land area),390
Forest area (sq. km),390
Forest rents (% of GDP),390
Fossil fuel energy consumption (% of total),390
Fuel exports (% of merchandise exports),390
Fuel imports (% of merchandise imports),390
GDP (constant 2015 US$),390
GDP (constant LCU),390
GDP (current LCU),390
GDP (current US$),390
GDP deflator (base year varies by country),390
GDP deflator: linked series (base year varies by country),390
GDP growth (annual %),390
GDP per capita (constant 2015 US$),390
GDP per capita (constant LCU),390
GDP per capita (current LCU),390
GDP per capita (current US$),390
GDP per capita growth (annual %),390
"GDP per capita, PPP (constant 2021 international $)",390
"GDP per capita, PPP (current international $)",390
GDP per person employed (constant 2021 PPP $),390
GDP per unit of energy use (PPP $ per kg of oil equivalent),390
GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),390
"GDP, PPP (constant 2021 international $)",390
"GDP, PPP (current international $)",390
GDP: linked series (current LCU),390
GNI (constant 2015 US$),390
GNI (constant LCU),390
GNI (current LCU),390
GNI (current US$),390
GNI growth (annual %),390
GNI per capita (constant 2015 US$),390
GNI per capita (constant LCU),390
GNI per capita (current LCU),390
GNI per capita growth (annual %),390
"GNI per capita, Atlas method (current US$)",390
"GNI per capita, PPP (constant 2021 international $)",390
"GNI per capita, PPP (current international $)",390
"GNI, Atlas method (current US$)",390
"GNI, PPP (constant 2021 international $)",390
"GNI, PPP (current international $)",390
GNI: linked series (current LCU),390
General government final consumption expenditure (% of GDP),390
General government final consumption expenditure (annual % growth),390
General government final consumption expenditure (constant 2015 US$),390
General government final consumption expenditure (constant LCU),390
General government final consumption expenditure (current LCU),390
General government final consumption expenditure (current US$),390
Gini index,390
Goods and services expense (% of expense),390
Goods and services expense (current LCU),390
"Goods exports (BoP, current US$)",390
"Goods imports (BoP, current US$)",390
Government Effectiveness: Estimate,390
Government Effectiveness: Number of Sources,390
Government Effectiveness: Percentile Rank,390
"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",390
"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",390
Government Effectiveness: Standard Error,390
