userid,dbid,toplevel,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,temp_blk_read_time,temp_blk_write_time,wal_records,wal_fpi,wal_bytes,jit_functions,jit_generation_time,jit_inlining_count,jit_inlining_time,jit_optimization_count,jit_optimization_time,jit_emission_count,jit_emission_time
10,16385,t,6834464144387281697,"CREATE VIEW public.view_party_performance_metrics AS
 WITH party_member_counts AS (
         SELECT person_data.party,
            count(*) FILTER (WHERE ((person_data.status)::text = 'active'::text)) AS active_members,
            count(*) FILTER (WHERE ((person_data.status)::text = 'inactive'::text)) AS inactive_members
           FROM public.person_data
          WHERE (person_data.party IS NOT NULL)
          GROUP BY person_data.party
        ), party_violations AS (
         SELECT p.party,
            count(DISTINCT rv.id) AS total_violations,
            count(DISTINCT rv.reference_id) AS members_with_violations,
            max(rv.detected_date) AS latest_violation
           FROM (public.person_data p
             JOIN public.rule_violation rv ON ((((rv.reference_id)::text = (p.id)::text) AND ((rv.resource_type)::text = 'POLITICIAN'::text) AND ((rv.status)::text = 'ACTIVE'::text))))
          WHERE (p.party IS NOT NULL)
          GROUP BY p.party
        ), party_voting_annual AS (
         SELECT view_riksdagen_vote_data_ballot_politician_summary_annual.party,
            sum(view_riksdagen_vote_data_ballot_politician_summary_annual.total_votes) AS total_party_votes,
            avg(view_riksdagen_vote_data_ballot_politician_summary_annual.avg_percentage_absent) AS avg_absence_rate,
            avg(view_riksdagen_vote_data_ballot_politician_summary_annual.won_percentage) AS avg_win_rate,
            avg(view_riksdagen_vote_data_ballot_politician_summary_annual.rebel_percentage) AS avg_rebel_rate,
            avg(((100)::numeric - view_riksdagen_vote_data_ballot_politician_summary_annual.avg_percentage_absent)) AS avg_participation_rate
           FROM public.view_riksdagen_vote_data_ballot_politician_summary_annual
          WHERE ((view_riksdagen_vote_data_ballot_politician_summary_annual.embedded_id_vote_date >= date_trunc('year'::text, (CURRENT_DATE - '1 year'::interval))) AND (view_riksdagen_vote_data_ballot_politician_summary_annual.embedded_id_vote_date < date_trunc('year'::text, (CURRENT_DATE)::timestamp with time zone)) AND (view_riksdagen_vote_data_ballot_politician_summary_annual.party IS NOT NULL))
          GROUP BY view_riksdagen_vote_data_ballot_politician_summary_annual.party
        ), party_documents AS (
         SELECT p.party,
            count(DISTINCT vpd.id) AS documents_produced,
            count(DISTINCT vpd.id) FILTER (WHERE ((vpd.document_type)::text = 'Motion'::text)) AS motions_produced,
            count(DISTINCT vpd.id) FILTER (WHERE ((vpd.document_type)::text = 'Proposition'::text)) AS propositions_produced
           FROM (public.person_data p
             JOIN public.view_riksdagen_politician_document vpd ON ((((vpd.person_reference_id)::text = (p.id)::text) AND (vpd.made_public_date >= (CURRENT_DATE - '1 year'::interval)))))
          WHERE (p.party IS NOT NULL)
          GROUP BY p.party
        ), party_government_roles AS (
         SELECT p.party,
            count(DISTINCT p.id) FILTER (WHERE ((ad.assignment_type)::text = 'Departement'::text)) AS ministers_count,
            count(DISTINCT p.id) FILTER (WHERE (((ad.assignment_type)::text = 'Riksdagsorgan'::text) AND ((ad.role_code)::text = 'Ordförande'::text))) AS committee_chairs_count
           FROM (public.person_data p
             JOIN public.assignment_data ad ON (((ad.intressent_id)::text = (p.id)::text)))
          WHERE ((ad.to_date IS NULL) OR ((ad.to_date >= CURRENT_DATE) AND (p.party IS NOT NULL)))
          GROUP BY p.party
        ), performance_calculations AS (
         SELECT pp.short_code AS party,
            pp.party_name,
            pp.registered_date AS registration_date,
            pmc.active_members,
            pmc.inactive_members,
            pv.total_violations,
            pv.members_with_violations,
            pv.latest_violation,
            pva.total_party_votes,
            pva.avg_absence_rate,
            pva.avg_win_rate,
            pva.avg_rebel_rate,
            pva.avg_participation_rate,
            pd.documents_produced,
            pd.motions_produced,
            pd.propositions_produced,
            pgr.ministers_count,
            pgr.committee_chairs_count,
            ((((((COALESCE(pva.avg_participation_rate, (0)::numeric) * (25)::numeric) / 100.0) + ((COALESCE(pva.avg_win_rate, (0)::numeric) * (25)::numeric) / 100.0)) + ((((100)::numeric - COALESCE(pva.avg_rebel_rate, (0)::numeric)) * (20)::numeric) / 100.0)) + LEAST((
                CASE
                    WHEN (COALESCE(pmc.active_members, (0)::bigint) > 0) THEN ((COALESCE(pd.documents_produced, (0)::bigint))::numeric / (pmc.active_members)::numeric)
                    ELSE (0)::numeric
                END * (3)::numeric), (15)::numeric)) + ((15)::numeric - LEAST(((COALESCE(pv.total_violations, (0)::bigint))::numeric * 0.5), (15)::numeric))) AS calculated_performance_score
           FROM (((((public.sweden_political_party pp
             LEFT JOIN party_member_counts pmc ON (((pmc.party)::text = (pp.short_code)::text)))
             LEFT JOIN party_violations pv ON (((pv.party)::text = (pp.short_code)::text)))
             LEFT JOIN party_voting_annual pva ON ((pva.party = (pp.short_code)::text)))
             LEFT JOIN party_documents pd ON (((pd.party)::text = (pp.short_code)::text)))
             LEFT JOIN party_government_roles pgr ON (((pgr.party)::text = (pp.short_code)::text)))
          WHERE (pp.short_code IS NOT NULL)
        )
 SELECT party,
    party_name,
    registration_date,
    COALESCE(active_members, (0)::bigint) AS active_members,
    COALESCE(inactive_members, (0)::bigint) AS inactive_members,
    COALESCE(total_violations, (0)::bigint) AS total_violations,
    COALESCE(members_with_violations, (0)::bigint) AS members_with_violations,
        CASE
            WHEN (COALESCE(active_members, (0)::bigint) > 0) THEN round((((COALESCE(members_with_violations, (0)::bigint))::numeric / (active_members)::numeric) * (100)::numeric), 2)
            ELSE (0)::numeric
        END AS violation_rate_percentage,
    latest_violation AS latest_member_violation,
    COALESCE(total_party_votes, (0)::numeric) AS total_votes_last_year,
    round(COALESCE(avg_absence_rate, (0)::numeric), 2) AS avg_absence_rate,
    round(COALESCE(avg_win_rate, (0)::numeric), 2) AS avg_win_rate,
    round(COALESCE(avg_rebel_rate, (0)::numeric), 2) AS avg_rebel_rate,
    round(COALESCE(avg_participation_rate, (0)::numeric), 2) AS avg_participation_rate,
    COALESCE(documents_produced, (0)::bigint) AS documents_last_year,
    COALESCE(motions_produced, (0)::bigint) AS motions_last_year,
    COALESCE(propositions_produced, (0)::bigint) AS propositions_last_year,
        CASE
            WHEN (COALESCE(active_members, (0)::bigint) > 0) THEN round(((COALESCE(documents_produced, (0)::bigint))::numeric / (active_members)::numeric), 2)
            ELSE (0)::numeric
        END AS docs_per_member,
    COALESCE(ministers_count, (0)::bigint) AS current_ministers,
    COALESCE(committee_chairs_count, (0)::bigint) AS current_committee_chairs,
    round(calculated_performance_score, 2) AS performance_score,
        CASE
            WHEN (calculated_performance_score >= (75)::numeric) THEN 'EXCELLENT'::text
            WHEN (calculated_performance_score >= (60)::numeric) THEN 'GOOD'::text
            WHEN (calculated_performance_score >= (40)::numeric) THEN 'AVERAGE'::text
            ELSE 'BELOW_AVERAGE'::text
        END AS performance_level,
    concat_ws(' | '::text,
        CASE
            WHEN (COALESCE(avg_participation_rate, (0)::numeric) >= (85)::numeric) THEN 'High participation'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(avg_win_rate, (0)::numeric) >= (60)::numeric) THEN 'Effective voting'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(avg_rebel_rate, (0)::numeric) <= (5)::numeric) THEN 'Strong discipline'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(documents_produced, (0)::bigint) >= 50) THEN 'High productivity'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(ministers_count, (0)::bigint) >= 1) THEN 'Government representation'::text
            ELSE NULL::text
        END) AS strengths,
    concat_ws(' | '::text,
        CASE
            WHEN (COALESCE(avg_absence_rate, (0)::numeric) >= (15)::numeric) THEN 'High absenteeism'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(avg_win_rate, (0)::numeric) < (30)::numeric) THEN 'Low effectiveness'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(avg_rebel_rate, (0)::numeric) >= (15)::numeric) THEN 'Discipline issues'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(documents_produced, (0)::bigint) < 10) THEN 'Low productivity'::text
            ELSE NULL::text
        END,
        CASE
            WHEN (COALESCE(total_violations, (0)::bigint) >= 10) THEN 'Multiple violations'::text
            ELSE NULL::text
        END) AS weaknesses
   FROM performance_calculations
  ORDER BY (round(calculated_performance_score, 2)) DESC, COALESCE(active_members, (0)::bigint) DESC",0,0,0,0,0,0,1,3.867642,3.867642,3.867642,3.867642,0,0,342,0,5,5,0,0,0,0,0,0,0,0.051186,0,0,167,0,43350,0,0,0,0,0,0,0,0
16384,16385,f,8169304273793468341,SELECT COUNT(*) FROM view_riksdagen_voting_anomaly_detection,2,1.01686,0.488763,0.528097,0.50843,0.019667000000000004,2,0.020678000000000002,0.007744000000000001,0.012934,0.010339000000000001,0.002594999999999999,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,3446307076176694618,SELECT COUNT(*) FROM view_election_cycle_predictive_intelligence,2,8.673622,4.193047,4.480575,4.336811,0.143764,1,0.26192,0.26192,0.26192,0.26192,0,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,-7174414168027109720,"CREATE OPERATOR <=> (
	LEFTARG = vector, RIGHTARG = vector, PROCEDURE = cosine_distance,
	COMMUTATOR = '<=>'
)",0,0,0,0,0,0,1,0.08593,0.08593,0.08593,0.08593,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1193,0,0,0,0,0,0,0,0
16384,16385,t,-7169676988749539571,COPY  ( SELECT * FROM committee_proposal_container ORDER BY random ( ) LIMIT 50 ) TO STDOUT WITH CSV HEADER,0,0,0,0,0,0,1,0.670853,0.670853,0.670853,0.670853,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,-4836285663695125294,"SELECT fk.""uppdrag_person_assignment_el_0"" FROM ONLY ""public"".""assignment_element"" fk LEFT OUTER JOIN ONLY ""public"".""person_assignment_element"" pk ON ( pk.""hjid"" OPERATOR(pg_catalog.=) fk.""uppdrag_person_assignment_el_0"") WHERE pk.""hjid"" IS NULL AND (fk.""uppdrag_person_assignment_el_0"" IS NOT NULL)",1,0.130494,0.130494,0.130494,0.130494,0,1,0.002735,0.002735,0.002735,0.002735,0,0,36,2,0,0,0,0,0,0,0,0,0.025287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-54412925677616206,COMMENT ON COLUMN public.qrtz_cron_triggers.sched_name IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.127929,0.127929,0.127929,0.127929,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,f,7377844189814778019,SELECT COUNT(*) FROM view_riksdagen_politician,2,0.741305,0.36394,0.377365,0.3706525,0.00671250000000001,1,0.008626,0.008626,0.008626,0.008626,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,f,2345130832192393897,"SELECT fk.""document_committee_proposal__0"" FROM ONLY ""public"".""committee_proposal_component_0"" fk LEFT OUTER JOIN ONLY ""public"".""committee_document_data"" pk ON ( pk.""id""::pg_catalog.text OPERATOR(pg_catalog.=) fk.""document_committee_proposal__0""::pg_catalog.text) WHERE pk.""id"" IS NULL AND (fk.""document_committee_proposal__0"" IS NOT NULL)",1,0.106399,0.106399,0.106399,0.106399,0,1,0.0030759999999999997,0.0030759999999999997,0.0030759999999999997,0.0030759999999999997,0,0,26,1,0,0,0,0,0,0,0,0,0.014868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-5995163118569381478,"CREATE MATERIALIZED VIEW public.view_riksdagen_committee_decision_type_org_summary AS
 SELECT upper((decision_type)::text) AS embedded_id_decision_type,
    upper(org) AS embedded_id_org,
    created_date AS embedded_id_decision_date,
    count(*) AS total,
    sum(
        CASE
            WHEN ((winner)::text = $1::text) THEN $2
            ELSE $3
        END) AS committee_winner,
    sum(
        CASE
            WHEN ((winner)::text ~~ $4::text) THEN $5
            ELSE $6
        END) AS reservation_winner
   FROM public.view_riksdagen_committee_decisions
  GROUP BY (upper((decision_type)::text)), created_date, (upper(org))
  WITH NO DATA",0,0,0,0,0,0,1,1.223244,1.223244,1.223244,1.223244,0,0,305,0,1,1,0,0,0,0,0,0,0,0.013616,0,0,122,1,14891,0,0,0,0,0,0,0,0
10,16385,t,1824631968421590294,COMMENT ON COLUMN public.qrtz_locks.lock_name IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.100578,0.100578,0.100578,0.100578,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,f,-1400517101625848734,COPY (SELECT * FROM view_application_action_event_page_hourly_summary ORDER BY random() LIMIT $1) TO 'view_view_application_action_event_page_hourly_summary_sample.csv' WITH CSV HEADER,1,0.072806,0.072806,0.072806,0.072806,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,5815720571682609889,"CREATE MATERIALIZED VIEW public.view_riksdagen_vote_data_ballot_politician_summary_daily AS
 SELECT vote_date AS embedded_id_vote_date,
    embedded_id_intressent_id,
    max(first_name) AS first_name,
    max(last_name) AS last_name,
    max(gender) AS gender,
    max(born_year) AS born_year,
    max((party)::text) AS party,
    count(*) AS number_ballots,
    round(avg(avg_born_year), $1) AS avg_born_year,
    max(total_votes) AS avg_total_votes,
    round(avg(yes_votes), $2) AS avg_yes_votes,
    round(avg(no_votes), $3) AS avg_no_votes,
    round(avg(abstain_votes), $4) AS avg_abstain_votes,
    round(avg(absent_votes), $5) AS avg_absent_votes,
    round((($6 * (sum(
        CASE
            WHEN approved THEN $7
            ELSE $8
        END))::numeric) / (NULLIF(count(*), $9))::numeric), $10) AS percentage_approved,
    round(avg(percentage_yes), $11) AS avg_percentage_yes,
    round(avg(percentage_no), $12) AS avg_percentage_no,
    round(avg(percentage_absent), $13) AS avg_percentage_absent,
    round(avg(percentage_abstain), $14) AS avg_percentage_abstain,
    round(avg(percentage_male), $15) AS avg_percentage_male,
    sum(total_votes) AS total_votes,
    sum(yes_votes) AS yes_votes,
    sum(no_votes) AS no_votes,
    sum(abstain_votes) AS abstain_votes,
    sum(absent_votes) AS absent_votes,
    sum(party_total_votes) AS party_total_votes,
    sum(party_yes_votes) AS party_yes_votes,
    sum(party_no_votes) AS party_no_votes,
    sum(party_abstain_votes) AS party_abstain_votes,
    sum(party_absent_votes) AS party_absent_votes,
    sum(
        CASE
            WHEN (vote = $16::text) THEN $17
            ELSE $18
        END) AS politician_yes_votes,
    sum(
        CASE
            WHEN (vote = $19::text) THEN $20
            ELSE $21
        END) AS politician_no_votes,
    sum(
        CASE
            WHEN (vote = $22::text) THEN $23
            ELSE $24
        END) AS politician_abstain_votes,
    sum(
        CASE
            WHEN (vote = $25::text) THEN $26
            ELSE $27
        END) AS politician_absent_votes,
    round((($28 * (sum(
        CASE
            WHEN (vote = $29::text) THEN $30
            ELSE $31
        END))::numeric) / (NULLIF(count(*), $32))::numeric), $33) AS politician_percentage_yes,
    round((($34 * (sum(
        CASE
            WHEN (vote = $35::text) THEN $36
            ELSE $37
        END))::numeric) / (NULLIF(count(*), $38))::numeric), $39) AS politician_percentage_no,
    round((($40 * (sum(
        CASE
            WHEN (vote = $41::text) THEN $42
            ELSE $43
        END))::numeric) / (NULLIF(count(*), $44))::numeric), $45) AS politician_percentage_absent,
    round((($46 * (sum(
        CASE
            WHEN (vote = $47::text) THEN $48
            ELSE $49
        END))::numeric) / (NULLIF(count(*), $50))::numeric), $51) AS politician_percentage_abstain,
    round(avg(party_avg_born_year), $52) AS party_avg_born_year,
    round(avg(party_percentage_male), $53) AS party_avg_percentage_male,
    round((($54 * sum(party_yes_votes)) / NULLIF(sum(party_total_votes), ($55)::numeric)), $56) AS party_percentage_yes,
    round((($57 * sum(party_no_votes)) / NULLIF(sum(party_total_votes), ($58)::numeric)), $59) AS party_percentage_no,
    round((($60 * sum(party_abstain_votes)) / NULLIF(sum(party_total_votes), ($61)::numeric)), $62) AS party_percentage_abstain,
    round((($63 * sum(party_absent_votes)) / NULLIF(sum(party_total_votes), ($64)::numeric)), $65) AS party_percentage_absent,
    round((($66 * sum(yes_votes)) / NULLIF(sum(total_votes), ($67)::numeric)), $68) AS percentage_yes,
    round((($69 * sum(no_votes)) / NULLIF(sum(total_votes), ($70)::numeric)), $71) AS percentage_no,
    round((($72 * sum(abstain_votes)) / NULLIF(sum(total_votes), ($73)::numeric)), $74) AS percentage_abstain,
    round((($75 * sum(absent_votes)) / NULLIF(sum(total_votes), ($76)::numeric)), $77) AS percentage_absent,
    sum(
        CASE
            WHEN party_won THEN $78
            ELSE $79
        END) AS party_won_total,
    round(((($80 * sum(
        CASE
            WHEN party_won THEN $81
            ELSE $82
        END)) / NULLIF(count(*), $83)))::numeric, $84) AS party_won_percentage,
    sum(
        CASE
            WHEN approved THEN $85
            ELSE $86
        END) AS approved_total,
    round(((($87 * sum(
        CASE
            WHEN approved THEN $88
            ELSE $89
        END)) / NULLIF(count(*), $90)))::numeric, $91) AS approved_percentage,
    round(((($92 * sum(
        CASE
            WHEN won THEN $93
            ELSE $94
        END)) / NULLIF(count(*), $95)))::numeric, $96) AS won_percentage,
    sum(
        CASE
            WHEN won THEN $97
            ELSE $98
        END) AS won_total,
    round(((($99 * sum(
        CASE
            WHEN rebel THEN $100
            ELSE $101
        END)) / NULLIF(count(*), $102)))::numeric, $103) AS rebel_percentage,
    sum(
        CASE
            WHEN rebel THEN $104
            ELSE $105
        END) AS rebel_total
   FROM public.view_riksdagen_vote_data_ballot_politician_summary
  GROUP BY embedded_id_intressent_id, vote_date
  WITH NO DATA",0,0,0,0,0,0,1,2.658203,2.658203,2.658203,2.658203,0,0,615,0,2,2,0,0,0,0,0,0,0,0.025557,0,0,280,1,38089,0,0,0,0,0,0,0,0
10,16385,t,-1649896097103768152,COMMENT ON COLUMN public.language_content_data.ref_key IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.100278,0.100278,0.100278,0.100278,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
10,16385,t,-7187737032624186179,COMMENT ON COLUMN public.application_action_event.hjid IS 'DATA.Sensitive GDPR.Personal',0,0,0,0,0,0,1,0.221423,0.221423,0.221423,0.221423,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,168,0,0,0,0,0,0,0,0
10,16385,t,-985321058893682962,COMMENT ON COLUMN public.qrtz_scheduler_state.instance_name IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.10682,0.10682,0.10682,0.10682,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,f,-2792928999422915314,"COPY  ( SELECT view_name, view_type, dependency_level, complexity_category, validation_status, error_message FROM tmp_validation_results WHERE validation_status IN ( $1 , $2 ) ORDER BY dependency_level DESC, view_name ) TO STDOUT WITH CSV HEADER",1,0.022692,0.022692,0.022692,0.022692,0,1,0.039805,0.039805,0.039805,0.039805,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,-6458931844380535028,COMMENT ON COLUMN public.qrtz_triggers.next_fire_time IS 'DATA.Sensitive GDPR.NA',0,0,0,0,0,0,1,0.102652,0.102652,0.102652,0.102652,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,162,0,0,0,0,0,0,0,0
16384,16385,f,-2600648857797462900,SELECT COUNT(*) FROM view_election_cycle_decision_intelligence,2,3.2248669999999997,1.601773,1.623094,1.6124334999999999,0.010660500000000128,2,0.042399,0.019656999999999997,0.022742000000000002,0.0211995,0.0015425000000000022,2,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,-8663922532272707161,SELECT COUNT(*) FROM view_application_action_event_page_modes_daily_summary,2,0.129743,0.061405,0.068338,0.0648715,0.0034664999999999974,2,0.01095,0.00535,0.0056,0.005475,0.0001250000000000001,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,f,4784458259855091450,SELECT COUNT(*) FROM view_election_cycle_temporal_trends,2,14.216662,7.08329,7.133372,7.108331,0.02504099999999987,1,0.685072,0.685072,0.685072,0.685072,0,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,8601921798109223362,"ALTER TABLE ONLY public.domain_portal
    ADD CONSTRAINT domain_portal_pkey PRIMARY KEY (hjid)",0,0,0,0,0,0,1,0.798561,0.798561,0.798561,0.798561,0,0,94,0,2,2,0,0,0,0,0,0,0,0.018643,0,0,29,1,3693,0,0,0,0,0,0,0,0
10,16385,f,7941884426309522736,"CREATE FUNCTION pgp_sym_encrypt_bytea(bytea, text)
RETURNS bytea
AS '$libdir/pgcrypto', 'pgp_sym_encrypt_bytea'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.093394,0.093394,0.093394,0.093394,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,888,0,0,0,0,0,0,0,0
16384,16385,f,-3182300931113581105,v_record.view_name,3,0.003517,0.001162,0.001182,0.0011723333333333334,8.178562764256838e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,t,-6090071381500095547,COPY  ( SELECT * FROM sweden_county_electoral_area ORDER BY random ( ) LIMIT 50 ) TO STDOUT WITH CSV HEADER,0,0,0,0,0,0,1,0.822436,0.822436,0.822436,0.822436,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,t,1701467117793625658,COMMENT ON COLUMN public.data_element.total IS 'DATA.Public GDPR.NA',0,0,0,0,0,0,1,0.104886,0.104886,0.104886,0.104886,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,0,0,0,0,0,0,0,0
